id,sent,expected,tokens,logprobs,critical_token_idx,continuation_prob,type
1_dog_negation_negation_pref,John doesn't own a dog and Mark doesn't own a dog either. The dogs are very cute.,0,John|Ġdoesn|'t|Ġown|Ġa|Ġdog|Ġand|ĠMark|Ġdoesn|'t|Ġown|Ġa|Ġdog|Ġeither|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-8.14722728729248, -0.0033622421324253082, -6.44360876083374, -1.2087013721466064, -4.722001075744629, -2.51806640625, -10.970075607299805, -2.4421236515045166, -0.00041631137719377875, -1.4798879623413086, -0.17604124546051025, -1.7910629510879517, -4.536686420440674, -0.7158287763595581, -3.339028835296631, -4.240622043609619, -1.4136134386062622, -4.328100681304932, -4.7465715408325195, -1.8824487924575806]",14,2.165996439662234e-09,negation_negation_pref
1_dog_negation_negation_nonref,John doesn't own a dog and Mark doesn't own a dog either. It's not a big deal.,-1,John|Ġdoesn|'t|Ġown|Ġa|Ġdog|Ġand|ĠMark|Ġdoesn|'t|Ġown|Ġa|Ġdog|Ġeither|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-8.14722728729248, -0.0033622421324253082, -6.44360876083374, -1.2087013721466064, -4.722001075744629, -2.51806640625, -10.970075607299805, -2.4421236515045166, -0.00041631137719377875, -1.4798879623413086, -0.17604124546051025, -1.7910629510879517, -4.536686420440674, -0.7158287763595581, -3.614297389984131, -0.569365918636322, -2.3701179027557373, -2.2674520015716553, -2.662379741668701, -0.18779438734054565, -1.1254960298538208]",14,2.7693349085516415e-06,negation_negation_nonref
1_dog_know_doubt_sref,I know that John owns a dog but I doubt that Mark owns a dog. The dog is very cute.,1,I|Ġknow|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġbut|ĠI|Ġdoubt|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|.|ĠThe|Ġdog|Ġis|Ġvery|Ġcute|.,"[-6.221470832824707, -2.103665590286255, -7.53029727935791, -9.674805641174316, -1.4722695350646973, -5.204202175140381, -3.373694658279419, -1.1629518270492554, -5.599667549133301, -1.4656051397323608, -8.667160987854004, -2.351992607116699, -0.6065686345100403, -0.5816229581832886, -1.1075400114059448, -3.8955302238464355, -2.1794357299804688, -1.4953548908233643, -3.571753740310669, -4.264405250549316, -1.7313816547393799]",15,3.606793872265229e-08,know_doubt_sref
1_dog_know_doubt_pref,I know that John owns a dog but I doubt that Mark owns a dog. The dogs are very cute.,0,I|Ġknow|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġbut|ĠI|Ġdoubt|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-6.221470832824707, -2.103665590286255, -7.53029727935791, -9.674805641174316, -1.4722695350646973, -5.204202175140381, -3.373694658279419, -1.1629518270492554, -5.599667549133301, -1.4656051397323608, -8.667160987854004, -2.351992607116699, -0.6065686345100403, -0.5816229581832886, -1.1075400114059448, -3.8955302238464355, -3.8178329467773438, -1.319456934928894, -3.365161657333374, -4.380199909210205, -1.6958222389221191]",15,9.480735768138304e-09,know_doubt_pref
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that Mark owns a dog. It's not a big deal.,-1,I|Ġknow|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġbut|ĠI|Ġdoubt|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-6.221470832824707, -2.103665590286255, -7.53029727935791, -9.674805641174316, -1.4722695350646973, -5.204202175140381, -3.373694658279419, -1.1629518270492554, -5.599667549133301, -1.4656051397323608, -8.667160987854004, -2.351992607116699, -0.6065686345100403, -0.5816229581832886, -1.1075400114059448, -3.4540324211120605, -0.9646221399307251, -2.112640142440796, -2.5121359825134277, -2.4367105960845947, -0.27460160851478577, -1.2362220287322998]",15,2.280844202376247e-06,know_doubt_nonref
1_dog_know_know_sref,I know that John owns a dog and I know that Mark owns a different dog. The dog is very cute.,0,I|Ġknow|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġand|ĠI|Ġknow|Ġthat|ĠMark|Ġowns|Ġa|Ġdifferent|Ġdog|.|ĠThe|Ġdog|Ġis|Ġvery|Ġcute|.,"[-6.221470832824707, -2.103665590286255, -7.53029727935791, -9.674805641174316, -1.4722695350646973, -5.204202175140381, -1.928412675857544, -2.4177615642547607, -1.8870830535888672, -0.39980143308639526, -7.960604667663574, -1.064530849456787, -0.16534657776355743, -7.863000869750977, -0.4612065255641937, -1.0326305627822876, -4.004316806793213, -2.5932223796844482, -1.3587621450424194, -3.460169792175293, -4.661562442779541, -1.523252010345459]",16,2.2691269798204447e-08,know_know_sref
1_dog_know_know_pref,I know that John owns a dog and I know that Mark owns a different dog. The dogs are very cute.,1,I|Ġknow|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġand|ĠI|Ġknow|Ġthat|ĠMark|Ġowns|Ġa|Ġdifferent|Ġdog|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-6.221470832824707, -2.103665590286255, -7.53029727935791, -9.674805641174316, -1.4722695350646973, -5.204202175140381, -1.928412675857544, -2.4177615642547607, -1.8870830535888672, -0.39980143308639526, -7.960604667663574, -1.064530849456787, -0.16534657776355743, -7.863000869750977, -0.4612065255641937, -1.0326305627822876, -4.004316806793213, -3.7886340618133545, -1.0440382957458496, -3.0121231079101562, -5.617259502410889, -1.462164044380188]",16,6.017849790698418e-09,know_know_pref
1_dog_know_know_nonref,I know that John owns a dog and I know that Mark owns a different dog. It's not a big deal.,-1,I|Ġknow|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġand|ĠI|Ġknow|Ġthat|ĠMark|Ġowns|Ġa|Ġdifferent|Ġdog|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-6.221470832824707, -2.103665590286255, -7.53029727935791, -9.674805641174316, -1.4722695350646973, -5.204202175140381, -1.928412675857544, -2.4177615642547607, -1.8870830535888672, -0.39980143308639526, -7.960604667663574, -1.064530849456787, -0.16534657776355743, -7.863000869750977, -0.4612065255641937, -1.0326305627822876, -3.0826096534729004, -0.6001648902893066, -1.96522057056427, -2.274439573287964, -2.3920059204101562, -0.1473385989665985, -0.9743080735206604]",16,1.0798673229383219e-05,know_know_nonref
1_dog_doubt_know_sref,I doubt that John owns a dog but I know that Mark owns a dog. The dog is very cute.,1,I|Ġdoubt|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġbut|ĠI|Ġknow|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|.|ĠThe|Ġdog|Ġis|Ġvery|Ġcute|.,"[-9.057690620422363, -1.8193193674087524, -7.065826416015625, -10.676827430725098, -2.21222186088562, -4.862323760986328, -3.262889862060547, -1.8383779525756836, -3.137728452682495, -1.2396454811096191, -8.648841857910156, -3.4212746620178223, -0.5653079152107239, -1.0491853952407837, -0.9063187837600708, -3.8201904296875, -2.1858081817626953, -1.4263355731964111, -3.3054027557373047, -4.630185604095459, -1.650862693786621]",15,4.062893911095094e-08,doubt_know_sref
1_dog_doubt_know_pref,I doubt that John owns a dog but I know that Mark owns a dog. The dogs are very cute.,0,I|Ġdoubt|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġbut|ĠI|Ġknow|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-9.057690620422363, -1.8193193674087524, -7.065826416015625, -10.676827430725098, -2.21222186088562, -4.862323760986328, -3.262889862060547, -1.8383779525756836, -3.137728452682495, -1.2396454811096191, -8.648841857910156, -3.4212746620178223, -0.5653079152107239, -1.0491853952407837, -0.9063187837600708, -3.8201904296875, -3.6881580352783203, -1.291171908378601, -3.014455556869507, -4.656220436096191, -1.6367285251617432]",15,1.3685555663088096e-08,doubt_know_pref
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that Mark owns a dog. It's not a big deal.,-1,I|Ġdoubt|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġbut|ĠI|Ġknow|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-9.057690620422363, -1.8193193674087524, -7.065826416015625, -10.676827430725098, -2.21222186088562, -4.862323760986328, -3.262889862060547, -1.8383779525756836, -3.137728452682495, -1.2396454811096191, -8.648841857910156, -3.4212746620178223, -0.5653079152107239, -1.0491853952407837, -0.9063187837600708, -3.4005279541015625, -0.913045346736908, -2.110677719116211, -2.2286322116851807, -2.620450735092163, -0.21151171624660492, -1.2067219018936157]",15,3.0769626969924013e-06,doubt_know_nonref
1_dog_doubt_doubt_sref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dog is very cute.,0,I|Ġdoubt|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġand|ĠI|Ġdoubt|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|Ġas|Ġwell|.|ĠThe|Ġdog|Ġis|Ġvery|Ġcute|.,"[-9.057690620422363, -1.8193193674087524, -7.065826416015625, -10.676827430725098, -2.21222186088562, -4.862323760986328, -3.1097450256347656, -3.46232271194458, -2.0186800956726074, -0.38140150904655457, -8.109302520751953, -1.4201127290725708, -0.16842301189899445, -0.6121286749839783, -4.6332621574401855, -0.40493878722190857, -0.8459292054176331, -3.5168604850769043, -3.266657829284668, -1.648208737373352, -3.78246808052063, -4.551978588104248, -2.070321559906006]",17,6.598026285654419e-09,doubt_doubt_sref
1_dog_doubt_doubt_pref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dogs are very cute.,0,I|Ġdoubt|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġand|ĠI|Ġdoubt|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|Ġas|Ġwell|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-9.057690620422363, -1.8193193674087524, -7.065826416015625, -10.676827430725098, -2.21222186088562, -4.862323760986328, -3.1097450256347656, -3.46232271194458, -2.0186800956726074, -0.38140150904655457, -8.109302520751953, -1.4201127290725708, -0.16842301189899445, -0.6121286749839783, -4.6332621574401855, -0.40493878722190857, -0.8459292054176331, -3.5168604850769043, -4.5789289474487305, -1.3798273801803589, -3.536637544631958, -4.67247200012207, -1.9911515712738037]",17,2.8501964114739406e-09,doubt_doubt_pref
1_dog_doubt_doubt_nonref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. It's not a big deal.,-1,I|Ġdoubt|Ġthat|ĠJohn|Ġowns|Ġa|Ġdog|Ġand|ĠI|Ġdoubt|Ġthat|ĠMark|Ġowns|Ġa|Ġdog|Ġas|Ġwell|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-9.057690620422363, -1.8193193674087524, -7.065826416015625, -10.676827430725098, -2.21222186088562, -4.862323760986328, -3.1097450256347656, -3.46232271194458, -2.0186800956726074, -0.38140150904655457, -8.109302520751953, -1.4201127290725708, -0.16842301189899445, -0.6121286749839783, -4.6332621574401855, -0.40493878722190857, -0.8459270596504211, -3.3690595626831055, -0.9098074436187744, -2.2684197425842285, -2.5827159881591797, -2.8893330097198486, -0.4582277834415436, -1.3831897974014282]",17,9.557654228345087e-07,doubt_doubt_nonref
1_dog_managed_failed_sref,John managed to adopt a dog but Mark failed to adopt a dog. The dog is very cute.,1,John|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|Ġbut|ĠMark|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|.|ĠThe|Ġdog|Ġis|Ġvery|Ġcute|.,"[-10.567709922790527, -0.22520726919174194, -9.802268981933594, -1.3903425931930542, -4.425590515136719, -4.938272953033447, -10.81480884552002, -6.281559467315674, -0.36587902903556824, -1.8967845439910889, -1.3695201873779297, -1.367793321609497, -0.9761659502983093, -3.2418155670166016, -2.103684425354004, -3.165693759918213, -5.141332626342773, -4.68629264831543, -2.0059573650360107]",13,1.460077395546297e-09,managed_failed_sref
1_dog_managed_failed_pref,John managed to adopt a dog but Mark failed to adopt a dog. The dogs are very cute.,0,John|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|Ġbut|ĠMark|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-10.567709922790527, -0.22520726919174194, -9.802268981933594, -1.3903425931930542, -4.425590515136719, -4.938272953033447, -10.81480884552002, -6.281559467315674, -0.36587902903556824, -1.8967845439910889, -1.3695201873779297, -1.367793321609497, -0.9761659502983093, -3.2418155670166016, -4.094529151916504, -2.9504356384277344, -4.223894119262695, -4.565665245056152, -1.9783004522323608]",13,7.179363686109941e-10,managed_failed_pref
1_dog_managed_failed_nonref,John managed to adopt a dog but Mark failed to adopt a dog. It's not a big deal.,-1,John|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|Ġbut|ĠMark|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-10.567709922790527, -0.22520726919174194, -9.802268981933594, -1.3903425931930542, -4.425590515136719, -4.938272953033447, -10.81480884552002, -6.281559467315674, -0.36587902903556824, -1.8967845439910889, -1.3695201873779297, -1.367793321609497, -0.9761659502983093, -4.045892715454102, -2.167520046234131, -2.1319189071655273, -2.504500389099121, -2.5192885398864746, -0.2550121247768402, -1.569822072982788]",13,2.5197025412240094e-07,managed_failed_nonref
1_dog_managed_managed_sref,John managed to adopt a dog and Mark managed to adopt a different dog. The dog is very cute.,0,John|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|Ġand|ĠMark|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdifferent|Ġdog|.|ĠThe|Ġdog|Ġis|Ġvery|Ġcute|.,"[-10.567709922790527, -0.22520726919174194, -9.802268981933594, -1.3903425931930542, -4.425590515136719, -2.7128777503967285, -12.568201065063477, -6.219965934753418, -0.048997409641742706, -1.8532720804214478, -0.49058547616004944, -7.6632585525512695, -0.7922731637954712, -0.6533740162849426, -3.1867270469665527, -2.4953479766845703, -2.5319252014160156, -4.248016357421875, -3.924697160720825, -1.968940019607544]",14,1.0671878179343171e-08,managed_managed_sref
1_dog_managed_managed_pref,John managed to adopt a dog and Mark managed to adopt a different dog. The dogs are very cute.,1,John|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|Ġand|ĠMark|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdifferent|Ġdog|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-10.567709922790527, -0.22520726919174194, -9.802268981933594, -1.3903425931930542, -4.425590515136719, -2.7128777503967285, -12.568201065063477, -6.219965934753418, -0.048997409641742706, -1.8532720804214478, -0.49058547616004944, -7.6632585525512695, -0.7922731637954712, -0.6533740162849426, -3.1867270469665527, -3.6029834747314453, -2.1960344314575195, -3.3330116271972656, -4.514155387878418, -1.9345595836639404]",14,7.069532017848689e-09,managed_managed_pref
1_dog_managed_managed_nonref,John managed to adopt a dog and Mark managed to adopt a different dog. It's not a big deal.,-1,John|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|Ġand|ĠMark|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdifferent|Ġdog|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-10.567709922790527, -0.22520726919174194, -9.802268981933594, -1.3903425931930542, -4.425590515136719, -2.7128777503967285, -12.568201065063477, -6.219965934753418, -0.048997409641742706, -1.8532720804214478, -0.49058547616004944, -7.6632585525512695, -0.7922731637954712, -0.6533740162849426, -3.5767874717712402, -1.5728697776794434, -2.2921767234802246, -2.2930986881256104, -2.4788219928741455, -0.15047577023506165, -1.430923342704773]",14,1.020565403722215e-06,managed_managed_nonref
1_dog_failed_managed_sref,John failed to adopt a dog but Mark managed to adopt a dog. The dog is very cute.,1,John|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġbut|ĠMark|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|.|ĠThe|Ġdog|Ġis|Ġvery|Ġcute|.,"[-9.950728416442871, -0.3941333293914795, -7.963252067565918, -1.8008532524108887, -6.055724620819092, -4.743126392364502, -10.788511276245117, -6.667232513427734, -0.07276971638202667, -3.016390085220337, -1.0332841873168945, -1.8464508056640625, -1.5192975997924805, -3.121021270751953, -1.7156107425689697, -2.453446865081787, -4.779242992401123, -4.121068000793457, -1.7797415256500244]",13,1.5691739693091375e-08,failed_managed_sref
1_dog_failed_managed_pref,John failed to adopt a dog but Mark managed to adopt a dog. The dogs are very cute.,0,John|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġbut|ĠMark|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-9.950728416442871, -0.3941333293914795, -7.963252067565918, -1.8008532524108887, -6.055724620819092, -4.743126392364502, -10.788511276245117, -6.667232513427734, -0.07276971638202667, -3.016390085220337, -1.0332841873168945, -1.8464508056640625, -1.5192975997924805, -3.121021270751953, -3.7468912601470947, -2.323903799057007, -3.8800370693206787, -4.100860595703125, -1.8091530799865723]",13,5.705318226164229e-09,failed_managed_pref
1_dog_failed_managed_nonref,John failed to adopt a dog but Mark managed to adopt a dog. It's not a big deal.,-1,John|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġbut|ĠMark|Ġmanaged|Ġto|Ġadopt|Ġa|Ġdog|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-9.950728416442871, -0.3941333293914795, -7.963252067565918, -1.8008532524108887, -6.055724620819092, -4.743126392364502, -10.788511276245117, -6.667232513427734, -0.07276971638202667, -3.016390085220337, -1.0332841873168945, -1.8464508056640625, -1.5192975997924805, -3.904834747314453, -2.117887020111084, -2.229445219039917, -2.376908302307129, -2.7056167125701904, -0.27112331986427307, -1.5795061588287354]",13,2.5415501011283506e-07,failed_managed_nonref
1_dog_failed_failed_sref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dog is very cute.,0,John|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġand|ĠMark|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġas|Ġwell|.|ĠThe|Ġdog|Ġis|Ġvery|Ġcute|.,"[-9.950728416442871, -0.3941333293914795, -7.963252067565918, -1.8008532524108887, -6.055724620819092, -2.9774022102355957, -11.919525146484375, -4.001529693603516, -0.021104764193296432, -0.9745035171508789, -0.3779296875, -1.604217529296875, -4.667368412017822, -1.9503684043884277, -0.48763972520828247, -3.0528016090393066, -3.114284038543701, -2.723074436187744, -4.739836692810059, -4.78727912902832, -2.0410518646240234]",15,1.3033502525137503e-09,failed_failed_sref
1_dog_failed_failed_pref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dogs are very cute.,0,John|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġand|ĠMark|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġas|Ġwell|.|ĠThe|Ġdogs|Ġare|Ġvery|Ġcute|.,"[-9.950728416442871, -0.3941333293914795, -7.963252067565918, -1.8008532524108887, -6.055724620819092, -2.9774022102355957, -11.919525146484375, -4.001529693603516, -0.021104764193296432, -0.9745035171508789, -0.3779296875, -1.604217529296875, -4.667368412017822, -1.9503684043884277, -0.48763972520828247, -3.0528016090393066, -4.543651103973389, -2.3368358612060547, -4.137788772583008, -4.647547721862793, -2.0466156005859375]",15,9.588939134192344e-10,failed_failed_pref
1_dog_failed_failed_nonref,John failed to adopt a dog and Mark failed to adopt a dog as well. It's not a big deal.,-1,John|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġand|ĠMark|Ġfailed|Ġto|Ġadopt|Ġa|Ġdog|Ġas|Ġwell|.|ĠIt|'s|Ġnot|Ġa|Ġbig|Ġdeal|.,"[-9.950728416442871, -0.3941333293914795, -7.963252067565918, -1.8008532524108887, -6.055724620819092, -2.9774022102355957, -11.919525146484375, -4.001529693603516, -0.021104764193296432, -0.9745035171508789, -0.3779296875, -1.604217529296875, -4.667368412017822, -1.9503684043884277, -0.48763972520828247, -3.8790955543518066, -1.5479620695114136, -2.1216697692871094, -2.4679625034332275, -2.85308575630188, -0.31416967511177063, -1.499666452407837]",15,4.1974780076077635e-07,failed_failed_nonref
