id,sentence,type,pronoun,tokens,log_probs
1_dog_managed,John managed to adopt a dog. It follows him everywhere he goes.,managed,it,John|##managed|##to|##adopt|##a|##dog|.|##It|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-9.888465|-11.446088|-8.531194|-12.563766|-8.909666|-7.243687|-10.909951|-13.945689|-10.5071125|-10.450523|-8.861401|-13.243885|-13.646031|-10.682975|-11.472924
1_dog_managed,John managed to adopt a dog. It's not a big deal.,managed,subj,John|##managed|##to|##adopt|##a|##dog|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.888465|-11.446088|-8.531194|-12.563766|-8.909666|-7.243687|-10.909951|-13.945689|-10.813045|-7.699073|-9.304792|-7.9383144|-12.888974|-11.000827|-11.683224
1_dog_failed,John failed to adopt a dog. It follows him everywhere he goes.,failed,it,John|##failed|##to|##adopt|##a|##dog|.|##It|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-9.888465|-9.997652|-9.641268|-10.900532|-9.12699|-7.1950245|-10.247997|-13.740868|-10.642781|-10.253135|-8.802373|-12.498365|-13.445374|-10.521322|-11.44343
1_dog_failed,John failed to adopt a dog. It's not a big deal.,failed,subj,John|##failed|##to|##adopt|##a|##dog|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.888465|-9.997652|-9.641268|-10.900532|-9.12699|-7.1950245|-10.247997|-13.740868|-10.781784|-7.964243|-9.679413|-9.097719|-13.024793|-10.826704|-11.593039
2_car_affirmative,Lucy has a car and it has a self-driving mode.,affirmative,it,Lu|cy|##has|##a|##car|##and|##it|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-7.4312167|-11.2824135|-8.79928|-8.515518|-10.484421|-7.374866|-10.202214|-9.061263|-9.429346|-10.301479|-10.057796|-14.268972|-7.8664503|-10.720229|-11.69446
2_car_affirmative,Lucy has a car and it's not a big deal.,affirmative,subj,Lu|cy|##has|##a|##car|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.4312167|-11.2824135|-8.79928|-8.515518|-10.484421|-7.374866|-10.202214|-10.677969|-7.7177205|-8.831306|-7.606745|-13.042117|-10.606242|-11.655844
2_car_negated,Lucy doesn't have a car and it has a self-driving mode.,negated,it,Lu|cy|##doesn|'t|##have|##a|##car|##and|##it|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-7.4312167|-11.2824135|-16.100689|-11.154668|-11.481765|-9.557972|-9.226488|-7.4357595|-10.070409|-9.890291|-9.107361|-9.982831|-9.875835|-14.730219|-7.6556845|-10.843245|-11.533905
2_car_negated,Lucy doesn't have a car and it's not a big deal.,negated,subj,Lu|cy|##doesn|'t|##have|##a|##car|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.4312167|-11.2824135|-16.100689|-11.154668|-11.481765|-9.557972|-9.226488|-7.4357595|-10.070409|-11.556083|-7.9311066|-10.220928|-8.972721|-12.959119|-10.954624|-11.515347
2_car_know,I know that Lucy has a car. It has a self-driving mode.,know,it,I|##know|##that|##Lucy|##has|##a|##car|.|##It|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-8.101314|-8.844088|-8.934219|-10.007163|-10.786781|-13.767353|-9.113456|-9.242984|-11.299533|-9.557465|-14.800917|-8.023872|-11.193771|-11.879125
2_car_know,I know that Lucy has a car. It's not a big deal.,know,subj,I|##know|##that|##Lucy|##has|##a|##car|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-8.101314|-8.844088|-8.934219|-10.007163|-10.786781|-13.767353|-11.22452|-7.3042793|-9.008621|-7.5933847|-13.927941|-11.013157|-11.820775
2_car_doubt,I doubt that Lucy has a car. It has a self-driving mode.,doubt,it,I|##doubt|##that|##Lucy|##has|##a|##car|.|##It|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-8.219334|-9.26965|-9.294161|-9.431194|-10.494772|-13.584059|-9.408688|-8.843815|-10.19668|-9.159401|-13.947312|-8.264789|-10.650217|-11.591933
2_car_doubt,I doubt that Lucy has a car. It's not a big deal.,doubt,subj,I|##doubt|##that|##Lucy|##has|##a|##car|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-8.219334|-9.26965|-9.294161|-9.431194|-10.494772|-13.584059|-11.134358|-7.2795963|-10.001318|-8.5877|-13.578088|-10.944233|-11.635023
2_car_modal,Lucy wants to have a car and it has a self-driving mode.,modal,it,Lu|cy|##wants|##to|##have|##a|##car|##and|##it|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-7.4312167|-11.2824135|-12.308107|-8.65793|-10.9498005|-8.730234|-9.050987|-6.9797363|-9.338186|-9.766226|-9.008471|-9.961765|-9.985573|-14.225684|-7.6954594|-10.565306|-11.650408
2_car_modal,Lucy wants to have a car and it's not a big deal.,modal,subj,Lu|cy|##wants|##to|##have|##a|##car|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.4312167|-11.2824135|-12.308107|-8.65793|-10.9498005|-8.730234|-9.050987|-6.9797363|-9.338186|-10.684343|-7.3601604|-9.501602|-8.26684|-12.194847|-10.789328|-11.608632
2_car_managed,Lucy managed to rent a car. It has a self-driving mode.,managed,it,Lu|cy|##managed|##to|##rent|##a|##car|.|##It|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-7.4312167|-11.2824135|-13.204408|-8.612022|-8.933314|-8.957977|-9.863525|-11.092305|-14.7018795|-9.811915|-9.1267185|-11.460132|-10.372026|-14.509321|-8.748228|-10.951717|-11.741903
2_car_managed,Lucy managed to rent a car. It's not a big deal.,managed,subj,Lu|cy|##managed|##to|##rent|##a|##car|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.4312167|-11.2824135|-13.204408|-8.612022|-8.933314|-8.957977|-9.863525|-11.092305|-14.7018795|-11.248932|-7.341503|-9.532728|-8.669174|-13.195075|-11.178136|-11.72224
2_car_failed,Lucy failed to rent a car. It has a self-driving mode.,failed,it,Lu|cy|##failed|##to|##rent|##a|##car|.|##It|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-7.4312167|-11.2824135|-11.077251|-9.51618|-9.049562|-9.737929|-9.633985|-10.922871|-14.310806|-9.970322|-8.915297|-10.6093|-10.358061|-13.770538|-8.492718|-10.584746|-11.437065
2_car_failed,Lucy failed to rent a car. It's not a big deal.,failed,subj,Lu|cy|##failed|##to|##rent|##a|##car|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.4312167|-11.2824135|-11.077251|-9.51618|-9.049562|-9.737929|-9.633985|-10.922871|-14.310806|-11.125113|-7.899892|-10.028211|-9.029783|-13.16671|-11.168842|-11.622922
3_bear_affirmative,Carol saw a bear at the zoo and it was taller than she expected.,affirmative,it,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##and|##it|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.7605376|-9.200687|-8.9269085|-9.169079|-7.354168|-9.519058|-9.230579|-12.335188|-11.081105|-9.064178|-14.680016|-10.26955|-11.644686
3_bear_affirmative,Carol saw a bear at the zoo and it's not a big deal.,affirmative,subj,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.2591357|-10.715981|-12.3295765|-9.705107|-6.7605376|-9.200687|-8.9269085|-9.169079|-7.354168|-9.519058|-9.390399|-7.33367|-9.352722|-5.6059875|-12.63281|-10.374956|-11.423333
3_bear_negated,Carol didn't see a bear at the zoo and it was taller than she expected.,negated,it,Car|ol|##didn|'t|##see|##a|##bear|##at|##the|##zoo|##and|##it|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-15.279516|-11.415101|-11.522033|-10.782517|-8.079846|-9.828915|-9.089457|-10.37468|-7.646926|-9.96158|-9.510249|-12.341238|-10.647532|-9.076161|-13.929975|-10.569738|-11.510149
3_bear_negated,Carol didn't see a bear at the zoo and it's not a big deal.,negated,subj,Car|ol|##didn|'t|##see|##a|##bear|##at|##the|##zoo|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.2591357|-10.715981|-15.279516|-11.415101|-11.522033|-10.782517|-8.079846|-9.828915|-9.089457|-10.37468|-7.646926|-9.96158|-10.972419|-7.8438473|-9.928318|-6.9801736|-13.423456|-10.447302|-11.349726
3_bear_know,I know that Carol saw a bear at the zoo. It was taller than she expected.,know,it,I|##know|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|.|##It|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-9.771436|-12.733031|-9.597344|-6.3103256|-8.890736|-8.832968|-11.513004|-10.641233|-14.099307|-9.392842|-13.002256|-10.922238|-10.147959|-15.3270035|-11.044524|-11.724854
3_bear_know,I know that Carol saw a bear at the zoo. It's not a big deal.,know,subj,I|##know|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-9.771436|-12.733031|-9.597344|-6.3103256|-8.890736|-8.832968|-11.513004|-10.641233|-14.099307|-11.047658|-7.174317|-9.670208|-6.307513|-13.619153|-10.851206|-11.575019
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It was taller than she expected.,doubt,it,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|.|##It|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.4649706|-9.365267|-8.971442|-11.664456|-10.311871|-13.949511|-9.47481|-12.045536|-10.5351|-9.861881|-14.58884|-11.140848|-11.638958
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It's not a big deal.,doubt,subj,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-9.568748|-13.317483|-9.976578|-7.4649706|-9.365267|-8.971442|-11.664456|-10.311871|-13.949511|-11.319535|-7.9639072|-10.2436695|-6.752569|-13.751416|-10.627775|-11.5031395
3_bear_modal,Carol wants to see a bear at the zoo and it was taller than she expected.,modal,it,Car|ol|##wants|##to|##see|##a|##bear|##at|##the|##zoo|##and|##it|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-12.641789|-8.730693|-10.952186|-8.946667|-7.6369123|-8.964891|-9.161947|-11.419868|-7.1876135|-9.148499|-9.680498|-11.94642|-10.3869295|-8.785711|-14.332415|-9.89468|-11.598132
3_bear_modal,Carol wants to see a bear at the zoo and it's not a big deal.,modal,subj,Car|ol|##wants|##to|##see|##a|##bear|##at|##the|##zoo|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.2591357|-10.715981|-12.641789|-8.730693|-10.952186|-8.946667|-7.6369123|-8.964891|-9.161947|-11.419868|-7.1876135|-9.148499|-10.255851|-7.792514|-9.177961|-5.4943905|-12.664457|-10.053926|-11.559399
3_bear_managed,Carol managed to see a bear at the zoo. It was taller than she expected.,managed,it,Car|ol|##managed|##to|##see|##a|##bear|##at|##the|##zoo|.|##It|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.471653|-8.300742|-8.603315|-9.593943|-10.320959|-13.922226|-9.08761|-12.9268465|-11.107277|-9.951639|-14.975602|-10.8884325|-11.695106
3_bear_managed,Carol managed to see a bear at the zoo. It's not a big deal.,managed,subj,Car|ol|##managed|##to|##see|##a|##bear|##at|##the|##zoo|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.2591357|-10.715981|-13.610419|-8.572311|-11.064186|-10.204094|-6.471653|-8.300742|-8.603315|-9.593943|-10.320959|-13.922226|-10.276613|-7.5276165|-9.520759|-6.6040416|-13.136891|-10.394887|-11.448916
3_bear_failed,Carol failed to see a bear at the zoo. It was taller than she expected.,failed,it,Car|ol|##failed|##to|##see|##a|##bear|##at|##the|##zoo|.|##It|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-7.2591357|-10.715981|-10.848519|-9.719873|-11.135305|-10.622499|-7.057646|-9.002968|-8.833882|-9.246958|-10.1953|-13.896266|-8.899975|-12.679437|-10.824445|-9.653809|-14.704808|-10.8027315|-11.578395
3_bear_failed,Carol failed to see a bear at the zoo. It's not a big deal.,failed,subj,Car|ol|##failed|##to|##see|##a|##bear|##at|##the|##zoo|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-7.2591357|-10.715981|-10.848519|-9.719873|-11.135305|-10.622499|-7.057646|-9.002968|-8.833882|-9.246958|-10.1953|-13.896266|-10.681104|-7.8894343|-9.833746|-7.194621|-13.587322|-10.467779|-11.401638
4_book_affirmative,Susan published a book and it is a real page-turner.,affirmative,it,Susan|##published|##a|##book|##and|##it|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-13.887775|-10.103584|-9.078136|-9.599018|-7.3801236|-10.046221|-8.975979|-9.137831|-7.7054887|-11.844951|-14.660422|-19.55407|-13.634978|-10.365125|-11.423695
4_book_affirmative,Susan published a book and it's not a big deal.,affirmative,subj,Susan|##published|##a|##book|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-13.887775|-10.103584|-9.078136|-9.599018|-7.3801236|-10.046221|-10.655918|-7.3915405|-9.0093975|-7.4981976|-12.444479|-10.617975|-11.532491
4_book_negated,Susan didn't publish a book and it is a real page-turner.,negated,it,Susan|##didn|'t|##publish|##a|##book|##and|##it|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-13.887775|-14.098407|-11.76476|-13.955581|-10.200769|-9.629206|-7.84807|-10.394711|-9.255362|-9.041321|-8.215025|-10.060584|-14.188956|-19.572203|-13.259655|-10.349269|-11.382204
4_book_negated,Susan didn't publish a book and it's not a big deal.,negated,subj,Susan|##didn|'t|##publish|##a|##book|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-13.887775|-14.098407|-11.76476|-13.955581|-10.200769|-9.629206|-7.84807|-10.394711|-10.736809|-7.5188303|-9.117252|-8.340068|-12.597117|-10.723865|-11.483632
4_book_know,I know that Susan published a book. It is a real page-turner.,know,it,I|##know|##that|##Susan|##published|##a|##book|.|##It|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-6.592804|-10.408434|-9.518698|-9.911673|-10.803351|-13.384173|-9.346144|-9.277579|-8.202085|-11.138459|-15.605946|-19.221197|-14.145953|-10.420616|-11.605359
4_book_know,I know that Susan published a book. It's not a big deal.,know,subj,I|##know|##that|##Susan|##published|##a|##book|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-6.592804|-10.408434|-9.518698|-9.911673|-10.803351|-13.384173|-11.445312|-7.2394958|-9.02551|-8.190945|-13.179736|-10.8804|-11.754297
4_book_doubt,I doubt that Susan published a book. It is a real page-turner.,doubt,it,I|##doubt|##that|##Susan|##published|##a|##book|.|##It|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.0894217|-10.434805|-9.564261|-9.563359|-10.455576|-13.84934|-9.268837|-8.835728|-8.309738|-8.051922|-12.873472|-19.415401|-13.457569|-9.537615|-11.393295
4_book_doubt,I doubt that Susan published a book. It's not a big deal.,doubt,subj,I|##doubt|##that|##Susan|##published|##a|##book|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.0894217|-10.434805|-9.564261|-9.563359|-10.455576|-13.84934|-10.98908|-7.6583624|-9.491661|-8.818779|-13.421844|-10.606333|-11.603951
4_book_modal,Susan wants to publish a book and it is a real page-turner.,modal,it,Susan|##wants|##to|##publish|##a|##book|##and|##it|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-13.887775|-11.701578|-8.778533|-12.513055|-9.484819|-9.82485|-7.4329433|-9.582423|-9.152011|-8.845137|-8.067247|-11.481157|-14.451229|-19.417118|-13.172597|-10.71863|-11.483603
4_book_modal,Susan wants to publish a book and it's not a big deal.,modal,subj,Susan|##wants|##to|##publish|##a|##book|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-13.887775|-11.701578|-8.778533|-12.513055|-9.484819|-9.82485|-7.4329433|-9.582423|-10.742063|-7.7013626|-8.985918|-7.5071416|-11.345802|-10.792223|-11.633695
4_book_managed,Susan managed to write a book. It is a real page-turner.,managed,it,Susan|##managed|##to|##write|##a|##book|.|##It|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-13.887775|-12.040857|-8.737371|-12.454933|-8.676508|-8.298075|-11.047247|-12.8063965|-9.143766|-9.222577|-8.234691|-11.603821|-15.169261|-19.547441|-13.878537|-10.150272|-11.592659
4_book_managed,Susan managed to write a book. It's not a big deal.,managed,subj,Susan|##managed|##to|##write|##a|##book|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-13.887775|-12.040857|-8.737371|-12.454933|-8.676508|-8.298075|-11.047247|-12.8063965|-11.156631|-7.606701|-9.347916|-8.328968|-13.001735|-11.207868|-11.746075
4_book_failed,Susan failed to write a book. It is a real page-turner.,failed,it,Susan|##failed|##to|##write|##a|##book|.|##It|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-13.887775|-12.042861|-9.695147|-12.47872|-9.086654|-7.845605|-10.557018|-13.602702|-9.171715|-9.188355|-8.697772|-9.005518|-11.990998|-19.342749|-13.638223|-9.767792|-11.401773
4_book_failed,Susan failed to write a book. It's not a big deal.,failed,subj,Susan|##failed|##to|##write|##a|##book|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-13.887775|-12.042861|-9.695147|-12.47872|-9.086654|-7.845605|-10.557018|-13.602702|-11.047686|-7.8085585|-9.752224|-8.885159|-12.932046|-11.070343|-11.657771
5_shirt_affirmative,Mary found a shirt at the store and it looks amazing on her.,affirmative,it,Mary|##found|##a|##shirt|##at|##the|##store|##and|##it|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-10.264533|-8.911985|-8.788918|-9.489106|-8.7801075|-8.592146|-7.5530677|-10.286016|-12.30409|-12.227941|-10.084887|-10.591341|-10.250321|-11.50206
5_shirt_affirmative,Mary found a shirt at the store and it's not a big deal.,affirmative,subj,Mary|##found|##a|##shirt|##at|##the|##store|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.149288|-10.264533|-8.911985|-8.788918|-9.489106|-8.7801075|-8.592146|-7.5530677|-10.286016|-10.077146|-7.525152|-8.58859|-8.032783|-12.112057|-10.639882|-11.513472
5_shirt_negated,Mary didn't find a shirt at the store and it looks amazing on her.,negated,it,Mary|##didn|'t|##find|##a|##shirt|##at|##the|##store|##and|##it|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-8.1198635|-11.509221|-13.128144|-9.989555|-8.097681|-9.162775|-8.745111|-8.717485|-7.8019867|-10.172955|-12.201774|-12.716401|-9.840103|-10.890353|-9.916593|-11.371544
5_shirt_negated,Mary didn't find a shirt at the store and it's not a big deal.,negated,subj,Mary|##didn|'t|##find|##a|##shirt|##at|##the|##store|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.149288|-8.1198635|-11.509221|-13.128144|-9.989555|-8.097681|-9.162775|-8.745111|-8.717485|-7.8019867|-10.172955|-10.836537|-7.6684513|-9.222366|-8.924789|-12.091354|-10.379524|-11.352044
5_shirt_know,I know that Mary found a shirt at the store. It looks amazing on her.,know,it,I|##know|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-6.7067833|-11.695986|-8.969615|-9.090364|-9.066118|-8.655333|-9.018036|-10.283619|-13.686068|-12.404469|-13.264013|-10.681056|-11.084787|-10.489872|-11.671371
5_shirt_know,I know that Mary found a shirt at the store. It's not a big deal.,know,subj,I|##know|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-6.7067833|-11.695986|-8.969615|-9.090364|-9.066118|-8.655333|-9.018036|-10.283619|-13.686068|-10.913504|-7.4832983|-8.883125|-8.633591|-12.97572|-10.56036|-11.730623
5_shirt_doubt,I doubt that Mary found a shirt at the store. It looks amazing on her.,doubt,it,I|##doubt|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.9737787|-11.606383|-9.207593|-8.691978|-9.075474|-8.7184305|-8.852472|-10.147507|-13.746795|-12.922653|-12.385053|-9.353552|-10.660841|-10.073344|-11.464085
5_shirt_doubt,I doubt that Mary found a shirt at the store. It's not a big deal.,doubt,subj,I|##doubt|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.9737787|-11.606383|-9.207593|-8.691978|-9.075474|-8.7184305|-8.852472|-10.147507|-13.746795|-11.17481|-8.240969|-9.476797|-8.185984|-12.81873|-10.4364805|-11.550913
5_shirt_modal,Mary wants to find a shirt at the store and it looks amazing on her.,modal,it,Mary|##wants|##to|##find|##a|##shirt|##at|##the|##store|##and|##it|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-10.814305|-8.577595|-11.813385|-8.833443|-8.910819|-8.828102|-8.518561|-8.717755|-7.275815|-9.540482|-12.214737|-12.904794|-10.391546|-10.059721|-10.387695|-11.530929
5_shirt_modal,Mary wants to find a shirt at the store and it's not a big deal.,modal,subj,Mary|##wants|##to|##find|##a|##shirt|##at|##the|##store|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.149288|-10.814305|-8.577595|-11.813385|-8.833443|-8.910819|-8.828102|-8.518561|-8.717755|-7.275815|-9.540482|-10.246153|-7.9614086|-8.515869|-7.2425337|-11.885643|-10.567185|-11.54483
5_shirt_managed,Mary managed to find a shirt at the store. It looks amazing on her.,managed,it,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-10.941089|-8.623674|-11.784942|-9.032506|-8.906398|-9.120686|-8.495322|-8.576475|-10.841962|-14.465242|-12.311832|-13.3788805|-10.811459|-10.29811|-10.57693|-11.667395
5_shirt_managed,Mary managed to find a shirt at the store. It's not a big deal.,managed,subj,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.149288|-10.941089|-8.623674|-11.784942|-9.032506|-8.906398|-9.120686|-8.495322|-8.576475|-10.841962|-14.465242|-11.038022|-7.7324133|-9.092354|-8.208281|-12.737142|-10.908914|-11.764842
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.149288|-11.419283|-9.6763|-12.029122|-9.66104|-8.237778|-8.940567|-8.539081|-8.278631|-10.580595|-14.208058|-12.911447|-12.41302|-9.677506|-10.555471|-9.950117|-11.316623
5_shirt_failed,Mary failed to find a shirt at the store. It's not a big deal.,failed,subj,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.149288|-11.419283|-9.6763|-12.029122|-9.66104|-8.237778|-8.940567|-8.539081|-8.278631|-10.580595|-14.208058|-10.942766|-8.043377|-9.620913|-9.1694565|-12.698683|-11.027927|-11.470388
