id,sentence,type,expected,order,tokens,log_probs,continuation_log_prob,critical_token_idx
1_dog_know_doubt_ref,I know that John owns a dog but I doubt that he owns a cat. His cat follows him everywhere he goes.,know_doubt,0,1,I| know| that| John| owns| a| dog| but| I| doubt| that| he| owns| a| cat|.| His| cat| follows| him| everywhere| he| goes|.,-4.262049|-2.3925614|-7.7179456|-8.208545|-1.0021738|-5.438881|-3.6384869|-0.65160745|-5.832843|-0.7811583|-0.63651305|-2.063907|-0.4560907|-1.1626056|-0.64673334|-7.39428|-3.4839997|-7.9486055|-0.38369843|-1.0828397|-2.0325565|-0.009300993|-0.5205336,-22.335280823,15
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that he owns a cat. The cat that he liked had been adopted by someone else.,know_doubt,1,1,I| know| that| John| owns| a| dog| but| I| doubt| that| he| owns| a| cat|.| The| cat| that| he| liked| had| been| adopted| by| someone| else|.,-4.262112|-2.3891847|-7.72425|-8.200372|-1.0015742|-5.4442315|-3.6373527|-0.6533156|-5.8405967|-0.77634263|-0.63485223|-2.0505424|-0.45185092|-1.1540278|-0.643034|-4.895096|-2.6147914|-3.7274137|-2.1160915|-10.11844|-3.3683934|-2.1713433|-2.3971272|-0.5753354|-1.0666137|-0.03844937|-0.37991855,-33.08909497,15
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that he owns a cat. The dog that he liked had been adopted by someone else.,know_doubt,0,1,I| know| that| John| owns| a| dog| but| I| doubt| that| he| owns| a| cat|.| The| dog| that| he| liked| had| been| adopted| by| someone| else|.,-4.2614527|-2.3930783|-7.725503|-8.195841|-1.0002767|-5.443288|-3.635538|-0.6512973|-5.8400674|-0.7776684|-0.63514376|-2.0290377|-0.45009944|-1.1423539|-0.6450549|-4.888414|-2.473898|-3.0138302|-2.2496173|-12.429795|-3.6101744|-2.3042777|-3.861415|-0.48811737|-1.0190517|-0.035662793|-0.40555224,-36.374253462999995,15
1_dog_know_doubt_ref,I know that John owns a cat but I doubt that he owns a dog. His cat follows him everywhere he goes.,know_doubt,1,2,I| know| that| John| owns| a| cat| but| I| doubt| that| he| owns| a| dog|.| His| cat| follows| him| everywhere| he| goes|.,-4.2621136|-2.389189|-7.7242513|-8.200372|-1.0015719|-6.777655|-3.8335013|-0.7499506|-5.6174445|-0.73241657|-0.6949615|-1.4807172|-0.47293082|-0.98717844|-0.74546045|-7.3584566|-1.9356858|-6.638722|-0.09113139|-1.1142783|-2.2009335|-0.0062240358|-0.5235064,-19.3454316258,15
1_dog_know_doubt_ref,I know that John owns a cat but I doubt that he owns a dog. His dog follows him everywhere he goes.,know_doubt,0,2,I| know| that| John| owns| a| cat| but| I| doubt| that| he| owns| a| dog|.| His| dog| follows| him| everywhere| he| goes|.,-4.2614546|-2.3930748|-7.725501|-8.195843|-1.0002767|-6.7647433|-3.8324258|-0.751797|-5.6217184|-0.7356771|-0.68652165|-1.4912387|-0.47386384|-0.9856203|-0.74958944|-7.347567|-3.7780087|-8.438459|-0.31517172|-1.0627502|-2.246354|-0.009591012|-0.4735182,-23.197901632,15
1_dog_know_doubt_nonref,I know that John owns a cat but I doubt that he owns a dog. The dog that he liked had been adopted by someone else.,know_doubt,1,2,I| know| that| John| owns| a| cat| but| I| doubt| that| he| owns| a| dog|.| The| dog| that| he| liked| had| been| adopted| by| someone| else|.,-4.262049|-2.3925614|-7.7179456|-8.208545|-1.0021743|-6.768464|-3.8304791|-0.74663895|-5.628139|-0.7301124|-0.6912327|-1.486725|-0.4761985|-1.0017017|-0.7454572|-4.851547|-2.8709142|-3.1348534|-2.1119194|-10.051791|-3.4924011|-2.034349|-2.9581482|-0.5256577|-1.0456792|-0.031384766|-0.3520312,-33.108644966,15
1_dog_know_doubt_nonref,I know that John owns a cat but I doubt that he owns a dog. The cat that he liked had been adopted by someone else.,know_doubt,0,2,I| know| that| John| owns| a| cat| but| I| doubt| that| he| owns| a| dog|.| The| cat| that| he| liked| had| been| adopted| by| someone| else|.,-4.2626925|-2.3908381|-7.724691|-8.215099|-1.0015708|-6.771761|-3.8286793|-0.7513365|-5.611572|-0.7349822|-0.6955765|-1.4852585|-0.4731083|-1.0047336|-0.7478536|-4.8331676|-2.0360584|-3.3756495|-2.269203|-12.757814|-3.424723|-2.3698418|-3.527135|-0.46804857|-1.1043353|-0.047119252|-0.43627283,-36.213095422,15
1_dog_doubt_know_ref,I doubt that John owns a dog but I know that he owns a cat. His cat follows him everywhere he goes.,doubt_know,1,1,I| doubt| that| John| owns| a| dog| but| I| know| that| he| owns| a| cat|.| His| cat| follows| him| everywhere| he| goes|.,-8.072626|-1.9209077|-7.7475386|-9.348256|-0.9632481|-5.109977|-4.285897|-1.5762677|-3.20551|-0.9991074|-0.8056696|-2.971854|-0.43182564|-1.0643575|-0.83764285|-6.9618034|-0.48409718|-6.2271824|-0.13959008|-1.2041078|-2.112952|-0.0069614826|-0.4382108,-17.136694342600002,15
1_dog_doubt_know_ref,I doubt that John owns a dog but I know that he owns a cat. His dog follows him everywhere he goes.,doubt_know,0,1,I| doubt| that| John| owns| a| dog| but| I| know| that| he| owns| a| cat|.| His| dog| follows| him| everywhere| he| goes|.,-8.072716|-1.9201941|-7.7560396|-9.350591|-0.9646234|-5.113033|-4.266086|-1.576408|-3.2059352|-0.9981132|-0.8087537|-2.967533|-0.43267816|-1.0679524|-0.83703685|-6.98208|-4.6787295|-6.4141307|-0.32405406|-1.1496911|-2.2798026|-0.009655829|-0.41977274,-21.838143789,15
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that he owns a cat. The dog that he liked had been adopted by someone else.,doubt_know,1,1,I| doubt| that| John| owns| a| dog| but| I| know| that| he| owns| a| cat|.| The| dog| that| he| liked| had| been| adopted| by| someone| else|.,-8.07201|-1.9216126|-7.753258|-9.3552475|-0.9640831|-5.107143|-4.2902174|-1.5856432|-3.2109044|-0.99979687|-0.8063804|-2.967444|-0.43149027|-1.0600308|-0.8360929|-5.105059|-2.5455213|-3.2483997|-2.161486|-9.60497|-3.5039673|-2.2763948|-3.6034582|-0.43791005|-1.2237791|-0.030714843|-0.3370195,-33.741660292999995,15
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that he owns a cat. The cat that he liked had been adopted by someone else.,doubt_know,0,1,I| doubt| that| John| owns| a| dog| but| I| know| that| he| owns| a| cat|.| The| cat| that| he| liked| had| been| adopted| by| someone| else|.,-8.072355|-1.9222466|-7.742396|-9.357928|-0.9645589|-5.1072454|-4.285093|-1.5777653|-3.2113159|-1.0069504|-0.8089023|-2.9712293|-0.4294464|-1.0629145|-0.83726895|-5.094327|-1.3038108|-4.8044615|-1.3963903|-13.390783|-3.684032|-2.6384084|-3.966432|-0.5947456|-1.4643768|-0.0951268|-0.54125506,-38.43289420000001,15
1_dog_doubt_know_ref,I doubt that John owns a cat but I know that he owns a dog. His dog follows him everywhere he goes.,doubt_know,1,2,I| doubt| that| John| owns| a| cat| but| I| know| that| he| owns| a| dog|.| His| dog| follows| him| everywhere| he| goes|.,-8.071886|-1.9193993|-7.739211|-9.359343|-0.96434754|-5.535105|-4.4885306|-1.5632355|-3.1831064|-0.9787815|-0.8150452|-2.7818005|-0.42155242|-1.0184413|-0.8643452|-6.8562036|-0.3574078|-6.162966|-0.15171742|-0.9563971|-2.2227566|-0.007095459|-0.38834378,-16.714543979,15
1_dog_doubt_know_ref,I doubt that John owns a cat but I know that he owns a dog. His cat follows him everywhere he goes.,doubt_know,0,2,I| doubt| that| John| owns| a| cat| but| I| know| that| he| owns| a| dog|.| His| cat| follows| him| everywhere| he| goes|.,-8.072355|-1.9222466|-7.742394|-9.35793|-0.9645565|-5.5076365|-4.4825535|-1.5548242|-3.184412|-0.98462653|-0.8160087|-2.7719717|-0.41982836|-1.0360028|-0.8598334|-6.853728|-3.7133436|-6.5472636|-0.43038833|-1.1563258|-2.2691414|-0.009423369|-0.4765544,-20.979614099,15
1_dog_doubt_know_nonref,I doubt that John owns a cat but I know that he owns a dog. The cat that he liked had been adopted by someone else.,doubt_know,1,2,I| doubt| that| John| owns| a| cat| but| I| know| that| he| owns| a| dog|.| The| cat| that| he| liked| had| been| adopted| by| someone| else|.,-8.072716|-1.9201941|-7.7560396|-9.350591|-0.9646234|-5.503161|-4.48975|-1.561593|-3.1837578|-0.9781429|-0.81366193|-2.7681632|-0.41916347|-1.0383786|-0.86040217|-4.967591|-2.4004369|-3.3535948|-2.1514864|-8.878936|-3.3439298|-2.5068052|-3.1305263|-0.36831376|-1.1964221|-0.041396767|-0.35272655,-32.339439027,15
1_dog_doubt_know_nonref,I doubt that John owns a cat but I know that he owns a dog. The dog that he liked had been adopted by someone else.,doubt_know,0,2,I| doubt| that| John| owns| a| cat| but| I| know| that| he| owns| a| dog|.| The| dog| that| he| liked| had| been| adopted| by| someone| else|.,-8.07182|-1.9218335|-7.753473|-9.35025|-0.9629274|-5.5105596|-4.4808173|-1.5525857|-3.1806977|-0.9815006|-0.815453|-2.778853|-0.42111647|-1.0333685|-0.86192536|-4.982942|-1.2000972|-4.6852016|-1.3410362|-13.223114|-3.859374|-2.4489965|-4.132116|-0.48332402|-1.3366988|-0.07094388|-0.5188237,-37.7638442,15
1_dog_affirmative_modal_ref,John owns a dog but he wants to own a cat. His dog follows him everywhere he goes.,affirmative_modal,1,1,John| owns| a| dog| but| he| wants| to| own| a| cat|.| His| dog| follows| him| everywhere| he| goes|.,-12.050948|-1.2370327|-5.750761|-4.921734|-1.5206689|-5.0464644|-0.6380674|-2.1191425|-0.3469646|-0.45930326|-0.7805502|-4.24594|-1.1535317|-5.6744046|-0.18253852|-0.9916456|-2.0987363|-0.01697996|-0.50150114,-14.36377668,11
1_dog_affirmative_modal_ref,John owns a dog but he wants to own a cat. His cat follows him everywhere he goes.,affirmative_modal,0,1,John| owns| a| dog| but| he| wants| to| own| a| cat|.| His| cat| follows| him| everywhere| he| goes|.,-12.051339|-1.2396363|-5.7456956|-4.9138613|-1.521435|-5.044762|-0.63846904|-2.2007244|-0.34675476|-0.4596154|-0.78114295|-4.253576|-3.126465|-7.7046876|-0.2545913|-1.1101799|-1.857882|-0.015937027|-0.4724168,-18.323318826999998,11
1_dog_affirmative_modal_nonref,John owns a dog but he wants to own a cat. The cat that he liked had been adopted by someone else.,affirmative_modal,1,1,John| owns| a| dog| but| he| wants| to| own| a| cat|.| The| cat| that| he| liked| had| been| adopted| by| someone| else|.,-12.051345|-1.2383626|-5.7421393|-4.9277186|-1.52369|-5.045943|-0.64006466|-2.2220511|-0.34609854|-0.4617399|-0.7786885|-4.0048094|-1.5015838|-4.1509233|-1.0653914|-7.6013207|-3.9728198|-2.3074389|-2.1865084|-0.9149301|-1.2268423|-0.3030585|-0.45301408,-29.2356266,11
1_dog_affirmative_modal_nonref,John owns a dog but he wants to own a cat. The dog that he liked had been adopted by someone else.,affirmative_modal,0,1,John| owns| a| dog| but| he| wants| to| own| a| cat|.| The| dog| that| he| liked| had| been| adopted| by| someone| else|.,-12.0510845|-1.2395412|-5.7546744|-4.9223065|-1.5348645|-5.0487027|-0.6424119|-2.1908638|-0.3463225|-0.4861997|-0.7764812|-4.0091906|-1.4328|-5.206845|-1.4037642|-11.433138|-3.814943|-2.4724498|-2.8992512|-0.75882536|-1.1119287|-0.1508072|-0.53277296,-34.69394306000001,11
1_dog_affirmative_modal_ref,John owns a cat but he wants to own a dog. His cat follows him everywhere he goes.,affirmative_modal,1,2,John| owns| a| cat| but| he| wants| to| own| a| dog|.| His| cat| follows| him| everywhere| he| goes|.,-12.051212|-1.2373413|-7.1868362|-4.7865477|-1.6241713|-4.6081715|-0.78924996|-1.2923198|-0.2122368|-0.24980448|-0.6763968|-4.419357|-1.2622188|-6.470328|-0.1454466|-1.0462805|-2.0386992|-0.012972962|-0.5287805,-15.395303061999998,11
1_dog_affirmative_modal_ref,John owns a cat but he wants to own a dog. His dog follows him everywhere he goes.,affirmative_modal,0,2,John| owns| a| cat| but| he| wants| to| own| a| dog|.| His| dog| follows| him| everywhere| he| goes|.,-12.0510845|-1.2395412|-7.195314|-4.7862835|-1.6254001|-4.6127286|-0.7871632|-1.3018587|-0.21134412|-0.2537138|-0.6734901|-4.4154577|-2.9581325|-8.135886|-0.23935446|-1.0537134|-1.9700903|-0.016745547|-0.40875232,-18.789379906999997,11
1_dog_affirmative_modal_nonref,John owns a cat but he wants to own a dog. The dog that he liked had been adopted by someone else.,affirmative_modal,1,2,John| owns| a| cat| but| he| wants| to| own| a| dog|.| The| dog| that| he| liked| had| been| adopted| by| someone| else|.,-12.050948|-1.2370329|-7.1848736|-4.7907014|-1.6220361|-4.5998635|-0.79408514|-1.2975371|-0.2120646|-0.25354403|-0.6728648|-4.1416974|-1.7114433|-3.713978|-0.9363998|-8.2711735|-4.967914|-2.2806025|-2.298183|-0.8536424|-1.3945854|-0.26686594|-0.43622988,-30.836485240000002,11
1_dog_affirmative_modal_nonref,John owns a cat but he wants to own a dog. The cat that he liked had been adopted by someone else.,affirmative_modal,0,2,John| owns| a| cat| but| he| wants| to| own| a| dog|.| The| cat| that| he| liked| had| been| adopted| by| someone| else|.,-12.051345|-1.2383631|-7.193799|-4.7936907|-1.6237174|-4.6065683|-0.796943|-1.314078|-0.21160783|-0.2535212|-0.6775807|-4.140108|-0.8316555|-5.6700964|-1.4100674|-12.065869|-3.5717273|-2.4406178|-2.4609451|-0.8167817|-1.0926822|-0.15651354|-0.53412855,-34.65706394,11
1_dog_modal_affirmative_ref,John wants to own a dog but he owns a cat. His cat follows him everywhere he goes.,modal_affirmative,1,1,John| wants| to| own| a| dog| but| he| owns| a| cat|.| His| cat| follows| him| everywhere| he| goes|.,-10.13163|-0.41631243|-7.4694214|-0.9915087|-4.438051|-2.4303913|-2.037023|-7.6004376|-0.36615735|-0.40767196|-0.79379284|-4.1185713|-0.97279984|-6.4932084|-0.21854939|-1.0909463|-1.9552242|-0.014592717|-0.52094334,-14.863892147,11
1_dog_modal_affirmative_ref,John wants to own a dog but he owns a cat. His dog follows him everywhere he goes.,modal_affirmative,0,1,John| wants| to| own| a| dog| but| he| owns| a| cat|.| His| dog| follows| him| everywhere| he| goes|.,-10.131179|-0.41671038|-7.4617896|-0.9881875|-4.439278|-2.4232156|-2.0351813|-7.59176|-0.36872745|-0.39895418|-0.7877441|-4.086895|-3.3903294|-7.503025|-0.27817655|-1.3767612|-1.864345|-0.020643156|-0.488612,-18.520175306,11
1_dog_modal_affirmative_nonref,John wants to own a dog but he owns a cat. The dog that he liked had been adopted by someone else.,modal_affirmative,1,1,John| wants| to| own| a| dog| but| he| owns| a| cat|.| The| dog| that| he| liked| had| been| adopted| by| someone| else|.,-10.130733|-0.41658825|-7.4648743|-0.9917397|-4.4395967|-2.427911|-2.0307903|-7.610286|-0.36587515|-0.39726126|-0.79419583|-3.669868|-1.7837529|-3.4166484|-1.7286983|-7.9155507|-4.446597|-2.4421437|-2.5425034|-0.64498115|-1.1752234|-0.12065804|-0.3406119,-29.886624989999998,11
1_dog_modal_affirmative_nonref,John wants to own a dog but he owns a cat. The cat that he liked had been adopted by someone else.,modal_affirmative,0,1,John| wants| to| own| a| dog| but| he| owns| a| cat|.| The| cat| that| he| liked| had| been| adopted| by| someone| else|.,-10.131062|-0.41785166|-7.4652357|-0.99185157|-4.43731|-2.4334264|-2.033|-7.5813866|-0.3673716|-0.41235736|-0.78869534|-3.7013311|-0.70869964|-6.511607|-0.89128166|-11.965989|-4.0911026|-2.7690415|-3.711704|-0.45171177|-1.1776803|-0.20730503|-0.3943221,-36.1874536,11
1_dog_modal_affirmative_ref,John wants to own a cat but he owns a dog. His dog follows him everywhere he goes.,modal_affirmative,1,2,John| wants| to| own| a| cat| but| he| owns| a| dog|.| His| dog| follows| him| everywhere| he| goes|.,-10.131179|-0.41671038|-7.4617896|-0.9881875|-6.0796227|-2.32111|-2.0466633|-6.6432796|-0.23264277|-0.45539343|-0.7670911|-4.2589426|-0.8657959|-5.888035|-0.33377546|-1.0435547|-2.267145|-0.017063988|-0.47566846,-14.674312648,11
1_dog_modal_affirmative_ref,John wants to own a cat but he owns a dog. His cat follows him everywhere he goes.,modal_affirmative,0,2,John| wants| to| own| a| cat| but| he| owns| a| dog|.| His| cat| follows| him| everywhere| he| goes|.,-10.13163|-0.41631097|-7.4694233|-0.99151087|-6.0666976|-2.3216658|-2.0511732|-6.639886|-0.23302592|-0.44366196|-0.77164084|-4.270488|-3.015888|-7.4246864|-0.24776852|-1.3140988|-2.0400422|-0.018565536|-0.5154346,-18.331537456,11
1_dog_modal_affirmative_nonref,John wants to own a cat but he owns a dog. The cat that he liked had been adopted by someone else.,modal_affirmative,1,2,John| wants| to| own| a| cat| but| he| owns| a| dog|.| The| cat| that| he| liked| had| been| adopted| by| someone| else|.,-10.130733|-0.41658825|-7.4648743|-0.9917397|-6.07535|-2.3216105|-2.0437772|-6.644293|-0.23154107|-0.44640434|-0.76325655|-3.7047946|-1.4325615|-4.054455|-2.1114953|-8.021489|-3.7658503|-2.6059666|-1.9453213|-0.67246634|-1.1920513|-0.1358479|-0.32483262,-29.64229914,11
1_dog_modal_affirmative_nonref,John wants to own a cat but he owns a dog. The dog that he liked had been adopted by someone else.,modal_affirmative,0,2,John| wants| to| own| a| cat| but| he| owns| a| dog|.| The| dog| that| he| liked| had| been| adopted| by| someone| else|.,-10.131609|-0.41677782|-7.4683485|-0.9896692|-6.068078|-2.326081|-2.0483205|-6.616892|-0.23374823|-0.44656998|-0.7668901|-3.7083378|-0.84624946|-6.103478|-0.9975805|-11.983258|-4.3178964|-2.7529638|-3.6571321|-0.44200283|-1.1078893|-0.12636827|-0.38885286,-36.043156460000006,11
1_dog_managed_failed_ref,John managed to adopt a dog but failed to adopt a cat. His dog follows him everywhere he goes.,managed_failed,1,1,John| managed| to| adopt| a| dog| but| failed| to| adopt| a| cat|.| His| dog| follows| him| everywhere| he| goes|.,-10.892514|-0.40443763|-10.0285425|-0.53642756|-8.599141|-4.5173416|-5.7833185|-0.31234527|-4.315881|-0.5561624|-0.8601884|-0.9148809|-4.26214|-2.5374632|-7.66398|-0.440505|-1.0635383|-2.5578074|-0.03709278|-0.66919017,-18.562526679999998,12
