pair_id,sentence,type,pronoun,preferred,noun,verb,ll,np_ll
73,Elizabeth brought a dog. |||  She ,negation,1,1,dog,bring,2.172184,2.172184
73,Elizabeth didn't bring a dog. |||  She ,negation,1,0,dog,bring,1.4185406,1.4185406
75,David brought a dog. |||  He ,negation,1,1,dog,bring,1.8940613,1.8940613
75,David didn't bring a dog. |||  He ,negation,1,0,dog,bring,1.2912726,1.2912726
77,Mary brought a dog. |||  She ,negation,1,1,dog,bring,2.2556725,2.2556725
77,Mary didn't bring a dog. |||  She ,negation,1,0,dog,bring,1.5370207,1.5370207
79,Michael brought a dog. |||  He ,negation,1,1,dog,bring,1.8468608,1.8468608
79,Michael didn't bring a dog. |||  He ,negation,1,0,dog,bring,1.3113724,1.3113724
81,David got a dog. |||  He ,negation,1,1,dog,get,1.7847041,1.7847041
81,David didn't get a dog. |||  He ,negation,1,0,dog,get,1.3539748,1.3539748
83,Nancy got a dog. |||  She ,negation,1,1,dog,get,1.8440654,1.8440654
83,Nancy didn't get a dog. |||  She ,negation,1,0,dog,get,1.4056454,1.4056454
85,Elizabeth got a dog. |||  She ,negation,1,1,dog,get,1.9548547,1.9548547
85,Elizabeth didn't get a dog. |||  She ,negation,1,0,dog,get,1.3012173,1.3012173
87,James got a dog. |||  He ,negation,1,1,dog,get,1.8964416,1.8964416
87,James didn't get a dog. |||  He ,negation,1,0,dog,get,1.437321,1.437321
89,Bill got a dog. |||  He ,negation,1,1,dog,get,1.9441712,1.9441712
89,Bill didn't get a dog. |||  He ,negation,1,0,dog,get,1.4567635,1.4567635
91,John got a dog. |||  He ,negation,1,1,dog,get,1.7504449,1.7504449
91,John didn't get a dog. |||  He ,negation,1,0,dog,get,1.3245493,1.3245493
93,Susan got a dog. |||  She ,negation,1,1,dog,get,1.9209201,1.9209201
93,Susan didn't get a dog. |||  She ,negation,1,0,dog,get,1.2883002,1.2883002
95,Richard got a dog. |||  He ,negation,1,1,dog,get,1.7106228,1.7106228
95,Richard didn't get a dog. |||  He ,negation,1,0,dog,get,1.3430775,1.3430775
97,Bob got a dog. |||  He ,negation,1,1,dog,get,1.9012605,1.9012605
97,Bob didn't get a dog. |||  He ,negation,1,0,dog,get,1.3626935,1.3626935
99,Richard got a dog. |||  He ,negation,1,1,dog,get,1.7106228,1.7106228
99,Richard didn't get a dog. |||  He ,negation,1,0,dog,get,1.3430775,1.3430775
101,Sarah bought a dog. |||  She ,negation,1,1,dog,buy,1.8341287,1.8341287
101,Sarah didn't buy a dog. |||  She ,negation,1,0,dog,buy,1.1569391,1.1569391
103,Sarah bought a dog. |||  She ,negation,1,1,dog,buy,1.8341287,1.8341287
103,Sarah didn't buy a dog. |||  She ,negation,1,0,dog,buy,1.1569391,1.1569391
105,Nancy bought a dog. |||  She ,negation,1,1,dog,buy,1.7872144,1.7872144
105,Nancy didn't buy a dog. |||  She ,negation,1,0,dog,buy,1.1892046,1.1892046
107,Mary bought a dog. |||  She ,negation,1,1,dog,buy,1.9986652,1.9986652
107,Mary didn't buy a dog. |||  She ,negation,1,0,dog,buy,1.236951,1.236951
109,Michael bought a dog. |||  He ,negation,1,1,dog,buy,1.7599452,1.7599452
109,Michael didn't buy a dog. |||  He ,negation,1,0,dog,buy,1.0667729,1.0667729
111,Bill bought a dog. |||  He ,negation,1,1,dog,buy,2.0107074,2.0107074
111,Bill didn't buy a dog. |||  He ,negation,1,0,dog,buy,1.1941584,1.1941584
113,Chris bought a dog. |||  He ,negation,1,1,dog,buy,1.9187348,1.9187348
113,Chris didn't buy a dog. |||  He ,negation,1,0,dog,buy,1.0168107,1.0168107
115,Jennifer bought a dog. |||  She ,negation,1,1,dog,buy,1.8423684,1.8423684
115,Jennifer didn't buy a dog. |||  She ,negation,1,0,dog,buy,1.1613986,1.1613986
117,Bob bought a dog. |||  He ,negation,1,1,dog,buy,1.9319874,1.9319874
117,Bob didn't buy a dog. |||  He ,negation,1,0,dog,buy,1.059573,1.059573
119,Joseph bought a dog. |||  He ,negation,1,1,dog,buy,1.8302875,1.8302875
119,Joseph didn't buy a dog. |||  He ,negation,1,0,dog,buy,0.98991406,0.98991406
121,James mentioned a dog. |||  He ,negation,1,1,dog,mention,2.5265567,2.5265567
121,James didn't mention a dog. |||  He ,negation,1,0,dog,mention,2.202167,2.202167
123,Elizabeth mentioned a dog. |||  She ,negation,1,1,dog,mention,2.6565542,2.6565542
123,Elizabeth didn't mention a dog. |||  She ,negation,1,0,dog,mention,2.0931754,2.0931754
125,Bob mentioned a dog. |||  He ,negation,1,1,dog,mention,2.5140414,2.5140414
125,Bob didn't mention a dog. |||  He ,negation,1,0,dog,mention,1.8857237,1.8857237
127,Jennifer mentioned a dog. |||  She ,negation,1,1,dog,mention,2.4784842,2.4784842
127,Jennifer didn't mention a dog. |||  She ,negation,1,0,dog,mention,1.9961791,1.9961791
129,Thomas mentioned a dog. |||  He ,negation,1,1,dog,mention,2.4271483,2.4271483
129,Thomas didn't mention a dog. |||  He ,negation,1,0,dog,mention,2.250998,2.250998
131,Nancy mentioned a dog. |||  She ,negation,1,1,dog,mention,2.5481403,2.5481403
131,Nancy didn't mention a dog. |||  She ,negation,1,0,dog,mention,2.1311822,2.1311822
133,Sarah mentioned a dog. |||  She ,negation,1,1,dog,mention,2.478653,2.478653
133,Sarah didn't mention a dog. |||  She ,negation,1,0,dog,mention,2.0911465,2.0911465
135,Thomas mentioned a dog. |||  He ,negation,1,1,dog,mention,2.4271483,2.4271483
135,Thomas didn't mention a dog. |||  He ,negation,1,0,dog,mention,2.250998,2.250998
137,David mentioned a dog. |||  He ,negation,1,1,dog,mention,2.338975,2.338975
137,David didn't mention a dog. |||  He ,negation,1,0,dog,mention,2.0796418,2.0796418
139,John mentioned a dog. |||  He ,negation,1,1,dog,mention,2.3646803,2.3646803
139,John didn't mention a dog. |||  He ,negation,1,0,dog,mention,2.0524626,2.0524626
141,Mary visited a dog. |||  She ,negation,1,1,dog,visit,2.0856943,2.0856943
141,Mary didn't visit a dog. |||  She ,negation,1,0,dog,visit,1.3362987,1.3362987
143,David visited a dog. |||  He ,negation,1,1,dog,visit,1.9383464,1.9383464
143,David didn't visit a dog. |||  He ,negation,1,0,dog,visit,1.0891464,1.0891464
145,David visited a dog. |||  He ,negation,1,1,dog,visit,1.9383464,1.9383464
145,David didn't visit a dog. |||  He ,negation,1,0,dog,visit,1.0891464,1.0891464
147,Elizabeth visited a dog. |||  She ,negation,1,1,dog,visit,2.0110803,2.0110803
147,Elizabeth didn't visit a dog. |||  She ,negation,1,0,dog,visit,1.1154418,1.1154418
149,Bill visited a dog. |||  He ,negation,1,1,dog,visit,2.1422942,2.1422942
149,Bill didn't visit a dog. |||  He ,negation,1,0,dog,visit,1.1368293,1.1368293
151,Nancy visited a dog. |||  She ,negation,1,1,dog,visit,1.7504958,1.7504958
151,Nancy didn't visit a dog. |||  She ,negation,1,0,dog,visit,1.1822705,1.1822705
153,Richard visited a dog. |||  He ,negation,1,1,dog,visit,1.7778988,1.7778988
153,Richard didn't visit a dog. |||  He ,negation,1,0,dog,visit,1.1440829,1.1440829
155,Chris visited a dog. |||  He ,negation,1,1,dog,visit,2.0250955,2.0250955
155,Chris didn't visit a dog. |||  He ,negation,1,0,dog,visit,1.0924134,1.0924134
157,Sarah visited a dog. |||  She ,negation,1,1,dog,visit,1.8390286,1.8390286
157,Sarah didn't visit a dog. |||  She ,negation,1,0,dog,visit,1.0522276,1.0522276
159,Richard visited a dog. |||  He ,negation,1,1,dog,visit,1.7778988,1.7778988
159,Richard didn't visit a dog. |||  He ,negation,1,0,dog,visit,1.1440829,1.1440829
161,Richard met a dog. |||  He ,negation,1,1,dog,meet,1.8527651,1.8527651
161,Richard didn't meet a dog. |||  He ,negation,1,0,dog,meet,1.3196671,1.3196671
163,Nancy met a dog. |||  She ,negation,1,1,dog,meet,1.8894871,1.8894871
163,Nancy didn't meet a dog. |||  She ,negation,1,0,dog,meet,1.2763538,1.2763538
165,Nancy met a dog. |||  She ,negation,1,1,dog,meet,1.8894871,1.8894871
165,Nancy didn't meet a dog. |||  She ,negation,1,0,dog,meet,1.2763538,1.2763538
167,John met a dog. |||  He ,negation,1,1,dog,meet,1.8979323,1.8979323
167,John didn't meet a dog. |||  He ,negation,1,0,dog,meet,1.3715317,1.3715317
169,Chris met a dog. |||  He ,negation,1,1,dog,meet,2.0229592,2.0229592
169,Chris didn't meet a dog. |||  He ,negation,1,0,dog,meet,1.1370585,1.1370585
171,Elizabeth met a dog. |||  She ,negation,1,1,dog,meet,2.051333,2.051333
171,Elizabeth didn't meet a dog. |||  She ,negation,1,0,dog,meet,1.1707462,1.1707462
173,David met a dog. |||  He ,negation,1,1,dog,meet,1.9651655,1.9651655
173,David didn't meet a dog. |||  He ,negation,1,0,dog,meet,1.2487917,1.2487917
175,Jennifer met a dog. |||  She ,negation,1,1,dog,meet,1.8394268,1.8394268
175,Jennifer didn't meet a dog. |||  She ,negation,1,0,dog,meet,1.089751,1.089751
177,Elizabeth met a dog. |||  She ,negation,1,1,dog,meet,2.051333,2.051333
177,Elizabeth didn't meet a dog. |||  She ,negation,1,0,dog,meet,1.1707462,1.1707462
179,Linda met a dog. |||  She ,negation,1,1,dog,meet,1.7294307,1.7294307
179,Linda didn't meet a dog. |||  She ,negation,1,0,dog,meet,1.102958,1.102958
181,John adopted a dog. |||  He ,negation,1,1,dog,adopt,1.9559374,1.9559374
181,John didn't adopt a dog. |||  He ,negation,1,0,dog,adopt,0.8305876,0.8305876
183,Thomas adopted a dog. |||  He ,negation,1,1,dog,adopt,1.9820051,1.9820051
183,Thomas didn't adopt a dog. |||  He ,negation,1,0,dog,adopt,0.9297622,0.9297622
185,Elizabeth adopted a dog. |||  She ,negation,1,1,dog,adopt,1.945576,1.945576
185,Elizabeth didn't adopt a dog. |||  She ,negation,1,0,dog,adopt,0.8732479,0.8732479
187,Sarah adopted a dog. |||  She ,negation,1,1,dog,adopt,1.8832176,1.8832176
187,Sarah didn't adopt a dog. |||  She ,negation,1,0,dog,adopt,0.804963,0.804963
189,Barbara adopted a dog. |||  She ,negation,1,1,dog,adopt,1.7212067,1.7212067
189,Barbara didn't adopt a dog. |||  She ,negation,1,0,dog,adopt,0.7664279,0.7664279
191,Joseph adopted a dog. |||  He ,negation,1,1,dog,adopt,2.0073931,2.0073931
191,Joseph didn't adopt a dog. |||  He ,negation,1,0,dog,adopt,0.84415734,0.84415734
193,Chris adopted a dog. |||  He ,negation,1,1,dog,adopt,1.9516871,1.9516871
193,Chris didn't adopt a dog. |||  He ,negation,1,0,dog,adopt,0.7833859,0.7833859
195,Chris adopted a dog. |||  He ,negation,1,1,dog,adopt,1.9516871,1.9516871
195,Chris didn't adopt a dog. |||  He ,negation,1,0,dog,adopt,0.7833859,0.7833859
197,Joseph adopted a dog. |||  He ,negation,1,1,dog,adopt,2.0073931,2.0073931
197,Joseph didn't adopt a dog. |||  He ,negation,1,0,dog,adopt,0.84415734,0.84415734
199,David adopted a dog. |||  He ,negation,1,1,dog,adopt,1.9650975,1.9650975
199,David didn't adopt a dog. |||  He ,negation,1,0,dog,adopt,0.7254695,0.7254695
201,Richard owned an aardvark. |||  He ,negation,1,1,aardvark,own,1.8906767,1.8906767
201,Richard didn't own an aardvark. |||  He ,negation,1,0,aardvark,own,1.555028,1.555028
203,Jennifer owned an aardvark. |||  She ,negation,1,1,aardvark,own,2.0061831,2.0061831
203,Jennifer didn't own an aardvark. |||  She ,negation,1,0,aardvark,own,1.5756795,1.5756795
205,Jennifer owned an aardvark. |||  She ,negation,1,1,aardvark,own,2.0061831,2.0061831
205,Jennifer didn't own an aardvark. |||  She ,negation,1,0,aardvark,own,1.5756795,1.5756795
207,Jennifer owned an aardvark. |||  She ,negation,1,1,aardvark,own,2.0061831,2.0061831
207,Jennifer didn't own an aardvark. |||  She ,negation,1,0,aardvark,own,1.5756795,1.5756795
209,Elizabeth owned an aardvark. |||  She ,negation,1,1,aardvark,own,2.0369763,2.0369763
209,Elizabeth didn't own an aardvark. |||  She ,negation,1,0,aardvark,own,1.5477899,1.5477899
211,Richard owned an aardvark. |||  He ,negation,1,1,aardvark,own,1.8906767,1.8906767
211,Richard didn't own an aardvark. |||  He ,negation,1,0,aardvark,own,1.555028,1.555028
213,Susan owned an aardvark. |||  She ,negation,1,1,aardvark,own,1.9171357,1.9171357
213,Susan didn't own an aardvark. |||  She ,negation,1,0,aardvark,own,1.4853913,1.4853913
215,James owned an aardvark. |||  He ,negation,1,1,aardvark,own,2.109767,2.109767
215,James didn't own an aardvark. |||  He ,negation,1,0,aardvark,own,1.6083016,1.6083016
217,Thomas owned an aardvark. |||  He ,negation,1,1,aardvark,own,2.0995584,2.0995584
217,Thomas didn't own an aardvark. |||  He ,negation,1,0,aardvark,own,1.6143496,1.6143496
219,Thomas owned an aardvark. |||  He ,negation,1,1,aardvark,own,2.0995584,2.0995584
219,Thomas didn't own an aardvark. |||  He ,negation,1,0,aardvark,own,1.6143496,1.6143496
221,Joseph saw an aardvark. |||  He ,negation,1,1,aardvark,see,1.5793222,1.5793222
221,Joseph didn't see an aardvark. |||  He ,negation,1,0,aardvark,see,1.2562162,1.2562162
223,Susan saw an aardvark. |||  She ,negation,1,1,aardvark,see,1.9566824,1.9566824
223,Susan didn't see an aardvark. |||  She ,negation,1,0,aardvark,see,1.2983391,1.2983391
225,Susan saw an aardvark. |||  She ,negation,1,1,aardvark,see,1.9566824,1.9566824
225,Susan didn't see an aardvark. |||  She ,negation,1,0,aardvark,see,1.2983391,1.2983391
227,Elizabeth saw an aardvark. |||  She ,negation,1,1,aardvark,see,1.9310308,1.9310308
227,Elizabeth didn't see an aardvark. |||  She ,negation,1,0,aardvark,see,1.4236531,1.4236531
229,Nancy saw an aardvark. |||  She ,negation,1,1,aardvark,see,1.5770602,1.5770602
229,Nancy didn't see an aardvark. |||  She ,negation,1,0,aardvark,see,1.4329337,1.4329337
231,John saw an aardvark. |||  He ,negation,1,1,aardvark,see,1.776831,1.776831
231,John didn't see an aardvark. |||  He ,negation,1,0,aardvark,see,1.5227882,1.5227882
233,David saw an aardvark. |||  He ,negation,1,1,aardvark,see,1.6660212,1.6660212
233,David didn't see an aardvark. |||  He ,negation,1,0,aardvark,see,1.3963621,1.3963621
235,Thomas saw an aardvark. |||  He ,negation,1,1,aardvark,see,1.6884754,1.6884754
235,Thomas didn't see an aardvark. |||  He ,negation,1,0,aardvark,see,1.5249455,1.5249455
237,John saw an aardvark. |||  He ,negation,1,1,aardvark,see,1.776831,1.776831
237,John didn't see an aardvark. |||  He ,negation,1,0,aardvark,see,1.5227882,1.5227882
239,Jessica saw an aardvark. |||  She ,negation,1,1,aardvark,see,2.073472,2.073472
239,Jessica didn't see an aardvark. |||  She ,negation,1,0,aardvark,see,1.380829,1.380829
241,Sarah kicked an aardvark. |||  She ,negation,1,1,aardvark,kick,3.1431117,3.1431117
241,Sarah didn't kick an aardvark. |||  She ,negation,1,0,aardvark,kick,1.6229205,1.6229205
243,Joseph kicked an aardvark. |||  He ,negation,1,1,aardvark,kick,2.9732978,2.9732978
243,Joseph didn't kick an aardvark. |||  He ,negation,1,0,aardvark,kick,1.3004587,1.3004587
245,James kicked an aardvark. |||  He ,negation,1,1,aardvark,kick,3.540021,3.540021
245,James didn't kick an aardvark. |||  He ,negation,1,0,aardvark,kick,1.3927046,1.3927046
247,John kicked an aardvark. |||  He ,negation,1,1,aardvark,kick,3.5542467,3.5542467
247,John didn't kick an aardvark. |||  He ,negation,1,0,aardvark,kick,1.5146974,1.5146974
249,David kicked an aardvark. |||  He ,negation,1,1,aardvark,kick,3.1627793,3.1627793
249,David didn't kick an aardvark. |||  He ,negation,1,0,aardvark,kick,1.3939273,1.3939273
251,Elizabeth kicked an aardvark. |||  She ,negation,1,1,aardvark,kick,3.0257194,3.0257194
251,Elizabeth didn't kick an aardvark. |||  She ,negation,1,0,aardvark,kick,1.5750353,1.5750353
253,Richard kicked an aardvark. |||  He ,negation,1,1,aardvark,kick,3.3982663,3.3982663
253,Richard didn't kick an aardvark. |||  He ,negation,1,0,aardvark,kick,1.4773425,1.4773425
255,Chris kicked an aardvark. |||  He ,negation,1,1,aardvark,kick,3.5667124,3.5667124
255,Chris didn't kick an aardvark. |||  He ,negation,1,0,aardvark,kick,1.5013158,1.5013158
257,Michael kicked an aardvark. |||  He ,negation,1,1,aardvark,kick,3.30599,3.30599
257,Michael didn't kick an aardvark. |||  He ,negation,1,0,aardvark,kick,1.3529195,1.3529195
259,Linda kicked an aardvark. |||  She ,negation,1,1,aardvark,kick,2.977006,2.977006
259,Linda didn't kick an aardvark. |||  She ,negation,1,0,aardvark,kick,1.712071,1.712071
261,John brought an aardvark. |||  He ,negation,1,1,aardvark,bring,2.6742067,2.6742067
261,John didn't bring an aardvark. |||  He ,negation,1,0,aardvark,bring,1.8272585,1.8272585
263,Bill brought an aardvark. |||  He ,negation,1,1,aardvark,bring,2.7626882,2.7626882
263,Bill didn't bring an aardvark. |||  He ,negation,1,0,aardvark,bring,1.57217,1.57217
265,Joseph brought an aardvark. |||  He ,negation,1,1,aardvark,bring,2.4545653,2.4545653
265,Joseph didn't bring an aardvark. |||  He ,negation,1,0,aardvark,bring,1.6645352,1.6645352
267,Elizabeth brought an aardvark. |||  She ,negation,1,1,aardvark,bring,3.0390968,3.0390968
267,Elizabeth didn't bring an aardvark. |||  She ,negation,1,0,aardvark,bring,1.8570292,1.8570292
269,Barbara brought an aardvark. |||  She ,negation,1,1,aardvark,bring,2.6581187,2.6581187
269,Barbara didn't bring an aardvark. |||  She ,negation,1,0,aardvark,bring,2.0018077,2.0018077
271,Jessica brought an aardvark. |||  She ,negation,1,1,aardvark,bring,3.0664244,3.0664244
271,Jessica didn't bring an aardvark. |||  She ,negation,1,0,aardvark,bring,1.7810655,1.7810655
273,Susan brought an aardvark. |||  She ,negation,1,1,aardvark,bring,2.9379725,2.9379725
273,Susan didn't bring an aardvark. |||  She ,negation,1,0,aardvark,bring,1.8158338,1.8158338
275,Nancy brought an aardvark. |||  She ,negation,1,1,aardvark,bring,2.7775314,2.7775314
275,Nancy didn't bring an aardvark. |||  She ,negation,1,0,aardvark,bring,2.059457,2.059457
277,John brought an aardvark. |||  He ,negation,1,1,aardvark,bring,2.6742067,2.6742067
277,John didn't bring an aardvark. |||  He ,negation,1,0,aardvark,bring,1.8272585,1.8272585
279,Michael brought an aardvark. |||  He ,negation,1,1,aardvark,bring,2.5478,2.5478
279,Michael didn't bring an aardvark. |||  He ,negation,1,0,aardvark,bring,1.7834997,1.7834997
281,James got an aardvark. |||  He ,negation,1,1,aardvark,get,2.507218,2.507218
281,James didn't get an aardvark. |||  He ,negation,1,0,aardvark,get,1.871636,1.871636
283,Sarah got an aardvark. |||  She ,negation,1,1,aardvark,get,2.5412743,2.5412743
283,Sarah didn't get an aardvark. |||  She ,negation,1,0,aardvark,get,1.852736,1.852736
285,David got an aardvark. |||  He ,negation,1,1,aardvark,get,2.187517,2.187517
285,David didn't get an aardvark. |||  He ,negation,1,0,aardvark,get,1.6979,1.6979
287,Mary got an aardvark. |||  She ,negation,1,1,aardvark,get,2.85623,2.85623
287,Mary didn't get an aardvark. |||  She ,negation,1,0,aardvark,get,1.8132468,1.8132468
289,Sarah got an aardvark. |||  She ,negation,1,1,aardvark,get,2.5412743,2.5412743
289,Sarah didn't get an aardvark. |||  She ,negation,1,0,aardvark,get,1.852736,1.852736
291,Mary got an aardvark. |||  She ,negation,1,1,aardvark,get,2.85623,2.85623
291,Mary didn't get an aardvark. |||  She ,negation,1,0,aardvark,get,1.8132468,1.8132468
293,Susan got an aardvark. |||  She ,negation,1,1,aardvark,get,2.5607154,2.5607154
293,Susan didn't get an aardvark. |||  She ,negation,1,0,aardvark,get,1.6574153,1.6574153
295,Bob got an aardvark. |||  He ,negation,1,1,aardvark,get,2.260419,2.260419
295,Bob didn't get an aardvark. |||  He ,negation,1,0,aardvark,get,1.564324,1.564324
297,John got an aardvark. |||  He ,negation,1,1,aardvark,get,2.2388568,2.2388568
297,John didn't get an aardvark. |||  He ,negation,1,0,aardvark,get,1.690819,1.690819
299,James got an aardvark. |||  He ,negation,1,1,aardvark,get,2.507218,2.507218
299,James didn't get an aardvark. |||  He ,negation,1,0,aardvark,get,1.871636,1.871636
301,Chris bought an aardvark. |||  He ,negation,1,1,aardvark,buy,2.18406,2.18406
301,Chris didn't buy an aardvark. |||  He ,negation,1,0,aardvark,buy,1.2914505,1.2914505
303,Linda bought an aardvark. |||  She ,negation,1,1,aardvark,buy,2.195311,2.195311
303,Linda didn't buy an aardvark. |||  She ,negation,1,0,aardvark,buy,1.558289,1.558289
305,Bill bought an aardvark. |||  He ,negation,1,1,aardvark,buy,2.1552386,2.1552386
305,Bill didn't buy an aardvark. |||  He ,negation,1,0,aardvark,buy,1.4242871,1.4242871
307,Mary bought an aardvark. |||  She ,negation,1,1,aardvark,buy,2.3565192,2.3565192
307,Mary didn't buy an aardvark. |||  She ,negation,1,0,aardvark,buy,1.5406454,1.5406454
309,Michael bought an aardvark. |||  He ,negation,1,1,aardvark,buy,1.9533428,1.9533428
309,Michael didn't buy an aardvark. |||  He ,negation,1,0,aardvark,buy,1.3227847,1.3227847
311,Sarah bought an aardvark. |||  She ,negation,1,1,aardvark,buy,2.2692947,2.2692947
311,Sarah didn't buy an aardvark. |||  She ,negation,1,0,aardvark,buy,1.4904418,1.4904418
313,Jennifer bought an aardvark. |||  She ,negation,1,1,aardvark,buy,2.2500503,2.2500503
