pair_id,sentence,type,preferred,ll,np_ll
0,"With proper equipment, scuba-diving is very  ||| safe ||| .",negation-natural,1,3.6006672,2.58121
106,A sparrow is not a  ||| vehicle ||| .,negation-simple,1,11.430018,11.430018
106,A sparrow is a  ||| vehicle ||| .,negation-simple,0,14.866375,14.866375
106,An oak is a  ||| tree ||| .,negation-simple,1,6.752804,2.8303516
106,An oak is not a  ||| tree ||| .,negation-simple,0,3.7401094,2.1287966
107,An oak is not a  ||| vehicle ||| .,negation-simple,1,10.374753,10.374753
107,An oak is a  ||| vehicle ||| .,negation-simple,0,13.99483,13.99483
107,A pine is a  ||| tree ||| .,negation-simple,1,7.586527,3.4070785
107,A pine is not a  ||| tree ||| .,negation-simple,0,3.9000301,2.4759288
108,A pine is not a  ||| tool ||| .,negation-simple,1,9.714851,7.943359
108,A pine is a  ||| tool ||| .,negation-simple,0,12.423653,7.8832903
108,A rose is a  ||| flower ||| .,negation-simple,1,6.142363,3.7190347
108,A rose is not a  ||| flower ||| .,negation-simple,0,3.6637585,2.5431669
109,A rose is not an  ||| insect ||| .,negation-simple,1,6.818841,6.818841
109,A rose is an  ||| insect ||| .,negation-simple,0,8.439616,8.439616
109,A daisy is a  ||| flower ||| .,negation-simple,1,7.9344974,6.009359
109,A daisy is not a  ||| flower ||| .,negation-simple,0,5.900013,4.8052206
110,A daisy is not a  ||| bird ||| .,negation-simple,1,6.904623,5.7929525
110,A daisy is a  ||| bird ||| .,negation-simple,0,8.810274,6.816808
110,A carrot is a  ||| vegetable ||| .,negation-simple,1,6.504308,6.504308
110,A carrot is not a  ||| vegetable ||| .,negation-simple,0,4.693339,4.693339
111,A carrot is not a  ||| fish ||| .,negation-simple,1,7.442029,6.337247
111,A carrot is a  ||| fish ||| .,negation-simple,0,9.666996,7.239857
111,A pea is a  ||| vegetable ||| .,negation-simple,1,7.881526,7.881526
111,A pea is not a  ||| vegetable ||| .,negation-simple,0,5.2937555,5.2937555
112,A pea is not a  ||| building ||| .,negation-simple,1,10.186286,8.417798
112,A pea is a  ||| building ||| .,negation-simple,0,12.456294,8.528865
112,A hammer is a  ||| tool ||| .,negation-simple,1,7.7970667,3.2922719
112,A hammer is not a  ||| tool ||| .,negation-simple,0,5.4191895,3.7012799
113,A hammer is not an  ||| insect ||| .,negation-simple,1,8.7580805,8.7580805
113,A hammer is an  ||| insect ||| .,negation-simple,0,10.491434,10.491434
113,A saw is a  ||| tool ||| .,negation-simple,1,7.876601,4.199849
113,A saw is not a  ||| tool ||| .,negation-simple,0,6.5207987,4.914909
114,A saw is not a  ||| vegetable ||| .,negation-simple,1,8.261616,8.261616
114,A saw is a  ||| vegetable ||| .,negation-simple,0,10.064323,10.064323
114,A car is a  ||| vehicle ||| .,negation-simple,1,5.5930367,5.5930367
114,A car is not a  ||| vehicle ||| .,negation-simple,0,3.7415257,3.7415257
115,A car is not a  ||| tree ||| .,negation-simple,1,9.112629,7.7278175
115,A car is a  ||| tree ||| .,negation-simple,0,9.34315,7.592471
115,A truck is a  ||| vehicle ||| .,negation-simple,1,6.93102,6.93102
115,A truck is not a  ||| vehicle ||| .,negation-simple,0,3.7679133,3.7679133
116,A truck is not a  ||| flower ||| .,negation-simple,1,11.074819,9.397935
116,A truck is a  ||| flower ||| .,negation-simple,0,13.2036295,10.576247
116,A hotel is a  ||| building ||| .,negation-simple,1,8.380373,5.358236
116,A hotel is not a  ||| building ||| .,negation-simple,0,7.2412863,5.5139933
117,A hotel is not a  ||| fish ||| .,negation-simple,1,14.549541,10.260324
117,A hotel is a  ||| fish ||| .,negation-simple,0,15.168576,10.263433
117,A house is a  ||| building ||| .,negation-simple,1,6.761116,4.1348505
117,A house is not a  ||| building ||| .,negation-simple,0,5.834601,4.3083344
118,A house is not a  ||| bird ||| .,negation-simple,1,11.636747,9.022255
118,A house is a  ||| bird ||| .,negation-simple,0,12.621193,9.323304
