id,sentence,type,pronoun,tokens,log_probs
2_car_managed,Lucy managed to rent a car. It's not a big deal.,managed,subj,Lu|cy| managed| to| rent| a| car|.| It|'s| not| a| big| deal|.,-1.6436559|-9.0620165|-0.42832127|-10.119403|-0.502117|-2.3643346|-3.0086796|-2.7152472|-3.0309906|-2.1468363|-2.2376962|-1.3970827|-0.37438837|-0.84690887
2_car_failed,Lucy failed to rent a car. It has a self-driving mode.,failed,it,Lu|cy| failed| to| rent| a| car|.| It| has| a| self|-|driving| mode|.,-1.643604|-10.972164|-0.25630015|-10.813616|-1.6056135|-1.8393099|-2.3844428|-4.2945404|-5.2432475|-2.8360343|-6.912903|-0.13851735|-2.0717251|-2.1019013|-2.198928
2_car_failed,Lucy failed to rent a car. It's not a big deal.,failed,subj,Lu|cy| failed| to| rent| a| car|.| It|'s| not| a| big| deal|.,-1.6437695|-10.976301|-0.2585399|-10.815938|-1.610635|-1.8450402|-2.384425|-4.296132|-2.3690443|-2.126016|-2.8473556|-1.8547397|-0.12903716|-0.60510206
3_bear_affirmative,Carol saw a bear at the zoo and it was taller than she expected.,affirmative,it,Car|ol| saw| a| bear| at| the| zoo| and| it| was| taller| than| she| expected|.,-4.5737205|-8.118515|-2.5031025|-8.354843|-4.082434|-0.9232449|-2.9373112|-2.617318|-2.7708468|-0.9811963|-6.213212|-0.064699225|-1.5629711|-4.914132|-0.50209326
3_bear_affirmative,Carol saw a bear at the zoo and it's not a big deal.,affirmative,subj,Car|ol| saw| a| bear| at| the| zoo| and| it|'s| not| a| big| deal|.,-4.573338|-8.112025|-2.5050335|-8.370719|-4.071183|-0.92488575|-2.9096074|-2.6103585|-2.7618525|-4.001436|-3.6150358|-2.38575|-3.1428454|-0.26598376|-1.222347
3_bear_negated,Carol didn't see a bear at the zoo and it was taller than she expected.,negated,it,Car|ol| didn|'t| see| a| bear| at| the| zoo| and| it| was| taller| than| she| expected|.,-4.5725837|-6.225158|-0.34072477|-4.152391|-3.5480413|-7.0187407|-3.4290671|-1.9074064|-3.7997756|-3.9408438|-3.8589907|-1.5208939|-10.569864|-0.14144295|-2.221796|-2.1931555|-0.57188714
3_bear_negated,Carol didn't see a bear at the zoo and it's not a big deal.,negated,subj,Car|ol| didn|'t| see| a| bear| at| the| zoo| and| it|'s| not| a| big| deal|.,-4.574675|-6.2223587|-0.34076703|-4.151343|-3.5489793|-7.0161705|-3.4382632|-1.9057633|-3.8103204|-3.9400866|-3.8716974|-1.7698346|-1.3271286|-2.303476|-2.753457|-0.23769222|-1.0707805
3_bear_know,I know that Carol saw a bear at the zoo. It was taller than she expected.,know,it,I| know| that| Carol| saw| a| bear| at| the| zoo|.| It| was| taller| than| she| expected|.,-4.26245|-2.389793|-10.556177|-7.197231|-2.9841356|-6.730367|-3.557765|-0.9530233|-4.2303843|-1.6972587|-4.1092787|-0.77869874|-6.7612166|-0.042567812|-1.7721443|-5.4116945|-0.5196959
3_bear_know,I know that Carol saw a bear at the zoo. It's not a big deal.,know,subj,I| know| that| Carol| saw| a| bear| at| the| zoo|.| It|'s| not| a| big| deal|.,-4.262303|-2.3906283|-10.522614|-7.201077|-2.9780464|-6.7243743|-3.5591426|-0.9542017|-4.230998|-1.6930002|-4.1060724|-2.3672066|-2.3274658|-1.8763889|-2.1561263|-0.31869152|-0.92889255
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It was taller than she expected.,doubt,it,I| doubt| that| Carol| saw| a| bear| at| the| zoo|.| It| was| taller| than| she| expected|.,-8.071888|-1.919403|-10.999888|-6.7327476|-3.475776|-6.6993847|-3.0709844|-2.056028|-4.952015|-1.1319243|-3.4749293|-1.3426007|-10.551272|-0.13878432|-1.913733|-5.7313848|-0.4771019
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It's not a big deal.,doubt,subj,I| doubt| that| Carol| saw| a| bear| at| the| zoo|.| It|'s| not| a| big| deal|.,-8.072716|-1.9201941|-11.00887|-6.7466288|-3.4757202|-6.682211|-3.0665197|-2.0450506|-4.9339614|-1.1321371|-3.4912639|-1.4767001|-2.395799|-2.4379497|-3.497754|-2.7135997|-0.9167126
3_bear_modal,Carol wants to see a bear at the zoo and it was taller than she expected.,modal,it,Car|ol| wants| to| see| a| bear| at| the| zoo| and| it| was| taller| than| she| expected|.,-4.5748987|-8.483785|-0.49577275|-3.5841541|-3.1413229|-8.210226|-4.5439353|-0.708636|-0.54507214|-3.339456|-4.3858256|-4.173689|-12.258274|-0.079554334|-1.7210819|-1.8998505|-0.53529286
3_bear_modal,Carol wants to see a bear at the zoo and it's not a big deal.,modal,subj,Car|ol| wants| to| see| a| bear| at| the| zoo| and| it|'s| not| a| big| deal|.,-4.5730314|-8.497734|-0.49431482|-3.585568|-3.1381526|-8.205894|-4.547015|-0.70786583|-0.5462041|-3.3371525|-4.3744116|-1.447271|-2.7744915|-2.8126307|-3.0679357|-0.30211285|-1.3343855
3_bear_managed,Carol managed to see a bear at the zoo. It was taller than she expected.,managed,it,Car|ol| managed| to| see| a| bear| at| the| zoo|.| It| was| taller| than| she| expected|.,-4.573055|-9.518673|-0.41315502|-5.890195|-2.6598697|-9.507861|-3.8428075|-1.152171|-2.2554214|-1.7399855|-3.2500386|-0.39139324|-8.087874|-0.058095068|-0.96885353|-3.2980905|-0.8759309
3_bear_managed,Carol managed to see a bear at the zoo. It's not a big deal.,managed,subj,Car|ol| managed| to| see| a| bear| at| the| zoo|.| It|'s| not| a| big| deal|.,-4.573057|-9.514118|-0.41309297|-5.884038|-2.6629071|-9.514626|-3.8497431|-1.1525246|-2.2520332|-1.739433|-3.2529812|-3.3534946|-2.4214277|-2.3299625|-2.3611186|-2.033159|-1.2800883
3_bear_failed,Carol failed to see a bear at the zoo. It was taller than she expected.,failed,it,Car|ol| failed| to| see| a| bear| at| the| zoo|.| It| was| taller| than| she| expected|.,-4.573055|-11.274316|-0.22804217|-3.2228942|-3.7177124|-7.5062866|-3.9733188|-1.1707704|-2.4847593|-1.2150759|-4.4907074|-0.8182732|-9.043501|-0.09792242|-1.776016|-1.7160184|-0.37974122
3_bear_failed,Carol failed to see a bear at the zoo. It's not a big deal.,failed,subj,Car|ol| failed| to| see| a| bear| at| the| zoo|.| It|'s| not| a| big| deal|.,-4.5736217|-11.258106|-0.22919077|-3.2238605|-3.7191095|-7.503285|-3.965358|-1.1696727|-2.4936922|-1.2108058|-4.4598866|-2.4896002|-2.1727476|-2.6921763|-1.8039532|-0.51114804|-0.82952654
4_book_affirmative,Susan published a book and it is a real page-turner.,affirmative,it,Susan| published| a| book| and| it| is| a| real| page|-|turn|er|.,-9.220782|-1.5196934|-1.4366376|-4.9893203|-3.8142498|-1.7421955|-2.2870471|-3.9130664|-1.7069229|-1.1307803|-0.007129074|-0.0043822783|-0.6720305
4_book_affirmative,Susan published a book and it's not a big deal.,affirmative,subj,Susan| published| a| book| and| it|'s| not| a| big| deal|.,-9.220781|-1.5196959|-1.4366376|-5.0002656|-3.8157437|-1.757541|-3.8630226|-1.9548353|-5.439739|-0.5917119|-1.2952391
4_book_negated,Susan didn't publish a book and it is a real page-turner.,negated,it,Susan| didn|'t| publish| a| book| and| it| is| a| real| page|-|turn|er|.,-6.3198085|-0.3331287|-10.207262|-2.580896|-1.9041474|-4.416222|-4.354418|-3.0275817|-2.8930538|-3.6639464|-6.229531|-1.192325|-0.008144095|-0.0067817974|-0.7086372
4_book_negated,Susan didn't publish a book and it's not a big deal.,negated,subj,Susan| didn|'t| publish| a| book| and| it|'s| not| a| big| deal|.,-6.3208404|-0.33623824|-10.227524|-2.575806|-1.9028217|-4.410509|-4.3528647|-1.5355167|-1.8002901|-2.8439631|-2.8311357|-0.42057535|-0.89252913
4_book_know,I know that Susan published a book. It is a real page-turner.,know,it,I| know| that| Susan| published| a| book|.| It| is| a| real| page|-|turn|er|.,-4.262452|-2.3896077|-9.866378|-11.796067|-1.0698076|-1.3287613|-3.1536274|-2.974433|-2.2298024|-2.2145832|-5.0770516|-2.5176451|-0.7831336|-0.008230993|-0.0034828247|-0.65756744
4_book_know,I know that Susan published a book. It's not a big deal.,know,subj,I| know| that| Susan| published| a| book|.| It|'s| not| a| big| deal|.,-4.26222|-2.3898327|-9.869204|-11.80132|-1.07156|-1.3236418|-3.1558692|-2.9655433|-1.3907651|-3.0506387|-1.94403|-3.0241208|-0.7539735|-0.93169385
4_book_doubt,I doubt that Susan published a book. It is a real page-turner.,doubt,it,I| doubt| that| Susan| published| a| book|.| It| is| a| real| page|-|turn|er|.,-8.071987|-1.9223536|-9.430103|-12.702593|-2.6264055|-1.7361708|-2.5030885|-3.4435906|-1.664946|-3.0450156|-4.87294|-3.8831336|-0.4874439|-0.009827725|-0.0015390556|-0.62046194
4_book_doubt,I doubt that Susan published a book. It's not a big deal.,doubt,subj,I| doubt| that| Susan| published| a| book|.| It|'s| not| a| big| deal|.,-8.072716|-1.9201941|-9.42693|-12.708776|-2.6248636|-1.7282104|-2.5057113|-3.4407244|-1.5498836|-2.159289|-3.0183132|-3.6356504|-0.5454071|-1.3105998
4_book_modal,Susan wants to publish a book and it is a real page-turner.,modal,it,Susan| wants| to| publish| a| book| and| it| is| a| real| page|-|turn|er|.,-7.759633|-0.38796014|-7.7542095|-0.9963086|-1.0065958|-3.2455425|-4.816209|-1.6550387|-2.45547|-4.4946675|-4.0098615|-0.9560463|-0.012429843|-0.007573522|-0.5683106
4_book_modal,Susan wants to publish a book and it's not a big deal.,modal,subj,Susan| wants| to| publish| a| book| and| it|'s| not| a| big| deal|.,-7.7607527|-0.38775456|-7.7630954|-0.99689263|-1.0036379|-3.245692|-4.8131886|-1.6474683|-2.8176334|-2.608828|-4.647399|-0.72151047|-1.325629
4_book_managed,Susan managed to write a book. It is a real page-turner.,managed,it,Susan| managed| to| write| a| book|.| It| is| a| real| page|-|turn|er|.,-9.99459|-0.095603295|-6.200098|-1.3641039|-2.8973386|-3.4425738|-2.5856094|-2.3159869|-1.7571869|-4.523743|-1.0591089|-0.65607667|-0.011857943|-0.0023279008|-0.5083791
4_book_managed,Susan managed to write a book. It's not a big deal.,managed,subj,Susan| managed| to| write| a| book|.| It|'s| not| a| big| deal|.,-9.99509|-0.096014984|-6.2017546|-1.364891|-2.8940585|-3.445726|-2.5866456|-1.8668033|-2.607461|-2.0109904|-2.9954932|-1.3810645|-0.9136125
4_book_failed,Susan failed to write a book. It is a real page-turner.,failed,it,Susan| failed| to| write| a| book|.| It| is| a| real| page|-|turn|er|.,-11.023037|-0.21614046|-5.908579|-1.8362072|-2.7473018|-2.3333821|-4.3515124|-2.1277747|-2.3660977|-5.2897105|-4.9103084|-0.70463055|-0.014654832|-0.0039120163|-0.47544348
4_book_failed,Susan failed to write a book. It's not a big deal.,failed,subj,Susan| failed| to| write| a| book|.| It|'s| not| a| big| deal|.,-11.022429|-0.217291|-5.9090834|-1.8291944|-2.7465177|-2.3420923|-4.3644247|-2.0345294|-2.1154146|-2.5237224|-2.199779|-0.2043657|-0.9058488
5_shirt_affirmative,Mary found a shirt at the store and it looks amazing on her.,affirmative,it,Mary| found| a| shirt| at| the| store| and| it| looks| amazing| on| her|.,-7.618597|-2.2553608|-7.88153|-4.8877096|-0.5946271|-4.846481|-1.759874|-3.4710398|-3.9207008|-4.1232104|-1.0158072|-0.306783|-0.57598734
5_shirt_affirmative,Mary found a shirt at the store and it's not a big deal.,affirmative,subj,Mary| found| a| shirt| at| the| store| and| it|'s| not| a| big| deal|.,-7.6194615|-2.2536588|-7.8985147|-4.880945|-0.5955347|-4.8351107|-1.7592362|-3.4575765|-3.2172804|-3.2724824|-2.4850457|-3.249305|-0.2091521|-1.1952845
5_shirt_negated,Mary didn't find a shirt at the store and it looks amazing on her.,negated,it,Mary| didn|'t| find| a| shirt| at| the| store| and| it| looks| amazing| on| her|.,-7.4545236|-0.4543319|-5.800029|-2.949646|-7.886007|-4.8233137|-1.0013117|-2.1780715|-2.865486|-4.657919|-3.6373618|-8.617675|-0.67892385|-0.5011597|-0.8697362
5_shirt_negated,Mary didn't find a shirt at the store and it's not a big deal.,negated,subj,Mary| didn|'t| find| a| shirt| at| the| store| and| it|'s| not| a| big| deal|.,-7.453822|-0.450329|-5.792107|-2.9591074|-7.879896|-4.8296947|-1.0058403|-2.1853483|-2.8693206|-4.651899|-1.5957367|-2.858649|-2.91646|-1.5978929|-0.06679903|-0.9408834
5_shirt_know,I know that Mary found a shirt at the store. It looks amazing on her.,know,it,I| know| that| Mary| found| a| shirt| at| the| store|.| It| looks| amazing| on| her|.,-4.262303|-2.3906283|-9.098566|-6.782751|-2.3369029|-8.136253|-3.5704741|-1.0169363|-3.0423195|-2.6225774|-3.5561838|-4.7287526|-6.75712|-0.52515674|-0.17254534|-0.6779712
5_shirt_know,I know that Mary found a shirt at the store. It's not a big deal.,know,subj,I| know| that| Mary| found| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,-4.262303|-2.3906283|-9.098566|-6.782751|-2.3369029|-8.136253|-3.5704741|-1.0169363|-3.0423195|-2.6225774|-3.5561838|-2.1332822|-2.8321037|-2.155154|-1.9618115|-0.12081259|-1.0820981
5_shirt_doubt,I doubt that Mary found a shirt at the store. It looks amazing on her.,doubt,it,I| doubt| that| Mary| found| a| shirt| at| the| store|.| It| looks| amazing| on| her|.,-8.072134|-1.9202967|-9.083908|-6.645745|-3.5910444|-9.65611|-4.2216344|-1.2462316|-2.7823758|-1.9062271|-3.2269154|-3.4518528|-8.921428|-1.0441484|-1.1614151|-0.75725627
5_shirt_doubt,I doubt that Mary found a shirt at the store. It's not a big deal.,doubt,subj,I| doubt| that| Mary| found| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,-8.071987|-1.9223516|-9.11184|-6.638959|-3.5828772|-9.662708|-4.2115436|-1.2467465|-2.7771964|-1.9157851|-3.2387147|-1.6010485|-2.8438644|-2.5027292|-2.877669|-0.67606574|-1.0023546
5_shirt_modal,Mary wants to find a shirt at the store and it looks amazing on her.,modal,it,Mary| wants| to| find| a| shirt| at| the| store| and| it| looks| amazing| on| her|.,-9.948058|-0.5220028|-4.6778617|-1.3688184|-7.8943152|-5.298203|-1.1782423|-1.9229602|-3.5596397|-4.1716304|-4.9292507|-6.9221015|-0.7109514|-0.25666276|-0.6651827
5_shirt_modal,Mary wants to find a shirt at the store and it's not a big deal.,modal,subj,Mary| wants| to| find| a| shirt| at| the| store| and| it|'s| not| a| big| deal|.,-9.9474945|-0.5222349|-4.67863|-1.3667129|-7.901321|-5.2917|-1.1778669|-1.9078604|-3.5676746|-4.1677437|-2.009565|-2.357555|-3.398496|-2.5337598|-0.14303252|-1.2892618
5_shirt_managed,Mary managed to find a shirt at the store. It looks amazing on her.,managed,it,Mary| managed| to| find| a| shirt| at| the| store|.| It| looks| amazing| on| her|.,-10.077516|-0.2793577|-3.6577919|-1.1026006|-7.0608025|-5.0600824|-0.7269426|-4.782643|-1.9627109|-2.5837314|-6.010051|-5.959026|-0.65347385|-0.22484249|-0.6828805
5_shirt_managed,Mary managed to find a shirt at the store. It's not a big deal.,managed,subj,Mary| managed| to| find| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,-10.076783|-0.2798531|-3.6590066|-1.105511|-7.0614142|-5.0737915|-0.7303846|-4.763753|-1.9647098|-2.565551|-3.2550411|-2.2130692|-2.355494|-1.3457744|-0.19708341|-0.837157
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,Mary| failed| to| find| a| shirt| at| the| store|.| It| looks| amazing| on| her|.,-11.52434|-0.3086112|-4.0497894|-1.3123721|-9.178089|-4.951839|-0.780634|-2.2294533|-1.5842584|-4.611114|-4.673946|-7.0485506|-0.79579675|-3.2554862|-0.39815816
5_shirt_failed,Mary failed to find a shirt at the store. It's not a big deal.,failed,subj,Mary| failed| to| find| a| shirt| at| the| store|.| It|'s| not| a| big| deal|.,-11.52434|-0.3086113|-4.0497894|-1.3123716|-9.178092|-4.9518404|-0.78063637|-2.2294533|-1.5842555|-4.6111107|-2.2193189|-2.2357702|-2.5885878|-1.893052|-0.11142605|-0.6109361
6_rat_affirmative,Carla got a pet rat and it is very noisy at night.,affirmative,it,Car|la| got| a| pet| rat| and| it| is| very| noisy| at| night|.,-4.753476|-7.338558|-2.6492178|-7.8837056|-4.044214|-2.6000922|-3.6933706|-2.9437165|-3.2919364|-6.3059306|-3.2234108|-0.11263224|-0.67908084
6_rat_affirmative,Carla got a pet rat and it's not a big deal.,affirmative,subj,Car|la| got| a| pet| rat| and| it|'s| not| a| big| deal|.,-4.753594|-7.33772|-2.6481204|-7.884859|-4.0257607|-2.6038752|-3.6827817|-1.9154216|-3.9182196|-2.3569171|-3.9257302|-0.1890036|-1.4219692
6_rat_negated,Carla didn't get a pet rat and it is very noisy at night.,negated,it,Car|la| didn|'t| get| a| pet| rat| and| it| is| very| noisy| at| night|.,-4.7539606|-5.876633|-0.28678033|-4.24873|-2.1713912|-8.843692|-5.259292|-4.060241|-4.0484395|-3.1077058|-3.7261913|-9.14724|-2.843745|-0.62423956|-0.93597823
6_rat_negated,Carla didn't get a pet rat and it's not a big deal.,negated,subj,Car|la| didn|'t| get| a| pet| rat| and| it|'s| not| a| big| deal|.,-4.753673|-5.8905973|-0.27998674|-4.2481794|-2.1752117|-8.710665|-5.2522593|-4.0510235|-4.0487165|-1.4761723|-1.5881236|-2.9215338|-3.2869875|-0.14945476|-1.0524385
6_rat_know,I know that Carla got a pet rat. It is very noisy at night.,know,it,I| know| that| Car|la| got| a| pet| rat|.| It| is| very| noisy| at| night|.,-4.262303|-2.3906283|-9.50712|-2.0803363|-5.9947305|-2.0162134|-8.562352|-3.7381382|-2.3559492|-3.0214221|-3.0054648|-3.097709|-6.2224445|-3.8573492|-0.19044821|-0.7482501
6_rat_know,I know that Carla got a pet rat. It's not a big deal.,know,subj,I| know| that| Car|la| got| a| pet| rat|.| It|'s| not| a| big| deal|.,-4.262303|-2.3906283|-9.50712|-2.0803363|-5.9821496|-2.0158198|-8.704704|-3.7516575|-2.3541913|-3.0146708|-1.1922199|-2.8415332|-1.7919835|-2.1098166|-0.1871751|-0.91975796
6_rat_doubt,I doubt that Carla got a pet rat. It is very noisy at night.,doubt,it,I| doubt| that| Car|la| got| a| pet| rat|.| It| is| very| noisy| at| night|.,-8.071987|-1.9223536|-9.485218|-2.0465229|-5.576079|-2.482902|-8.2768955|-4.8414226|-2.152984|-3.393901|-2.938438|-3.436615|-7.3795137|-3.792648|-0.22454318|-1.0166053
6_rat_doubt,I doubt that Carla got a pet rat. It's not a big deal.,doubt,subj,I| doubt| that| Car|la| got| a| pet| rat|.| It|'s| not| a| big| deal|.,-8.071785|-1.9196118|-9.4896555|-2.0361567|-5.578639|-2.4837143|-8.275055|-4.845475|-2.1541846|-3.396889|-1.185487|-2.0003228|-2.6442366|-3.5445395|-0.9188751|-1.298918
6_rat_modal,Carla wants to get a pet rat and it is very noisy at night.,modal,it,Car|la| wants| to| get| a| pet| rat| and| it| is| very| noisy| at| night|.,-4.753594|-8.312481|-0.48608038|-3.4397638|-2.5860846|-4.8119855|-5.458503|-2.8076072|-4.980289|-2.2710218|-4.0178943|-6.633022|-2.5782275|-0.72388184|-0.67254466
6_rat_modal,Carla wants to get a pet rat and it's not a big deal.,modal,subj,Car|la| wants| to| get| a| pet| rat| and| it|'s| not| a| big| deal|.,-4.753594|-8.312481|-0.48608038|-3.4397638|-2.5860846|-4.8119855|-5.458503|-2.8076072|-4.980289|-1.3729086|-2.6535926|-2.596231|-3.6401799|-0.29609418|-1.2694756
