id,sentence,type,pronoun,tokens,log_probs
1_dog_managed,John managed to adopt a dog. It follows him everywhere he goes.,managed,it,John|##managed|##to|##adopt|##a|##dog|.|##It|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-11.285419|-8.785706|-10.6054|-9.889999|-7.1468735|-9.7734375|-15.025482|-10.180641|-10.829422|-7.864479|-15.365128|-13.773022|-9.924812|-11.737862
1_dog_managed,John managed to adopt a dog. It's not a big deal.,managed,subj,John|##managed|##to|##adopt|##a|##dog|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.836182|-11.285419|-8.785706|-10.6054|-9.889999|-7.1468735|-9.7734375|-15.025482|-10.538002|-7.306755|-9.893471|-8.097923|-12.326416|-10.36232|-11.802383
1_dog_failed,John failed to adopt a dog. It follows him everywhere he goes.,failed,it,John|##failed|##to|##adopt|##a|##dog|.|##It|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-10.727524|-9.447151|-10.2348175|-9.941048|-7.031784|-9.605591|-14.684006|-11.318371|-10.425316|-8.15554|-14.383614|-13.234787|-9.835762|-11.672989
1_dog_failed,John failed to adopt a dog. It's not a big deal.,failed,subj,John|##failed|##to|##adopt|##a|##dog|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.836182|-10.727524|-9.447151|-10.2348175|-9.941048|-7.031784|-9.605591|-14.684006|-10.554314|-7.7895966|-9.735069|-7.8729324|-12.864204|-10.167236|-11.731186
2_car_affirmative,Lucy has a car and it has a self-driving mode.,affirmative,it,Lu|cy|##has|##a|##car|##and|##it|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-4.63002|-10.179489|-8.893288|-9.367027|-7.9728928|-7.6519775|-10.161743|-9.002567|-9.669846|-9.189098|-10.179722|-14.372261|-8.296738|-10.087555|-11.888824
2_car_affirmative,Lucy has a car and it's not a big deal.,affirmative,subj,Lu|cy|##has|##a|##car|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-4.63002|-10.179489|-8.893288|-9.367027|-7.9728928|-7.6519775|-10.161743|-10.513664|-7.4263535|-9.527527|-6.581009|-11.986549|-10.468864|-11.959457
2_car_negated,Lucy doesn't have a car and it has a self-driving mode.,negated,it,Lu|cy|##doesn|'t|##have|##a|##car|##and|##it|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-4.63002|-10.179489|-21.336731|-11.470139|-10.719727|-10.524147|-7.575527|-7.418518|-10.916481|-9.649597|-10.058792|-9.698908|-10.528503|-15.050491|-8.533615|-10.158493|-11.781357
2_car_negated,Lucy doesn't have a car and it's not a big deal.,negated,subj,Lu|cy|##doesn|'t|##have|##a|##car|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-4.63002|-10.179489|-21.336731|-11.470139|-10.719727|-10.524147|-7.575527|-7.418518|-10.916481|-10.681595|-7.8014984|-10.27417|-7.3915405|-12.839806|-10.612335|-11.888016
2_car_know,I know that Lucy has a car. It has a self-driving mode.,know,it,I|##know|##that|##Lucy|##has|##a|##car|.|##It|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-7.8412094|-9.225838|-9.50779|-7.802864|-9.970192|-15.154167|-9.181614|-9.477295|-10.062122|-9.286102|-15.208008|-8.353855|-10.464493|-11.77932
2_car_know,I know that Lucy has a car. It's not a big deal.,know,subj,I|##know|##that|##Lucy|##has|##a|##car|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-7.8412094|-9.225838|-9.50779|-7.802864|-9.970192|-15.154167|-10.804832|-7.285698|-9.497681|-6.6715164|-13.189171|-10.157501|-11.813713
2_car_doubt,I doubt that Lucy has a car. It has a self-driving mode.,doubt,it,I|##doubt|##that|##Lucy|##has|##a|##car|.|##It|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-8.288506|-9.386269|-10.084|-7.5975647|-9.850754|-14.948219|-9.235268|-10.008911|-9.623917|-9.677837|-15.435844|-8.288132|-10.157959|-11.703903
2_car_doubt,I doubt that Lucy has a car. It's not a big deal.,doubt,subj,I|##doubt|##that|##Lucy|##has|##a|##car|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-8.288506|-9.386269|-10.084|-7.5975647|-9.850754|-14.948219|-10.742401|-7.56266|-10.284309|-7.3638306|-13.626671|-10.240036|-11.749725
2_car_modal,Lucy wants to have a car and it has a self-driving mode.,modal,it,Lu|cy|##wants|##to|##have|##a|##car|##and|##it|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-4.63002|-10.179489|-12.868443|-9.0731735|-10.147491|-10.021591|-7.3902664|-7.7817|-10.419907|-9.501991|-9.670319|-9.812607|-9.794598|-14.989372|-8.80809|-10.30867|-11.865753
2_car_modal,Lucy wants to have a car and it's not a big deal.,modal,subj,Lu|cy|##wants|##to|##have|##a|##car|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-4.63002|-10.179489|-12.868443|-9.0731735|-10.147491|-10.021591|-7.3902664|-7.7817|-10.419907|-10.434692|-7.045166|-9.661888|-6.448677|-11.821518|-10.717377|-11.932503
2_car_managed,Lucy managed to rent a car. It has a self-driving mode.,managed,it,Lu|cy|##managed|##to|##rent|##a|##car|.|##It|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-4.63002|-10.179489|-12.632149|-9.011948|-10.010258|-9.131248|-8.645477|-10.12487|-15.320686|-9.237312|-9.622406|-10.558739|-9.800865|-15.303604|-8.817551|-10.17527|-11.774612
2_car_managed,Lucy managed to rent a car. It's not a big deal.,managed,subj,Lu|cy|##managed|##to|##rent|##a|##car|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-4.63002|-10.179489|-12.632149|-9.011948|-10.010258|-9.131248|-8.645477|-10.12487|-15.320686|-10.770866|-7.374939|-9.953598|-7.637764|-12.756996|-10.727234|-11.8641205
2_car_failed,Lucy failed to rent a car. It has a self-driving mode.,failed,it,Lu|cy|##failed|##to|##rent|##a|##car|.|##It|##has|##a|##self|-|driving|##mode|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-8.614883|-10.07663|-14.970093|-9.508759|-9.973099|-11.662628|-10.05582|-15.240921|-8.629723|-10.271385|-11.747765
2_car_failed,Lucy failed to rent a car. It's not a big deal.,failed,subj,Lu|cy|##failed|##to|##rent|##a|##car|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-8.614883|-10.07663|-14.970093|-10.819832|-7.985382|-9.9941635|-7.8704987|-13.23201|-10.50679|-11.8186035
3_bear_affirmative,Carol saw a bear at the zoo and it was taller than she expected.,affirmative,it,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##and|##it|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-6.9591064|-9.3419075|-9.475395|-9.492043|-7.5849915|-9.662491|-9.483337|-12.400389|-12.753609|-9.307663|-12.359337|-9.638481|-11.791546
3_bear_affirmative,Carol saw a bear at the zoo and it's not a big deal.,affirmative,subj,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-6.9591064|-9.3419075|-9.475395|-9.492043|-7.5849915|-9.662491|-8.599564|-7.016838|-9.713783|-6.861511|-12.273293|-9.922714|-11.924332
3_bear_negated,Carol didn't see a bear at the zoo and it was taller than she expected.,negated,it,Car|ol|##didn|'t|##see|##a|##bear|##at|##the|##zoo|##and|##it|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-6.9829254|-10.039463|-9.751724|-10.3443985|-7.636429|-9.901581|-9.593849|-11.458508|-12.063057|-9.6766815|-12.340202|-9.65448|-11.758965
3_bear_negated,Carol didn't see a bear at the zoo and it's not a big deal.,negated,subj,Car|ol|##didn|'t|##see|##a|##bear|##at|##the|##zoo|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.575794|-11.467636|-19.95456|-11.389465|-11.906395|-11.023338|-6.9829254|-10.039463|-9.751724|-10.3443985|-7.636429|-9.901581|-10.391693|-8.093689|-10.187325|-7.5168|-13.7432785|-10.059433|-11.859833
3_bear_know,I know that Carol saw a bear at the zoo. It was taller than she expected.,know,it,I|##know|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|.|##It|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-6.824959|-8.936287|-9.644508|-10.505119|-9.632835|-14.479179|-9.312721|-12.527452|-12.280106|-9.302422|-12.839817|-9.648338|-11.737755
3_bear_know,I know that Carol saw a bear at the zoo. It's not a big deal.,know,subj,I|##know|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-9.09985|-12.388634|-10.115463|-6.824959|-8.936287|-9.644508|-10.505119|-9.632835|-14.479179|-10.8686905|-7.372299|-9.921631|-7.2147827|-13.120743|-9.950211|-11.837975
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It was taller than she expected.,doubt,it,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|.|##It|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-9.511082|-12.750679|-10.483658|-6.8839874|-9.581703|-9.762253|-11.03788|-9.923058|-14.91243|-9.658043|-11.404112|-11.955307|-9.381493|-12.226692|-9.660202|-11.687111
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It's not a big deal.,doubt,subj,I|##doubt|##that|##Carol|##saw|##a|##bear|##at|##the|##zoo|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-9.511082|-12.750679|-10.483658|-6.8839874|-9.581703|-9.762253|-11.03788|-9.923058|-14.91243|-10.948616|-7.94648|-10.143997|-7.3560486|-13.465187|-10.0299835|-11.787254
3_bear_modal,Carol wants to see a bear at the zoo and it was taller than she expected.,modal,it,Car|ol|##wants|##to|##see|##a|##bear|##at|##the|##zoo|##and|##it|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-12.906052|-9.328506|-10.860809|-9.735115|-5.7296143|-8.938381|-10.008499|-9.797882|-7.5585556|-9.965843|-8.914383|-12.047329|-11.880905|-9.522591|-12.151131|-9.461044|-11.764183
3_bear_modal,Carol wants to see a bear at the zoo and it's not a big deal.,modal,subj,Car|ol|##wants|##to|##see|##a|##bear|##at|##the|##zoo|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.575794|-11.467636|-12.906052|-9.328506|-10.860809|-9.735115|-5.7296143|-8.938381|-10.008499|-9.797882|-7.5585556|-9.965843|-9.257156|-7.3998566|-9.524612|-7.2934647|-12.787048|-9.974464|-11.887428
3_bear_managed,Carol managed to see a bear at the zoo. It was taller than she expected.,managed,it,Car|ol|##managed|##to|##see|##a|##bear|##at|##the|##zoo|.|##It|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-12.4198475|-9.09539|-11.075119|-10.490982|-6.5681915|-8.913765|-9.475975|-9.1714325|-9.666054|-14.46537|-9.103882|-12.819336|-12.379326|-9.531269|-12.170265|-9.455872|-11.674988
3_bear_managed,Carol managed to see a bear at the zoo. It's not a big deal.,managed,subj,Car|ol|##managed|##to|##see|##a|##bear|##at|##the|##zoo|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.575794|-11.467636|-12.4198475|-9.09539|-11.075119|-10.490982|-6.5681915|-8.913765|-9.475975|-9.1714325|-9.666054|-14.46537|-9.557907|-7.3701706|-9.629906|-6.7010345|-12.629074|-10.1514435|-11.813805
3_bear_failed,Carol failed to see a bear at the zoo. It was taller than she expected.,failed,it,Car|ol|##failed|##to|##see|##a|##bear|##at|##the|##zoo|.|##It|##was|##taller|##than|##she|##expected|.|<|endoftext|>,-5.575794|-11.467636|-11.1721|-9.837456|-11.811836|-10.871498|-6.7199707|-9.387695|-9.651909|-9.552223|-9.73703|-14.617004|-8.99984|-11.940565|-12.0024185|-9.71489|-12.270649|-9.482468|-11.679726
3_bear_failed,Carol failed to see a bear at the zoo. It's not a big deal.,failed,subj,Car|ol|##failed|##to|##see|##a|##bear|##at|##the|##zoo|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.575794|-11.467636|-11.1721|-9.837456|-11.811836|-10.871498|-6.7199707|-9.387695|-9.651909|-9.552223|-9.73703|-14.617004|-10.301071|-8.16716|-10.113365|-7.489647|-13.423767|-10.045914|-11.789871
4_book_affirmative,Susan published a book and it is a real page-turner.,affirmative,it,Susan|##published|##a|##book|##and|##it|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-15.526329|-8.917435|-9.783012|-8.830986|-7.7109222|-10.45871|-8.99662|-9.622589|-8.086983|-9.531319|-13.063114|-17.871346|-12.236191|-9.4515915|-11.767315
4_book_affirmative,Susan published a book and it's not a big deal.,affirmative,subj,Susan|##published|##a|##book|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-15.526329|-8.917435|-9.783012|-8.830986|-7.7109222|-10.45871|-10.558418|-7.1052017|-9.72258|-7.847595|-11.6382065|-10.249161|-11.9389
4_book_negated,Susan didn't publish a book and it is a real page-turner.,negated,it,Susan|##didn|'t|##publish|##a|##book|##and|##it|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-15.526329|-19.091309|-11.20752|-12.689789|-10.690559|-8.928703|-7.6771164|-11.221016|-9.594711|-9.81131|-8.234573|-8.250755|-11.59227|-16.945393|-11.825249|-9.735596|-11.636482
4_book_negated,Susan didn't publish a book and it's not a big deal.,negated,subj,Susan|##didn|'t|##publish|##a|##book|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-15.526329|-19.091309|-11.20752|-12.689789|-10.690559|-8.928703|-7.6771164|-11.221016|-10.347839|-7.207779|-10.092148|-7.75354|-12.58828|-10.264969|-11.805061
4_book_know,I know that Susan published a book. It is a real page-turner.,know,it,I|##know|##that|##Susan|##published|##a|##book|.|##It|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-7.7940903|-9.876778|-9.676697|-9.116203|-9.765968|-14.546848|-9.418793|-9.503357|-7.6634293|-8.544052|-11.559799|-18.15284|-12.328674|-9.605446|-11.772942
4_book_know,I know that Susan published a book. It's not a big deal.,know,subj,I|##know|##that|##Susan|##published|##a|##book|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-7.7940903|-9.876778|-9.676697|-9.116203|-9.765968|-14.546848|-11.056999|-7.301384|-9.600372|-7.817917|-13.095268|-9.954369|-11.89447
4_book_doubt,I doubt that Susan published a book. It is a real page-turner.,doubt,it,I|##doubt|##that|##Susan|##published|##a|##book|.|##It|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.887802|-9.996529|-9.913002|-8.460136|-9.727592|-14.899513|-9.957802|-9.638924|-8.488464|-7.9057693|-11.129494|-17.268715|-12.705772|-9.375748|-11.616318
4_book_doubt,I doubt that Susan published a book. It's not a big deal.,doubt,subj,I|##doubt|##that|##Susan|##published|##a|##book|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.887802|-9.996529|-9.913002|-8.460136|-9.727592|-14.899513|-10.591957|-7.4892654|-9.944305|-8.370834|-13.834473|-9.901901|-11.770531
4_book_modal,Susan wants to publish a book and it is a real page-turner.,modal,it,Susan|##wants|##to|##publish|##a|##book|##and|##it|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-15.526329|-11.029415|-8.827057|-12.578255|-10.229301|-8.469978|-7.6098022|-10.327827|-9.100784|-9.6850815|-7.6951523|-8.535217|-12.228388|-17.584656|-12.10878|-9.863678|-11.666397
4_book_modal,Susan wants to publish a book and it's not a big deal.,modal,subj,Susan|##wants|##to|##publish|##a|##book|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-15.526329|-11.029415|-8.827057|-12.578255|-10.229301|-8.469978|-7.6098022|-10.327827|-10.131561|-7.302246|-9.748047|-6.729698|-12.05909|-10.412231|-11.782074
4_book_managed,Susan managed to write a book. It is a real page-turner.,managed,it,Susan|##managed|##to|##write|##a|##book|.|##It|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-15.526329|-10.520126|-8.924408|-11.5793|-9.46347|-8.427132|-9.8317795|-14.042702|-9.420166|-9.312096|-8.251915|-9.340393|-12.796066|-18.121857|-12.856056|-9.543907|-11.663307
4_book_managed,Susan managed to write a book. It's not a big deal.,managed,subj,Susan|##managed|##to|##write|##a|##book|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-15.526329|-10.520126|-8.924408|-11.5793|-9.46347|-8.427132|-9.8317795|-14.042702|-11.474731|-7.2284546|-9.787506|-7.9265747|-12.859276|-10.535179|-11.790985
4_book_failed,Susan failed to write a book. It is a real page-turner.,failed,it,Susan|##failed|##to|##write|##a|##book|.|##It|##is|##a|##real|##page|-|turn|er|.|<|endoftext|>,-15.526329|-11.188331|-9.426376|-11.36895|-10.482605|-7.792015|-9.702797|-15.320808|-9.250061|-10.019417|-8.732384|-8.503319|-11.504242|-16.888832|-12.790604|-9.33625|-11.573471
4_book_failed,Susan failed to write a book. It's not a big deal.,failed,subj,Susan|##failed|##to|##write|##a|##book|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-15.526329|-11.188331|-9.426376|-11.36895|-10.482605|-7.792015|-9.702797|-15.320808|-10.544327|-7.674431|-10.153778|-8.283569|-13.330338|-10.3159485|-11.713158
5_shirt_affirmative,Mary found a shirt at the store and it looks amazing on her.,affirmative,it,Mary|##found|##a|##shirt|##at|##the|##store|##and|##it|##looks|##amazing|##on|##her|.|<|endoftext|>,-10.308403|-9.916351|-9.499504|-6.441147|-9.925409|-9.661232|-8.668205|-7.7407913|-10.245712|-12.546127|-11.833939|-9.904964|-8.759285|-9.715775|-11.912498
5_shirt_affirmative,Mary found a shirt at the store and it's not a big deal.,affirmative,subj,Mary|##found|##a|##shirt|##at|##the|##store|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.308403|-9.916351|-9.499504|-6.441147|-9.925409|-9.661232|-8.668205|-7.7407913|-10.245712|-9.778862|-7.949745|-8.741516|-6.8721085|-12.243469|-10.240486|-11.888538
5_shirt_negated,Mary didn't find a shirt at the store and it looks amazing on her.,negated,it,Mary|##didn|'t|##find|##a|##shirt|##at|##the|##store|##and|##it|##looks|##amazing|##on|##her|.|<|endoftext|>,-10.308403|-17.81807|-10.875656|-11.930901|-10.169899|-6.6871643|-9.771912|-9.535248|-8.962631|-7.7971344|-10.400345|-13.236664|-11.914253|-8.8196945|-8.507198|-9.562553|-11.822517
5_shirt_negated,Mary didn't find a shirt at the store and it's not a big deal.,negated,subj,Mary|##didn|'t|##find|##a|##shirt|##at|##the|##store|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.308403|-17.81807|-10.875656|-11.930901|-10.169899|-6.6871643|-9.771912|-9.535248|-8.962631|-7.7971344|-10.400345|-10.322205|-7.8635406|-9.082207|-7.2977905|-13.247894|-10.166138|-11.852264
5_shirt_know,I know that Mary found a shirt at the store. It looks amazing on her.,know,it,I|##know|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.1421623|-10.144066|-9.759094|-6.7981415|-9.769985|-9.712013|-9.167534|-9.720291|-14.031303|-12.488342|-12.226257|-10.158443|-8.81937|-9.5609665|-11.766106
5_shirt_know,I know that Mary found a shirt at the store. It's not a big deal.,know,subj,I|##know|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.1421623|-10.144066|-9.759094|-6.7981415|-9.769985|-9.712013|-9.167534|-9.720291|-14.031303|-10.868103|-7.832039|-8.803925|-7.717201|-13.017326|-10.043976|-11.765823
5_shirt_doubt,I doubt that Mary found a shirt at the store. It looks amazing on her.,doubt,it,I|##doubt|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.2260056|-10.314659|-9.826088|-6.6600494|-9.443851|-9.580887|-9.105087|-9.920822|-14.652954|-12.424751|-12.392998|-9.27169|-8.488506|-9.421394|-11.711517
5_shirt_doubt,I doubt that Mary found a shirt at the store. It's not a big deal.,doubt,subj,I|##doubt|##that|##Mary|##found|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.2260056|-10.314659|-9.826088|-6.6600494|-9.443851|-9.580887|-9.105087|-9.920822|-14.652954|-10.809601|-8.189697|-9.001999|-7.4392853|-13.714226|-10.01619|-11.73922
5_shirt_modal,Mary wants to find a shirt at the store and it looks amazing on her.,modal,it,Mary|##wants|##to|##find|##a|##shirt|##at|##the|##store|##and|##it|##looks|##amazing|##on|##her|.|<|endoftext|>,-10.308403|-10.476307|-9.021797|-10.89061|-9.924652|-6.7703094|-8.876472|-9.259628|-8.729256|-7.682907|-9.741127|-12.692711|-11.929981|-9.701714|-8.393959|-9.785866|-11.768562
5_shirt_modal,Mary wants to find a shirt at the store and it's not a big deal.,modal,subj,Mary|##wants|##to|##find|##a|##shirt|##at|##the|##store|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.308403|-10.476307|-9.021797|-10.89061|-9.924652|-6.7703094|-8.876472|-9.259628|-8.729256|-7.682907|-9.741127|-9.817879|-7.8066635|-8.844276|-6.741905|-12.124397|-10.127884|-11.794006
5_shirt_managed,Mary managed to find a shirt at the store. It looks amazing on her.,managed,it,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-10.308403|-11.407476|-9.077629|-10.918663|-10.066353|-6.7066116|-9.451912|-9.071983|-8.450638|-9.801216|-14.384071|-12.867653|-12.464157|-9.535309|-9.127605|-9.785919|-11.758827
5_shirt_managed,Mary managed to find a shirt at the store. It's not a big deal.,managed,subj,Mary|##managed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.308403|-11.407476|-9.077629|-10.918663|-10.066353|-6.7066116|-9.451912|-9.071983|-8.450638|-9.801216|-14.384071|-10.603554|-7.8904495|-8.891441|-7.529152|-12.853035|-10.603485|-11.763733
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|##looks|##amazing|##on|##her|.|<|endoftext|>,-10.308403|-10.7591095|-9.707451|-11.552307|-10.664421|-6.313118|-9.070606|-9.310265|-7.926811|-9.989868|-14.952309|-13.231819|-12.085922|-8.593018|-8.799442|-9.674622|-11.730835
5_shirt_failed,Mary failed to find a shirt at the store. It's not a big deal.,failed,subj,Mary|##failed|##to|##find|##a|##shirt|##at|##the|##store|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.308403|-10.7591095|-9.707451|-11.552307|-10.664421|-6.313118|-9.070606|-9.310265|-7.926811|-9.989868|-14.952309|-10.464767|-8.220802|-9.2985|-8.078407|-13.431358|-10.402512|-11.778336
