id,sentence,type,expected,order,tokens,log_probs,continuation_log_prob,critical_token_idx
1_dog_negation_affirmative_nonref,John doesn't own a dog but he owns a cat. The dog that he liked had been adopted by someone else.,negation_affirmative,1,1,John|##doesn|'t|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-19.123611|-11.048294|-10.977119|-10.625641|-8.453133|-9.207672|-9.916|-12.414696|-9.731247|-9.140751|-9.689957|-10.506393|-8.214462|-7.5513153|-9.979752|-5.3492737|-5.4966354|-8.328888|-12.372803|-11.037796|-9.040825|-9.42297|-10.239716|-11.732773,-117.23078639999999,11
1_dog_negation_affirmative_nonref,John doesn't own a dog but he owns a cat. The cat that he liked had been adopted by someone else.,negation_affirmative,0,1,John|##doesn|'t|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-19.123611|-11.048294|-10.977119|-10.625641|-8.453133|-9.207672|-9.916|-12.414696|-9.731247|-9.140751|-9.689957|-10.506393|-7.2344894|-7.6722565|-9.899849|-5.4619904|-5.5086823|-8.239502|-12.448677|-11.044418|-9.009102|-9.558559|-10.132294|-11.708794,-116.40616960000001,11
1_dog_negation_affirmative_ref,John doesn't own a cat but he owns a dog. His dog follows him everywhere he goes.,negation_affirmative,1,2,John|##doesn|'t|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-19.123611|-11.048294|-10.977119|-10.625641|-8.327316|-9.123398|-9.894653|-12.745018|-9.3643875|-8.639969|-9.554001|-13.947617|-8.012329|-11.970276|-11.96817|-7.298935|-16.28202|-13.50182|-10.040695|-11.768677,-102.575863,11
1_dog_negation_affirmative_ref,John doesn't own a cat but he owns a dog. His cat follows him everywhere he goes.,negation_affirmative,0,2,John|##doesn|'t|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##His|##cat|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-19.123611|-11.048294|-10.977119|-10.625641|-8.327316|-9.123398|-9.894653|-12.745018|-9.3643875|-8.639969|-9.554001|-13.947617|-6.262596|-12.311981|-11.940659|-7.234886|-16.458961|-13.500362|-10.061035|-11.752914,-101.272098,11
1_dog_negation_affirmative_nonref,John doesn't own a cat but he owns a dog. The cat that he liked had been adopted by someone else.,negation_affirmative,1,2,John|##doesn|'t|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-19.123611|-11.048294|-10.977119|-10.625641|-8.327316|-9.123398|-9.894653|-12.745018|-9.3643875|-8.639969|-9.554001|-10.340332|-6.785141|-7.632492|-9.947372|-5.1264954|-5.5417557|-8.197449|-12.424187|-11.028763|-9.041267|-9.399441|-10.140289|-11.708267,-115.1589851,11
1_dog_negation_affirmative_nonref,John doesn't own a cat but he owns a dog. The dog that he liked had been adopted by someone else.,negation_affirmative,0,2,John|##doesn|'t|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-19.123611|-11.048294|-10.977119|-10.625641|-8.327316|-9.123398|-9.894653|-12.745018|-9.3643875|-8.639969|-9.554001|-10.340332|-8.556488|-7.361885|-9.883171|-5.6052704|-5.4955215|-8.227135|-12.332481|-10.960625|-9.064682|-9.445133|-10.071289|-11.716423,-116.89801390000002,11
1_dog_know_doubt_ref,I know that John owns a dog but I doubt that he owns a cat. His dog follows him everywhere he goes.,know_doubt,1,1,I|##know|##that|##John|##owns|##a|##dog|##but|##I|##doubt|##that|##he|##owns|##a|##cat|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.514633|-8.844452|-10.574829|-13.839409|-4.9590454|-9.491058|-13.506275|-8.98394|-9.920048|-9.272278|-13.753647|-7.3745804|-11.897102|-11.540009|-7.6068687|-15.696358|-12.872868|-9.910034|-11.683388,-99.92374509999999,15
1_dog_know_doubt_ref,I know that John owns a dog but I doubt that he owns a cat. His cat follows him everywhere he goes.,know_doubt,0,1,I|##know|##that|##John|##owns|##a|##dog|##but|##I|##doubt|##that|##he|##owns|##a|##cat|.|##His|##cat|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.514633|-8.844452|-10.574829|-13.839409|-4.9590454|-9.491058|-13.506275|-8.98394|-9.920048|-9.272278|-13.753647|-6.3420944|-12.267326|-11.573044|-7.6185303|-16.068474|-12.999683|-9.832596|-11.664276,-99.7276727,15
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that he owns a cat. The cat that he liked had been adopted by someone else.,know_doubt,1,1,I|##know|##that|##John|##owns|##a|##dog|##but|##I|##doubt|##that|##he|##owns|##a|##cat|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.514633|-8.844452|-10.574829|-13.839409|-4.9590454|-9.491058|-13.506275|-8.98394|-9.920048|-9.272278|-10.062202|-6.869919|-7.43454|-9.91494|-5.994423|-5.8751755|-8.154762|-12.40152|-10.757439|-8.623917|-8.637878|-9.649994|-11.635994,-113.6489875,15
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that he owns a cat. The dog that he liked had been adopted by someone else.,know_doubt,0,1,I|##know|##that|##John|##owns|##a|##dog|##but|##I|##doubt|##that|##he|##owns|##a|##cat|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.514633|-8.844452|-10.574829|-13.839409|-4.9590454|-9.491058|-13.506275|-8.98394|-9.920048|-9.272278|-10.062202|-7.5635376|-7.28154|-9.919289|-5.691963|-5.854454|-8.226044|-12.285393|-10.739197|-8.622322|-8.670525|-9.763992|-11.659088,-113.9527366,15
1_dog_know_doubt_ref,I know that John owns a cat but I doubt that he owns a dog. His cat follows him everywhere he goes.,know_doubt,1,2,I|##know|##that|##John|##owns|##a|##cat|##but|##I|##doubt|##that|##he|##owns|##a|##dog|.|##His|##cat|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.7451057|-8.808357|-10.514343|-14.170486|-5.0079956|-9.606873|-13.613411|-8.958031|-10.134422|-9.209053|-13.666626|-6.9318237|-12.542061|-11.67363|-7.611019|-15.98613|-13.009987|-9.772842|-11.651176,-100.4031717,15
1_dog_know_doubt_ref,I know that John owns a cat but I doubt that he owns a dog. His dog follows him everywhere he goes.,know_doubt,0,2,I|##know|##that|##John|##owns|##a|##cat|##but|##I|##doubt|##that|##he|##owns|##a|##dog|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.7451057|-8.808357|-10.514343|-14.170486|-5.0079956|-9.606873|-13.613411|-8.958031|-10.134422|-9.209053|-13.666626|-7.660919|-12.127472|-11.475372|-7.7218857|-15.788506|-13.014469|-9.763733|-11.657501,-100.42803570000001,15
1_dog_know_doubt_nonref,I know that John owns a cat but I doubt that he owns a dog. The dog that he liked had been adopted by someone else.,know_doubt,1,2,I|##know|##that|##John|##owns|##a|##cat|##but|##I|##doubt|##that|##he|##owns|##a|##dog|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.7451057|-8.808357|-10.514343|-14.170486|-5.0079956|-9.606873|-13.613411|-8.958031|-10.134422|-9.209053|-10.172417|-7.821396|-7.088646|-9.814056|-5.9374695|-5.7534256|-8.163887|-12.337616|-10.734436|-8.653732|-8.649094|-9.593491|-11.628212,-113.92871910000001,15
1_dog_know_doubt_nonref,I know that John owns a cat but I doubt that he owns a dog. The cat that he liked had been adopted by someone else.,know_doubt,0,2,I|##know|##that|##John|##owns|##a|##cat|##but|##I|##doubt|##that|##he|##owns|##a|##dog|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.7451057|-8.808357|-10.514343|-14.170486|-5.0079956|-9.606873|-13.613411|-8.958031|-10.134422|-9.209053|-10.172417|-7.2546234|-7.4833374|-10.005524|-5.7529526|-5.8151855|-8.10482|-12.351219|-10.765335|-8.616249|-8.735199|-9.673019|-11.63073,-113.9389339,15
1_dog_doubt_know_ref,I doubt that John owns a dog but I know that he owns a cat. His cat follows him everywhere he goes.,doubt_know,1,1,I|##doubt|##that|##John|##owns|##a|##dog|##but|##I|##know|##that|##he|##owns|##a|##cat|.|##His|##cat|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.161064|-9.069595|-10.442429|-11.519287|-6.5015793|-9.950348|-12.271576|-9.693916|-9.962727|-9.655487|-13.939316|-6.150055|-12.57975|-12.054581|-7.3667717|-16.197525|-13.077618|-10.1271515|-11.761322,-101.1482552,15
1_dog_doubt_know_ref,I doubt that John owns a dog but I know that he owns a cat. His dog follows him everywhere he goes.,doubt_know,0,1,I|##doubt|##that|##John|##owns|##a|##dog|##but|##I|##know|##that|##he|##owns|##a|##cat|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.161064|-9.069595|-10.442429|-11.519287|-6.5015793|-9.950348|-12.271576|-9.693916|-9.962727|-9.655487|-13.939316|-7.217987|-12.1252365|-11.806961|-7.404293|-15.83754|-13.002674|-10.158585|-11.776016,-101.14807950000001,15
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that he owns a cat. The dog that he liked had been adopted by someone else.,doubt_know,1,1,I|##doubt|##that|##John|##owns|##a|##dog|##but|##I|##know|##that|##he|##owns|##a|##cat|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.161064|-9.069595|-10.442429|-11.519287|-6.5015793|-9.950348|-12.271576|-9.693916|-9.962727|-9.655487|-10.399643|-7.610283|-7.373375|-9.875946|-5.8361053|-5.7346725|-8.205673|-12.316437|-10.874992|-8.530914|-8.981209|-10.034744|-11.740494,-115.42948080000001,15
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that he owns a cat. The cat that he liked had been adopted by someone else.,doubt_know,0,1,I|##doubt|##that|##John|##owns|##a|##dog|##but|##I|##know|##that|##he|##owns|##a|##cat|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.161064|-9.069595|-10.442429|-11.519287|-6.5015793|-9.950348|-12.271576|-9.693916|-9.962727|-9.655487|-10.399643|-7.155243|-7.558754|-9.868362|-5.982506|-5.705559|-8.15741|-12.409103|-10.908005|-8.515907|-9.111435|-9.937363|-11.724495,-115.364777,15
1_dog_doubt_know_ref,I doubt that John owns a cat but I know that he owns a dog. His dog follows him everywhere he goes.,doubt_know,1,2,I|##doubt|##that|##John|##owns|##a|##cat|##but|##I|##know|##that|##he|##owns|##a|##dog|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.745468|-9.106094|-10.36557|-11.703728|-6.4990845|-10.010979|-12.621063|-9.35537|-9.6641655|-9.5698395|-13.96595|-7.8028107|-12.243469|-11.924988|-7.445614|-15.862534|-13.108414|-10.066681|-11.753166,-101.9903002,15
1_dog_doubt_know_ref,I doubt that John owns a cat but I know that he owns a dog. His cat follows him everywhere he goes.,doubt_know,0,2,I|##doubt|##that|##John|##owns|##a|##cat|##but|##I|##know|##that|##he|##owns|##a|##dog|.|##His|##cat|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.745468|-9.106094|-10.36557|-11.703728|-6.4990845|-10.010979|-12.621063|-9.35537|-9.6641655|-9.5698395|-13.96595|-6.2466507|-12.541756|-11.925049|-7.420807|-16.082336|-13.147991|-10.051147|-11.739822,-100.9515262,15
1_dog_doubt_know_nonref,I doubt that John owns a cat but I know that he owns a dog. The cat that he liked had been adopted by someone else.,doubt_know,1,2,I|##doubt|##that|##John|##owns|##a|##cat|##but|##I|##know|##that|##he|##owns|##a|##dog|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.745468|-9.106094|-10.36557|-11.703728|-6.4990845|-10.010979|-12.621063|-9.35537|-9.6641655|-9.5698395|-10.352608|-6.8161774|-7.544899|-9.897461|-5.8024673|-5.803398|-8.086327|-12.448296|-10.860786|-8.524826|-8.988518|-9.955353|-11.709671,-114.65095620000001,15
1_dog_doubt_know_nonref,I doubt that John owns a cat but I know that he owns a dog. The dog that he liked had been adopted by someone else.,doubt_know,0,2,I|##doubt|##that|##John|##owns|##a|##cat|##but|##I|##know|##that|##he|##owns|##a|##dog|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.745468|-9.106094|-10.36557|-11.703728|-6.4990845|-10.010979|-12.621063|-9.35537|-9.6641655|-9.5698395|-10.352608|-8.228615|-7.175926|-9.762749|-6.056862|-5.710121|-8.135681|-12.397835|-10.850838|-8.524071|-9.0516205|-9.869324|-11.71386,-115.68609,15
1_dog_affirmative_modal_ref,John owns a dog but he wants to own a cat. His dog follows him everywhere he goes.,affirmative_modal,1,1,John|##owns|##a|##dog|##but|##he|##wants|##to|##own|##a|##cat|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.1224594|-9.357727|-9.897217|-14.3779125|-9.3607025|-10.648933|-9.469917|-10.429878|-9.8880005|-13.770546|-7.761261|-11.824394|-11.778191|-7.4892426|-16.369041|-13.509232|-10.606766|-11.759216,-102.9966741,11
1_dog_affirmative_modal_ref,John owns a dog but he wants to own a cat. His cat follows him everywhere he goes.,affirmative_modal,0,1,John|##owns|##a|##dog|##but|##he|##wants|##to|##own|##a|##cat|.|##His|##cat|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.1224594|-9.357727|-9.897217|-14.3779125|-9.3607025|-10.648933|-9.469917|-10.429878|-9.8880005|-13.770546|-5.49588|-12.1916275|-11.795868|-7.4663696|-16.668098|-13.585651|-10.427994|-11.739876,-101.29003459999998,11
1_dog_affirmative_modal_nonref,John owns a dog but he wants to own a cat. The cat that he liked had been adopted by someone else.,affirmative_modal,1,1,John|##owns|##a|##dog|##but|##he|##wants|##to|##own|##a|##cat|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.1224594|-9.357727|-9.897217|-14.3779125|-9.3607025|-10.648933|-9.469917|-10.429878|-9.8880005|-10.143326|-6.115265|-8.144333|-9.649879|-5.9627533|-5.943329|-8.228203|-12.631561|-11.2107315|-9.189056|-9.141884|-10.374771|-11.686165,-116.62309230000001,11
1_dog_affirmative_modal_nonref,John owns a dog but he wants to own a cat. The dog that he liked had been adopted by someone else.,affirmative_modal,0,1,John|##owns|##a|##dog|##but|##he|##wants|##to|##own|##a|##cat|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.1224594|-9.357727|-9.897217|-14.3779125|-9.3607025|-10.648933|-9.469917|-10.429878|-9.8880005|-10.143326|-7.718651|-8.102806|-9.687546|-5.5062485|-5.8816757|-8.398544|-12.459976|-11.191364|-9.252686|-9.165039|-10.48999|-11.711029,-117.88585269999999,11
1_dog_affirmative_modal_ref,John owns a cat but he wants to own a dog. His cat follows him everywhere he goes.,affirmative_modal,1,2,John|##owns|##a|##cat|##but|##he|##wants|##to|##own|##a|##dog|.|##His|##cat|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.414131|-9.2361145|-9.84111|-14.012697|-9.374069|-10.644508|-9.521492|-10.203064|-9.829468|-13.512039|-6.4051743|-12.458206|-11.878952|-7.3808823|-16.679283|-13.597141|-10.436554|-11.730446,-102.17769959999998,11
1_dog_affirmative_modal_ref,John owns a cat but he wants to own a dog. His dog follows him everywhere he goes.,affirmative_modal,0,2,John|##owns|##a|##cat|##but|##he|##wants|##to|##own|##a|##dog|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.414131|-9.2361145|-9.84111|-14.012697|-9.374069|-10.644508|-9.521492|-10.203064|-9.829468|-13.512039|-7.4046173|-12.015396|-11.714867|-7.5679245|-16.547974|-13.657303|-10.312607|-11.7417755,-102.5621958,11
1_dog_affirmative_modal_nonref,John owns a cat but he wants to own a dog. The dog that he liked had been adopted by someone else.,affirmative_modal,1,2,John|##owns|##a|##cat|##but|##he|##wants|##to|##own|##a|##dog|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.414131|-9.2361145|-9.84111|-14.012697|-9.374069|-10.644508|-9.521492|-10.203064|-9.829468|-10.279915|-7.7432556|-7.980095|-9.811554|-5.9762115|-5.771881|-8.22361|-12.498299|-11.125519|-9.217148|-9.125603|-10.313248|-11.684547,-117.8958071,11
1_dog_affirmative_modal_nonref,John owns a cat but he wants to own a dog. The cat that he liked had been adopted by someone else.,affirmative_modal,0,2,John|##owns|##a|##cat|##but|##he|##wants|##to|##own|##a|##dog|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.414131|-9.2361145|-9.84111|-14.012697|-9.374069|-10.644508|-9.521492|-10.203064|-9.829468|-10.279915|-6.6868362|-8.291824|-9.741997|-5.3040924|-5.824234|-8.279953|-12.442375|-11.195744|-9.260452|-9.218842|-10.413452|-11.687065,-116.76918459999999,11
1_dog_modal_affirmative_ref,John wants to own a dog but he owns a cat. His cat follows him everywhere he goes.,modal_affirmative,1,1,John|##wants|##to|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##His|##cat|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.521652|-9.109871|-10.461464|-12.439041|-9.472748|-10.045803|-9.985168|-14.225113|-6.050453|-12.6310425|-11.666306|-7.5507355|-16.387337|-13.635822|-10.4618225|-11.731636,-102.5937995,11
1_dog_modal_affirmative_ref,John wants to own a dog but he owns a cat. His dog follows him everywhere he goes.,modal_affirmative,0,1,John|##wants|##to|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.521652|-9.109871|-10.461464|-12.439041|-9.472748|-10.045803|-9.985168|-14.225113|-7.6490707|-11.985062|-11.552246|-7.563835|-16.120926|-13.535835|-10.605789|-11.749832,-103.2230447,11
1_dog_modal_affirmative_nonref,John wants to own a dog but he owns a cat. The dog that he liked had been adopted by someone else.,modal_affirmative,1,1,John|##wants|##to|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##The|##dog|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.521652|-9.109871|-10.461464|-12.439041|-9.472748|-10.045803|-9.985168|-10.596642|-7.8039246|-7.808899|-9.64463|-4.922371|-6.015106|-8.366135|-12.525261|-11.093941|-9.228653|-8.931583|-10.466782|-11.701263,-117.38909559999999,11
1_dog_modal_affirmative_nonref,John wants to own a dog but he owns a cat. The cat that he liked had been adopted by someone else.,modal_affirmative,0,1,John|##wants|##to|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##The|##cat|##that|##he|##liked|##had|##been|##adopted|##by|##someone|##else|.|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.521652|-9.109871|-10.461464|-12.439041|-9.472748|-10.045803|-9.985168|-10.596642|-7.023102|-7.9106216|-9.58149|-4.9809494|-6.028145|-8.270294|-12.617714|-11.15461|-9.213356|-8.976776|-10.351746|-11.67765,-116.69061400000001,11
1_dog_modal_affirmative_ref,John wants to own a cat but he owns a dog. His dog follows him everywhere he goes.,modal_affirmative,1,2,John|##wants|##to|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##His|##dog|##follows|##him|##everywhere|##he|##goes|.|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.6102753|-8.965782|-10.408592|-12.904785|-9.201355|-10.307697|-9.875488|-14.385048|-7.9551773|-12.179192|-11.448822|-7.729267|-16.122093|-13.634903|-10.348267|-11.724007,-103.67825730000001,11
