id,sent,expected,tokens,logprobs
1_dog_doubt_doubt_sref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dog is very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-6.956676959991455, -1.6479310989379883, -7.920250415802002, -10.741647720336914, -0.011446635238826275, -1.2181934118270874, -4.729826927185059, -3.309786319732666, -1.89336359500885, -1.8194917440414429, -0.29639554023742676, -6.731001853942871, -1.2323992252349854, -0.004287456162273884, -0.05397249013185501, -0.42586973309516907, -5.073150634765625, -0.14530985057353973, -0.2975190281867981, -3.2916688919067383, -3.1268482208251953, -1.2053252458572388, -5.478455543518066, -3.1269333362579346, -0.017430806532502174, -0.7166692018508911]"
1_dog_doubt_doubt_pref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dogs are very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-6.956676959991455, -1.6479310989379883, -7.920250415802002, -10.741647720336914, -0.011446635238826275, -1.2181934118270874, -4.729826927185059, -3.309786319732666, -1.89336359500885, -1.8194917440414429, -0.29639554023742676, -6.731001853942871, -1.2323992252349854, -0.004287456162273884, -0.05397249013185501, -0.42586973309516907, -5.073150634765625, -0.14530985057353973, -0.2975190281867981, -3.2916688919067383, -5.740484237670898, -1.4365037679672241, -4.996189117431641, -3.2975265979766846, -0.023143529891967773, -0.9042414426803589]"
1_dog_managed_failed_sref,John managed to adopt a dog but Mark failed to adopt a dog. The dog is very cute.,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.851263999938965, -0.5697400569915771, -9.276387214660645, -1.037848949432373, -4.606279373168945, -5.507328987121582, -9.4570951461792, -5.704054832458496, -1.078480839729309, -2.845906972885132, -0.5364719033241272, -0.8338030576705933, -0.7858344912528992, -2.7930572032928467, -2.8893229961395264, -2.748976230621338, -3.4813921451568604, -2.9025933742523193, -0.032900188118219376, -0.9971175789833069]"
1_dog_managed_failed_pref,John managed to adopt a dog but Mark failed to adopt a dog. The dogs are very cute.,0,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.851263999938965, -0.5697400569915771, -9.276387214660645, -1.037848949432373, -4.606279373168945, -5.507328987121582, -9.4570951461792, -5.704054832458496, -1.078480839729309, -2.845906972885132, -0.5364719033241272, -0.8338030576705933, -0.7858344912528992, -2.7930572032928467, -4.681401252746582, -2.579606533050537, -3.6594460010528564, -3.6967968940734863, -0.03339111804962158, -1.0747137069702148]"
1_dog_two_failed_sref,John managed to adopt two dogs but Mark failed to adopt a dog. The dog is very cute.,0,▁John|▁managed|▁to|▁adopt|▁two|▁dogs|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.851263999938965, -0.5697400569915771, -9.276387214660645, -4.361001014709473, -3.2971749305725098, -5.686354637145996, -9.766142845153809, -6.148075103759766, -0.8993232250213623, -2.308511734008789, -1.2356759309768677, -0.5199503898620605, -0.947091817855835, -2.8384995460510254, -4.276188850402832, -3.2833545207977295, -3.6103932857513428, -2.929072618484497, -0.03624197095632553, -1.305994987487793]"
1_dog_two_failed_pref,John managed to adopt two dogs but Mark failed to adopt a dog. The dogs are very cute.,1,▁John|▁managed|▁to|▁adopt|▁two|▁dogs|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.851263999938965, -0.5697400569915771, -9.276387214660645, -4.361001014709473, -3.2971749305725098, -5.686354637145996, -9.766142845153809, -6.148075103759766, -0.8993232250213623, -2.308511734008789, -1.2356759309768677, -0.5199503898620605, -0.947091817855835, -2.8384995460510254, -3.236938714981079, -2.4980976581573486, -3.608004331588745, -3.3764994144439697, -0.022030740976333618, -1.2724390029907227]"
1_dog_managed_managed_sref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dog is very cute.,0,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.851263999938965, -0.5697400569915771, -9.276387214660645, -1.037848949432373, -4.606279373168945, -2.7538154125213623, -10.819757461547852, -2.9252712726593018, -0.02245744876563549, -1.8073582649230957, -0.3276783525943756, -3.0706629753112793, -3.213243007659912, -0.05536538362503052, -0.4825176000595093, -2.966301441192627, -1.7056828737258911, -2.365818977355957, -3.6680450439453125, -2.310281276702881, -0.027406293898820877, -1.3349114656448364]"
1_dog_managed_managed_pref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dogs are very cute.,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.851263999938965, -0.5697400569915771, -9.276387214660645, -1.037848949432373, -4.606279373168945, -2.7538154125213623, -10.819757461547852, -2.9252712726593018, -0.02245744876563549, -1.8073582649230957, -0.3276783525943756, -3.0706629753112793, -3.213243007659912, -0.05536538362503052, -0.4825176000595093, -2.966301441192627, -2.209291458129883, -1.5673578977584839, -3.3291444778442383, -2.478865623474121, -0.015142135322093964, -1.3286552429199219]"
1_dog_failed_managed_sref,John failed to adopt a dog but Mark managed to adopt a dog. The dog is very cute.,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.461344718933105, -1.385539174079895, -8.073951721191406, -1.6283528804779053, -4.576984405517578, -5.2645263671875, -10.327640533447266, -4.159404754638672, -0.03831508010625839, -2.048582077026367, -0.8943449258804321, -1.8553460836410522, -1.662528157234192, -2.7093262672424316, -1.0492799282073975, -2.065415143966675, -3.147615432739258, -2.004610061645508, -0.014880259521305561, -1.257319450378418]"
1_dog_failed_managed_pref,John failed to adopt a dog but Mark managed to adopt a dog. The dogs are very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.461344718933105, -1.385539174079895, -8.073951721191406, -1.6283528804779053, -4.576984405517578, -5.2645263671875, -10.327640533447266, -4.159404754638672, -0.03831508010625839, -2.048582077026367, -0.8943449258804321, -1.8553460836410522, -1.662528157234192, -2.7093262672424316, -4.557736396789551, -2.043471097946167, -3.203413963317871, -2.4341771602630615, -0.012322014197707176, -1.1857447624206543]"
1_dog_failed_two_sref,John failed to adopt a dog but Mark managed to adopt two dogs. The dog is very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁two|▁dogs|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.461344718933105, -1.385539174079895, -8.073951721191406, -1.6283528804779053, -4.576984405517578, -5.2645263671875, -10.327640533447266, -4.159404754638672, -0.03831508010625839, -2.048582077026367, -1.8452249765396118, -1.6349385976791382, -1.4047527313232422, -2.7246193885803223, -4.328065872192383, -3.586862564086914, -3.055586814880371, -2.4857089519500732, -0.028983741998672485, -1.5117335319519043]"
1_dog_failed_two_pref,John failed to adopt a dog but Mark managed to adopt two dogs. The dogs are very cute.,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁two|▁dogs|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.461344718933105, -1.385539174079895, -8.073951721191406, -1.6283528804779053, -4.576984405517578, -5.2645263671875, -10.327640533447266, -4.159404754638672, -0.03831508010625839, -2.048582077026367, -1.8452249765396118, -1.6349385976791382, -1.4047527313232422, -2.7246193885803223, -2.080733299255371, -1.7663323879241943, -3.2461466789245605, -2.376734972000122, -0.012299523688852787, -1.5653071403503418]"
1_dog_failed_failed_sref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dog is very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.461344718933105, -1.385539174079895, -8.073951721191406, -1.6283528804779053, -4.576984405517578, -3.206101417541504, -10.263165473937988, -4.394082069396973, -0.10837596654891968, -1.9018229246139526, -0.13472963869571686, -2.688649892807007, -4.516429424285889, -0.5248806476593018, -0.39093324542045593, -2.9013471603393555, -3.0842926502227783, -2.7975640296936035, -3.906672239303589, -2.662947654724121, -0.028453104197978973, -1.3063364028930664]"
1_dog_failed_failed_pref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dogs are very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.461344718933105, -1.385539174079895, -8.073951721191406, -1.6283528804779053, -4.576984405517578, -3.206101417541504, -10.263165473937988, -4.394082069396973, -0.10837596654891968, -1.9018229246139526, -0.13472963869571686, -2.688649892807007, -4.516429424285889, -0.5248806476593018, -0.39093324542045593, -2.9013471603393555, -4.430446624755859, -2.649174213409424, -4.062394142150879, -3.0237183570861816, -0.025588873773813248, -1.3921520709991455]"
2_car_affirmative_negation_sref,Lucy has a car but Ethan doesn't have a car. The car has a self-driving mode.,1,▁Lucy|▁has|▁a|▁car|▁but|▁Eth|an|▁doesn|'|t|▁have|▁a|▁car|.|▁The|▁car|▁has|▁a|▁self|-|d|riv|ing|▁mode|.,"[-4.836464881896973, -2.599797248840332, -7.117280960083008, -5.067782402038574, -8.835566520690918, -0.14463357627391815, -1.4606549739837646, -0.6499995589256287, -0.00041786045767366886, -2.892857313156128, -0.88164222240448, -0.7485750317573547, -0.775467038154602, -3.413726329803467, -2.3991663455963135, -3.217188835144043, -1.3303396701812744, -7.378826141357422, -0.3239980936050415, -0.390491247177124, -0.0016299308044835925, -0.0019966682884842157, -1.3897563219070435, -1.463525414466858]"
2_car_affirmative_negation_pref,Lucy has a car but Ethan doesn't have a car. The cars have a self-driving mode.,0,▁Lucy|▁has|▁a|▁car|▁but|▁Eth|an|▁doesn|'|t|▁have|▁a|▁car|.|▁The|▁cars|▁have|▁a|▁self|-|d|riv|ing|▁mode|.,"[-4.836464881896973, -2.599797248840332, -7.117280960083008, -5.067782402038574, -8.835566520690918, -0.14463357627391815, -1.4606549739837646, -0.6499995589256287, -0.00041786045767366886, -2.892857313156128, -0.88164222240448, -0.7485750317573547, -0.775467038154602, -3.413726329803467, -5.645504951477051, -2.9826879501342773, -2.1965532302856445, -8.207145690917969, -0.36561572551727295, -0.4413062334060669, -0.002380277728661895, -0.0020548435859382153, -1.4868189096450806, -1.5874918699264526]"
2_car_two_negation_sref,Lucy has two cars but Ethan doesn't have a car. The car has a self-driving mode.,0,▁Lucy|▁has|▁two|▁cars|▁but|▁Eth|an|▁doesn|'|t|▁have|▁a|▁car|.|▁The|▁car|▁has|▁a|▁self|-|d|riv|ing|▁mode|.,"[-4.836464881896973, -5.745792865753174, -8.17016887664795, -4.400665760040283, -11.11452865600586, -0.2652397155761719, -2.7585418224334717, -0.6456406712532043, -0.00017927470616996288, -1.5346444845199585, -1.0012696981430054, -0.48389384150505066, -0.7016193866729736, -3.259833574295044, -2.7561614513397217, -3.7337591648101807, -1.3844778537750244, -7.656899452209473, -0.31642797589302063, -0.7247540354728699, -0.005542269442230463, -0.0032583975698798895, -1.6562480926513672, -1.1806854009628296]"
