id,sent,expected,tokens,logprobs
1_dog_negation_negation_sref,John doesn't own a dog and Mark doesn't own a dog either. The dog is very cute.,0,▁John|▁doesn|'|t|▁own|▁a|▁dog|▁and|▁Mark|▁doesn|'|t|▁own|▁a|▁dog|▁either|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-8.435867309570312, -0.7719582319259644, -0.0005440423847176135, -5.909218788146973, -1.2280696630477905, -4.275909423828125, -2.9209647178649902, -7.892024040222168, -1.6790512800216675, -0.004667577799409628, -0.00036399890086613595, -0.5765763521194458, -0.07522983103990555, -1.6574705839157104, -3.137479066848755, -0.4632466733455658, -3.5770225524902344, -3.4096179008483887, -1.7306746244430542, -4.031319618225098, -4.224397659301758, -0.07665572315454483, -0.9801756143569946]"
1_dog_negation_negation_pref,John doesn't own a dog and Mark doesn't own a dog either. The dogs are very cute.,0,▁John|▁doesn|'|t|▁own|▁a|▁dog|▁and|▁Mark|▁doesn|'|t|▁own|▁a|▁dog|▁either|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-8.435867309570312, -0.7719582319259644, -0.0005440423847176135, -5.909218788146973, -1.2280696630477905, -4.275909423828125, -2.9209647178649902, -7.892024040222168, -1.6790512800216675, -0.004667577799409628, -0.00036399890086613595, -0.5765763521194458, -0.07522983103990555, -1.6574705839157104, -3.137479066848755, -0.4632466733455658, -3.5770225524902344, -4.244844913482666, -1.350481629371643, -4.119077682495117, -4.154421806335449, -0.05627844110131264, -0.9547401070594788]"
1_dog_know_doubt_sref,I know that John owns a dog but I doubt that Mark owns a dog. The dog is very cute.,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-3.9444615840911865, -2.1107523441314697, -7.705427169799805, -8.179044723510742, -0.009363308548927307, -1.1002339124679565, -4.964204788208008, -3.9463348388671875, -0.9310741424560547, -5.787624359130859, -0.9191660284996033, -8.67323112487793, -1.7990678548812866, -0.00814745668321848, -0.4753578007221222, -0.4974890351295471, -0.6496301293373108, -3.9509220123291016, -3.310274600982666, -1.3477040529251099, -4.005375862121582, -2.952646255493164, -0.02418631687760353, -0.7027887105941772]"
1_dog_know_doubt_pref,I know that John owns a dog but I doubt that Mark owns a dog. The dogs are very cute.,0,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-3.9444615840911865, -2.1107523441314697, -7.705427169799805, -8.179044723510742, -0.009363308548927307, -1.1002339124679565, -4.964204788208008, -3.9463348388671875, -0.9310741424560547, -5.787624359130859, -0.9191660284996033, -8.67323112487793, -1.7990678548812866, -0.00814745668321848, -0.4753578007221222, -0.4974890351295471, -0.6496301293373108, -3.9509220123291016, -4.606988430023193, -1.3787299394607544, -3.876244306564331, -3.0591654777526855, -0.014280387200415134, -0.7014967203140259]"
1_dog_two_doubt_sref,I know that John owns two dogs but I doubt that Mark owns a dog. The dog is very cute.,0,▁I|▁know|▁that|▁John|▁own|s|▁two|▁dogs|▁but|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-3.9444615840911865, -2.1107523441314697, -7.705427169799805, -8.179044723510742, -0.009363308548927307, -4.6151814460754395, -3.667184829711914, -4.426174163818359, -1.23435378074646, -6.0686421394348145, -0.8920857906341553, -8.751337051391602, -1.640982747077942, -0.009511511772871017, -1.3942028284072876, -0.7742611169815063, -0.605126142501831, -3.906230926513672, -4.239804267883301, -1.4202392101287842, -4.00374698638916, -3.2104504108428955, -0.031093081459403038, -0.5979853272438049]"
1_dog_two_doubt_pref,I know that John owns two dogs but I doubt that Mark owns a dog. The dogs are very cute.,1,▁I|▁know|▁that|▁John|▁own|s|▁two|▁dogs|▁but|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-3.9444615840911865, -2.1107523441314697, -7.705427169799805, -8.179044723510742, -0.009363308548927307, -4.6151814460754395, -3.667184829711914, -4.426174163818359, -1.23435378074646, -6.0686421394348145, -0.8920857906341553, -8.751337051391602, -1.640982747077942, -0.009511511772871017, -1.3942028284072876, -0.7742611169815063, -0.605126142501831, -3.906230926513672, -3.840322494506836, -1.1405258178710938, -3.991851806640625, -3.1492795944213867, -0.017465481534600258, -0.737031102180481]"
1_dog_know_know_sref,I know that John owns a dog and I know that Mark owns a dog as well. The dog is very cute.,0,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-3.9444615840911865, -2.1107523441314697, -7.705427169799805, -8.179044723510742, -0.009363308548927307, -1.1002339124679565, -4.964204788208008, -2.156773567199707, -2.0829858779907227, -1.4140146970748901, -0.2671922743320465, -6.879916191101074, -1.1274025440216064, -0.0046497792936861515, -0.06135587766766548, -0.5027240514755249, -4.99992036819458, -0.07239367067813873, -0.4773026406764984, -3.756165027618408, -3.352403163909912, -1.9708101749420166, -4.382812976837158, -2.7201132774353027, -0.017558256164193153, -1.062444806098938]"
1_dog_know_know_pref,I know that John owns a dog and I know that Mark owns a dog as well. The dogs are very cute.,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-3.9444615840911865, -2.1107523441314697, -7.705427169799805, -8.179044723510742, -0.009363308548927307, -1.1002339124679565, -4.964204788208008, -2.156773567199707, -2.0829858779907227, -1.4140146970748901, -0.2671922743320465, -6.879916191101074, -1.1274025440216064, -0.0046497792936861515, -0.06135587766766548, -0.5027240514755249, -4.99992036819458, -0.07239367067813873, -0.4773026406764984, -3.756165027618408, -3.859938144683838, -1.1007742881774902, -3.8906774520874023, -3.675225257873535, -0.012847509235143661, -1.128186583518982]"
1_dog_doubt_know_sref,I doubt that John owns a dog but I know that Mark owns a dog. The dog is very cute.,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-7.04864501953125, -1.5054593086242676, -7.482346534729004, -9.105931282043457, -0.014287438243627548, -1.1521974802017212, -4.666149616241455, -4.037587642669678, -1.7557520866394043, -2.91902756690979, -1.2819675207138062, -7.102132797241211, -2.4939000606536865, -0.004116395954042673, -0.45871543884277344, -0.5579853057861328, -0.6026502251625061, -3.9611098766326904, -2.820612668991089, -1.2241441011428833, -3.9774019718170166, -2.840867042541504, -0.018783550709486008, -0.6289597153663635]"
1_dog_doubt_know_pref,I doubt that John owns a dog but I know that Mark owns a dog. The dogs are very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-7.04864501953125, -1.5054593086242676, -7.482346534729004, -9.105931282043457, -0.014287438243627548, -1.1521974802017212, -4.666149616241455, -4.037587642669678, -1.7557520866394043, -2.91902756690979, -1.2819675207138062, -7.102132797241211, -2.4939000606536865, -0.004116395954042673, -0.45871543884277344, -0.5579853057861328, -0.6026502251625061, -3.9611098766326904, -3.822213888168335, -1.207603096961975, -3.7451534271240234, -3.5201475620269775, -0.01134009100496769, -0.5931249856948853]"
1_dog_doubt_two_sref,I doubt that John owns a dog but I know that Mark owns two dogs. The dog is very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁Mark|▁own|s|▁two|▁dogs|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-7.04864501953125, -1.5054593086242676, -7.482346534729004, -9.105931282043457, -0.014287438243627548, -1.1521974802017212, -4.666149616241455, -4.037587642669678, -1.7557520866394043, -2.91902756690979, -1.2819675207138062, -7.102132797241211, -2.4939000606536865, -0.004116395954042673, -3.1261138916015625, -1.4239753484725952, -0.7120469212532043, -3.8912529945373535, -3.908536195755005, -1.7691980600357056, -4.232552528381348, -3.470381498336792, -0.036263469606637955, -0.5715023875236511]"
1_dog_doubt_two_pref,I doubt that John owns a dog but I know that Mark owns two dogs. The dogs are very cute.,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁Mark|▁own|s|▁two|▁dogs|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-7.04864501953125, -1.5054593086242676, -7.482346534729004, -9.105931282043457, -0.014287438243627548, -1.1521974802017212, -4.666149616241455, -4.037587642669678, -1.7557520866394043, -2.91902756690979, -1.2819675207138062, -7.102132797241211, -2.4939000606536865, -0.004116395954042673, -3.1261138916015625, -1.4239753484725952, -0.7120469212532043, -3.8912529945373535, -2.84377121925354, -0.8541370630264282, -3.800389289855957, -2.997152328491211, -0.01332555990666151, -0.6876241564750671]"
1_dog_doubt_doubt_sref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dog is very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-7.04864501953125, -1.5054593086242676, -7.482346534729004, -9.105931282043457, -0.014287438243627548, -1.1521974802017212, -4.666149616241455, -3.5592150688171387, -1.7345705032348633, -1.8618589639663696, -0.2528335750102997, -7.110626697540283, -1.7193523645401, -0.005239920224994421, -0.09068874269723892, -0.4917742609977722, -4.857728004455566, -0.18948331475257874, -0.2808356285095215, -3.9014294147491455, -4.303852081298828, -1.5158472061157227, -4.1454267501831055, -3.4811530113220215, -0.03515184298157692, -1.2266976833343506]"
1_dog_doubt_doubt_pref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dogs are very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-7.04864501953125, -1.5054593086242676, -7.482346534729004, -9.105931282043457, -0.014287438243627548, -1.1521974802017212, -4.666149616241455, -3.5592150688171387, -1.7345705032348633, -1.8618589639663696, -0.2528335750102997, -7.110626697540283, -1.7193523645401, -0.005239920224994421, -0.09068874269723892, -0.4917742609977722, -4.857728004455566, -0.18948331475257874, -0.2808356285095215, -3.9014294147491455, -4.855785369873047, -1.401935338973999, -4.320657730102539, -3.2704474925994873, -0.02487912029027939, -1.232795000076294]"
1_dog_managed_failed_sref,John managed to adopt a dog but Mark failed to adopt a dog. The dog is very cute.,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.726436614990234, -0.42341578006744385, -9.099030494689941, -1.3089936971664429, -4.298281669616699, -5.642050743103027, -8.834673881530762, -6.143138408660889, -0.8030049204826355, -1.8866112232208252, -0.674647867679596, -0.745509684085846, -0.9453096985816956, -2.717344045639038, -2.800802230834961, -3.0776281356811523, -3.6237359046936035, -2.0080156326293945, -0.01609218120574951, -1.780013084411621]"
1_dog_managed_failed_pref,John managed to adopt a dog but Mark failed to adopt a dog. The dogs are very cute.,0,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.726436614990234, -0.42341578006744385, -9.099030494689941, -1.3089936971664429, -4.298281669616699, -5.642050743103027, -8.834673881530762, -6.143138408660889, -0.8030049204826355, -1.8866112232208252, -0.674647867679596, -0.745509684085846, -0.9453096985816956, -2.717344045639038, -4.504697799682617, -2.3565526008605957, -3.550323724746704, -2.8655223846435547, -0.019567903131246567, -1.4769165515899658]"
1_dog_two_failed_sref,John managed to adopt two dogs but Mark failed to adopt a dog. The dog is very cute.,0,▁John|▁managed|▁to|▁adopt|▁two|▁dogs|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.726436614990234, -0.42341578006744385, -9.099030494689941, -3.511035442352295, -4.357222557067871, -6.226402282714844, -9.167360305786133, -6.708087921142578, -0.5077071785926819, -1.245742678642273, -1.3033114671707153, -0.5970345139503479, -1.0112475156784058, -2.679377317428589, -4.220067024230957, -3.419875144958496, -3.8129258155822754, -1.9728776216506958, -0.018085690215229988, -2.219517230987549]"
1_dog_two_failed_pref,John managed to adopt two dogs but Mark failed to adopt a dog. The dogs are very cute.,1,▁John|▁managed|▁to|▁adopt|▁two|▁dogs|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.726436614990234, -0.42341578006744385, -9.099030494689941, -3.511035442352295, -4.357222557067871, -6.226402282714844, -9.167360305786133, -6.708087921142578, -0.5077071785926819, -1.245742678642273, -1.3033114671707153, -0.5970345139503479, -1.0112475156784058, -2.679377317428589, -2.832122564315796, -2.167471408843994, -3.177732467651367, -2.8458163738250732, -0.02383507788181305, -1.794785737991333]"
1_dog_managed_managed_sref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dog is very cute.,0,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.726436614990234, -0.42341578006744385, -9.099030494689941, -1.3089936971664429, -4.298281669616699, -2.5433108806610107, -9.890392303466797, -3.9287405014038086, -0.022933607921004295, -1.3090848922729492, -0.25591719150543213, -2.1317617893218994, -2.957362174987793, -0.028888778761029243, -0.39018869400024414, -2.946650505065918, -3.030167579650879, -3.054849624633789, -3.493178367614746, -1.9634743928909302, -0.014783242717385292, -1.7521746158599854]"
1_dog_managed_managed_pref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dogs are very cute.,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.726436614990234, -0.42341578006744385, -9.099030494689941, -1.3089936971664429, -4.298281669616699, -2.5433108806610107, -9.890392303466797, -3.9287405014038086, -0.022933607921004295, -1.3090848922729492, -0.25591719150543213, -2.1317617893218994, -2.957362174987793, -0.028888778761029243, -0.39018869400024414, -2.946650505065918, -1.9077337980270386, -1.6408178806304932, -3.001903533935547, -2.8200416564941406, -0.01689177379012108, -1.7186744213104248]"
1_dog_failed_managed_sref,John failed to adopt a dog but Mark managed to adopt a dog. The dog is very cute.,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-11.935731887817383, -0.45790183544158936, -8.331999778747559, -1.8998597860336304, -6.0553297996521, -5.747164249420166, -9.878144264221191, -5.2783074378967285, -0.09817999601364136, -1.5461684465408325, -0.8931177258491516, -0.9908961653709412, -1.5293328762054443, -3.1336798667907715, -1.9164135456085205, -1.9473669528961182, -3.123565673828125, -2.1669719219207764, -0.01681511290371418, -1.4387190341949463]"
1_dog_failed_managed_pref,John failed to adopt a dog but Mark managed to adopt a dog. The dogs are very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-11.935731887817383, -0.45790183544158936, -8.331999778747559, -1.8998597860336304, -6.0553297996521, -5.747164249420166, -9.878144264221191, -5.2783074378967285, -0.09817999601364136, -1.5461684465408325, -0.8931177258491516, -0.9908961653709412, -1.5293328762054443, -3.1336798667907715, -4.693424224853516, -1.8133071660995483, -2.7643582820892334, -3.169072151184082, -0.017032066360116005, -1.170982837677002]"
1_dog_failed_two_sref,John failed to adopt a dog but Mark managed to adopt two dogs. The dog is very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁two|▁dogs|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-11.935731887817383, -0.45790183544158936, -8.331999778747559, -1.8998597860336304, -6.0553297996521, -5.747164249420166, -9.878144264221191, -5.2783074378967285, -0.09817999601364136, -1.5461684465408325, -2.048508405685425, -1.437131643295288, -1.4869166612625122, -3.0435476303100586, -4.030510902404785, -3.5272226333618164, -3.1425325870513916, -2.980597734451294, -0.028812337666749954, -1.6429157257080078]"
1_dog_failed_two_pref,John failed to adopt a dog but Mark managed to adopt two dogs. The dogs are very cute.,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁two|▁dogs|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-11.935731887817383, -0.45790183544158936, -8.331999778747559, -1.8998597860336304, -6.0553297996521, -5.747164249420166, -9.878144264221191, -5.2783074378967285, -0.09817999601364136, -1.5461684465408325, -2.048508405685425, -1.437131643295288, -1.4869166612625122, -3.0435476303100586, -2.456488847732544, -1.4958914518356323, -2.977998971939087, -2.615051507949829, -0.017481647431850433, -1.5811026096343994]"
1_dog_failed_failed_sref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dog is very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-11.935731887817383, -0.45790183544158936, -8.331999778747559, -1.8998597860336304, -6.0553297996521, -2.8550667762756348, -9.053665161132812, -4.071836948394775, -0.09817740321159363, -1.5379033088684082, -0.145551860332489, -1.0812209844589233, -4.717939376831055, -0.32030171155929565, -0.4079510271549225, -2.8933494091033936, -3.1700336933135986, -3.1229500770568848, -3.887282371520996, -1.8084869384765625, -0.017067458480596542, -1.730548620223999]"
1_dog_failed_failed_pref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dogs are very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-11.935731887817383, -0.45790183544158936, -8.331999778747559, -1.8998597860336304, -6.0553297996521, -2.8550667762756348, -9.053665161132812, -4.071836948394775, -0.09817740321159363, -1.5379033088684082, -0.145551860332489, -1.0812209844589233, -4.717939376831055, -0.32030171155929565, -0.4079510271549225, -2.8933494091033936, -3.863447427749634, -2.525935173034668, -3.895594358444214, -1.8756712675094604, -0.017331575974822044, -1.7296569347381592]"
2_car_affirmative_negation_sref,Lucy has a car but Ethan doesn't have a car. The car has a self-driving mode.,1,▁Lucy|▁has|▁a|▁car|▁but|▁Eth|an|▁doesn|'|t|▁have|▁a|▁car|.|▁The|▁car|▁has|▁a|▁self|-|d|riv|ing|▁mode|.,"[-4.921876907348633, -2.519040584564209, -7.012787342071533, -4.895688056945801, -8.747559547424316, -0.23221057653427124, -1.146567463874817, -0.7095505595207214, -6.758938252460212e-05, -2.4514098167419434, -0.7674033045768738, -0.7099068760871887, -1.0864170789718628, -3.55387544631958, -3.3655059337615967, -3.280484199523926, -1.3379216194152832, -8.08786678314209, -0.3159828186035156, -1.3017100095748901, -0.014280387200415134, -0.0011212497483938932, -2.2942581176757812, -1.5625479221343994]"
2_car_affirmative_negation_pref,Lucy has a car but Ethan doesn't have a car. The cars have a self-driving mode.,0,▁Lucy|▁has|▁a|▁car|▁but|▁Eth|an|▁doesn|'|t|▁have|▁a|▁car|.|▁The|▁cars|▁have|▁a|▁self|-|d|riv|ing|▁mode|.,"[-4.921876907348633, -2.519040584564209, -7.012787342071533, -4.895688056945801, -8.747559547424316, -0.23221057653427124, -1.146567463874817, -0.7095505595207214, -6.758938252460212e-05, -2.4514098167419434, -0.7674033045768738, -0.7099068760871887, -1.0864170789718628, -3.55387544631958, -6.0658111572265625, -3.012160062789917, -2.0816121101379395, -7.957479476928711, -0.38290366530418396, -1.1660150289535522, -0.007209713105112314, -0.0012760362587869167, -2.1304845809936523, -1.6308344602584839]"
2_car_two_negation_sref,Lucy has two cars but Ethan doesn't have a car. The car has a self-driving mode.,0,▁Lucy|▁has|▁two|▁cars|▁but|▁Eth|an|▁doesn|'|t|▁have|▁a|▁car|.|▁The|▁car|▁has|▁a|▁self|-|d|riv|ing|▁mode|.,"[-4.921876907348633, -5.76636266708374, -7.934065341949463, -4.30639123916626, -9.759660720825195, -0.39500680565834045, -2.463435649871826, -0.6738442778587341, -9.870042413240299e-05, -1.451367974281311, -0.8132236003875732, -0.3872780203819275, -0.9491571187973022, -3.516016960144043, -3.771169900894165, -3.7016043663024902, -1.4085057973861694, -8.146930694580078, -0.34263861179351807, -1.7020258903503418, -0.028571976348757744, -0.0010334871476516128, -2.3630809783935547, -1.5547620058059692]"
