id,sent_type,type,correct
1_dog,managed_failed,pos_pos_p>neg_neg_p,0
1_dog,managed_failed,neg_pos_p>pos_neg_p,1
1_dog,managed_failed,pos_neg_s>neg_pos_p,1
1_dog,managed_failed,pos_neg_s>pos_neg_p,1
1_dog,managed_failed,pos_neg_s>neg_neg_p,1
1_dog,managed_failed,neg_pos_s>pos_neg_p,1
1_dog,managed_failed,neg_pos_s>neg_pos_p,1
1_dog,managed_failed,neg_pos_s>neg_neg_p,1
1_dog,managed_failed,pos_pos_p>pos_pos_s,1
1_dog,managed_failed,pos_pos_p>neg_neg_s,0
2_car,affirmative_negation,pos_neg_s>pos_pos_s,1
2_car,affirmative_negation,pos_neg_s>neg_neg_s,0
2_car,affirmative_negation,neg_pos_s>pos_pos_s,1
2_car,affirmative_negation,neg_pos_s>neg_neg_s,0
2_car,affirmative_negation,neg_pos_s>pos_neg_s,1
2_car,affirmative_negation,pos_pos_p>pos_neg_p,1
2_car,affirmative_negation,pos_pos_p>neg_pos_p,1
2_car,affirmative_negation,pos_pos_p>neg_neg_p,0
2_car,affirmative_negation,neg_pos_p>pos_neg_p,1
2_car,affirmative_negation,pos_neg_s>neg_pos_p,1
2_car,affirmative_negation,pos_neg_s>pos_neg_p,1
2_car,affirmative_negation,pos_neg_s>neg_neg_p,0
2_car,affirmative_negation,neg_pos_s>pos_neg_p,1
2_car,affirmative_negation,neg_pos_s>neg_pos_p,1
2_car,affirmative_negation,neg_pos_s>neg_neg_p,0
2_car,affirmative_negation,pos_pos_p>pos_pos_s,1
2_car,affirmative_negation,pos_pos_p>neg_neg_s,0
2_car,know_doubt,pos_neg_s>pos_pos_s,1
2_car,know_doubt,pos_neg_s>neg_neg_s,0
2_car,know_doubt,neg_pos_s>pos_pos_s,1
2_car,know_doubt,neg_pos_s>neg_neg_s,0
2_car,know_doubt,neg_pos_s>pos_neg_s,1
2_car,know_doubt,pos_pos_p>pos_neg_p,1
2_car,know_doubt,pos_pos_p>neg_pos_p,1
2_car,know_doubt,pos_pos_p>neg_neg_p,0
2_car,know_doubt,neg_pos_p>pos_neg_p,1
2_car,know_doubt,pos_neg_s>neg_pos_p,1
2_car,know_doubt,pos_neg_s>pos_neg_p,1
2_car,know_doubt,pos_neg_s>neg_neg_p,0
2_car,know_doubt,neg_pos_s>pos_neg_p,1
2_car,know_doubt,neg_pos_s>neg_pos_p,1
2_car,know_doubt,neg_pos_s>neg_neg_p,0
2_car,know_doubt,pos_pos_p>pos_pos_s,1
2_car,know_doubt,pos_pos_p>neg_neg_s,0
2_car,managed_failed,pos_neg_s>pos_pos_s,1
2_car,managed_failed,pos_neg_s>neg_neg_s,0
2_car,managed_failed,neg_pos_s>pos_pos_s,1
2_car,managed_failed,neg_pos_s>neg_neg_s,1
2_car,managed_failed,neg_pos_s>pos_neg_s,1
2_car,managed_failed,pos_pos_p>pos_neg_p,1
2_car,managed_failed,pos_pos_p>neg_pos_p,1
2_car,managed_failed,pos_pos_p>neg_neg_p,0
2_car,managed_failed,neg_pos_p>pos_neg_p,1
2_car,managed_failed,pos_neg_s>neg_pos_p,1
2_car,managed_failed,pos_neg_s>pos_neg_p,1
2_car,managed_failed,pos_neg_s>neg_neg_p,0
2_car,managed_failed,neg_pos_s>pos_neg_p,1
2_car,managed_failed,neg_pos_s>neg_pos_p,1
2_car,managed_failed,neg_pos_s>neg_neg_p,1
2_car,managed_failed,pos_pos_p>pos_pos_s,1
2_car,managed_failed,pos_pos_p>neg_neg_s,0
3_bear,affirmative_negation,pos_neg_s>pos_pos_s,1
3_bear,affirmative_negation,pos_neg_s>neg_neg_s,0
3_bear,affirmative_negation,neg_pos_s>pos_pos_s,1
3_bear,affirmative_negation,neg_pos_s>neg_neg_s,0
3_bear,affirmative_negation,neg_pos_s>pos_neg_s,1
3_bear,affirmative_negation,pos_pos_p>pos_neg_p,1
3_bear,affirmative_negation,pos_pos_p>neg_pos_p,1
3_bear,affirmative_negation,pos_pos_p>neg_neg_p,0
3_bear,affirmative_negation,neg_pos_p>pos_neg_p,1
3_bear,affirmative_negation,pos_neg_s>neg_pos_p,1
3_bear,affirmative_negation,pos_neg_s>pos_neg_p,1
3_bear,affirmative_negation,pos_neg_s>neg_neg_p,0
3_bear,affirmative_negation,neg_pos_s>pos_neg_p,1
3_bear,affirmative_negation,neg_pos_s>neg_pos_p,1
3_bear,affirmative_negation,neg_pos_s>neg_neg_p,1
3_bear,affirmative_negation,pos_pos_p>pos_pos_s,1
3_bear,affirmative_negation,pos_pos_p>neg_neg_s,0
3_bear,know_doubt,pos_neg_s>pos_pos_s,0
3_bear,know_doubt,pos_neg_s>neg_neg_s,0
3_bear,know_doubt,neg_pos_s>pos_pos_s,0
3_bear,know_doubt,neg_pos_s>neg_neg_s,0
3_bear,know_doubt,neg_pos_s>pos_neg_s,1
3_bear,know_doubt,pos_pos_p>pos_neg_p,1
3_bear,know_doubt,pos_pos_p>neg_pos_p,1
3_bear,know_doubt,pos_pos_p>neg_neg_p,1
3_bear,know_doubt,neg_pos_p>pos_neg_p,1
3_bear,know_doubt,pos_neg_s>neg_pos_p,1
3_bear,know_doubt,pos_neg_s>pos_neg_p,1
3_bear,know_doubt,pos_neg_s>neg_neg_p,0
3_bear,know_doubt,neg_pos_s>pos_neg_p,1
3_bear,know_doubt,neg_pos_s>neg_pos_p,1
3_bear,know_doubt,neg_pos_s>neg_neg_p,0
3_bear,know_doubt,pos_pos_p>pos_pos_s,0
3_bear,know_doubt,pos_pos_p>neg_neg_s,0
3_bear,managed_failed,pos_neg_s>pos_pos_s,1
3_bear,managed_failed,pos_neg_s>neg_neg_s,1
3_bear,managed_failed,neg_pos_s>pos_pos_s,1
3_bear,managed_failed,neg_pos_s>neg_neg_s,1
3_bear,managed_failed,neg_pos_s>pos_neg_s,1
3_bear,managed_failed,pos_pos_p>pos_neg_p,1
3_bear,managed_failed,pos_pos_p>neg_pos_p,0
3_bear,managed_failed,pos_pos_p>neg_neg_p,0
3_bear,managed_failed,neg_pos_p>pos_neg_p,1
3_bear,managed_failed,pos_neg_s>neg_pos_p,1
3_bear,managed_failed,pos_neg_s>pos_neg_p,1
3_bear,managed_failed,pos_neg_s>neg_neg_p,1
3_bear,managed_failed,neg_pos_s>pos_neg_p,1
3_bear,managed_failed,neg_pos_s>neg_pos_p,1
3_bear,managed_failed,neg_pos_s>neg_neg_p,1
3_bear,managed_failed,pos_pos_p>pos_pos_s,1
3_bear,managed_failed,pos_pos_p>neg_neg_s,0
4_book,affirmative_negation,pos_neg_s>pos_pos_s,1
4_book,affirmative_negation,pos_neg_s>neg_neg_s,0
4_book,affirmative_negation,neg_pos_s>pos_pos_s,1
4_book,affirmative_negation,neg_pos_s>neg_neg_s,0
4_book,affirmative_negation,neg_pos_s>pos_neg_s,1
4_book,affirmative_negation,pos_pos_p>pos_neg_p,1
4_book,affirmative_negation,pos_pos_p>neg_pos_p,1
4_book,affirmative_negation,pos_pos_p>neg_neg_p,0
4_book,affirmative_negation,neg_pos_p>pos_neg_p,1
4_book,affirmative_negation,pos_neg_s>neg_pos_p,1
4_book,affirmative_negation,pos_neg_s>pos_neg_p,1
4_book,affirmative_negation,pos_neg_s>neg_neg_p,0
4_book,affirmative_negation,neg_pos_s>pos_neg_p,1
4_book,affirmative_negation,neg_pos_s>neg_pos_p,1
4_book,affirmative_negation,neg_pos_s>neg_neg_p,0
4_book,affirmative_negation,pos_pos_p>pos_pos_s,1
4_book,affirmative_negation,pos_pos_p>neg_neg_s,0
4_book,know_doubt,pos_neg_s>pos_pos_s,1
4_book,know_doubt,pos_neg_s>neg_neg_s,0
4_book,know_doubt,neg_pos_s>pos_pos_s,1
4_book,know_doubt,neg_pos_s>neg_neg_s,0
4_book,know_doubt,neg_pos_s>pos_neg_s,1
4_book,know_doubt,pos_pos_p>pos_neg_p,1
4_book,know_doubt,pos_pos_p>neg_pos_p,1
4_book,know_doubt,pos_pos_p>neg_neg_p,0
4_book,know_doubt,neg_pos_p>pos_neg_p,1
4_book,know_doubt,pos_neg_s>neg_pos_p,1
4_book,know_doubt,pos_neg_s>pos_neg_p,1
4_book,know_doubt,pos_neg_s>neg_neg_p,0
4_book,know_doubt,neg_pos_s>pos_neg_p,1
4_book,know_doubt,neg_pos_s>neg_pos_p,1
4_book,know_doubt,neg_pos_s>neg_neg_p,0
4_book,know_doubt,pos_pos_p>pos_pos_s,1
4_book,know_doubt,pos_pos_p>neg_neg_s,1
4_book,managed_failed,pos_neg_s>pos_pos_s,1
4_book,managed_failed,pos_neg_s>neg_neg_s,0
4_book,managed_failed,neg_pos_s>pos_pos_s,1
4_book,managed_failed,neg_pos_s>neg_neg_s,0
4_book,managed_failed,neg_pos_s>pos_neg_s,1
4_book,managed_failed,pos_pos_p>pos_neg_p,1
4_book,managed_failed,pos_pos_p>neg_pos_p,1
4_book,managed_failed,pos_pos_p>neg_neg_p,0
4_book,managed_failed,neg_pos_p>pos_neg_p,1
4_book,managed_failed,pos_neg_s>neg_pos_p,1
4_book,managed_failed,pos_neg_s>pos_neg_p,1
4_book,managed_failed,pos_neg_s>neg_neg_p,0
4_book,managed_failed,neg_pos_s>pos_neg_p,1
4_book,managed_failed,neg_pos_s>neg_pos_p,1
4_book,managed_failed,neg_pos_s>neg_neg_p,0
4_book,managed_failed,pos_pos_p>pos_pos_s,1
4_book,managed_failed,pos_pos_p>neg_neg_s,0
5_shirt,affirmative_negation,pos_neg_s>pos_pos_s,1
5_shirt,affirmative_negation,pos_neg_s>neg_neg_s,1
5_shirt,affirmative_negation,neg_pos_s>pos_pos_s,1
5_shirt,affirmative_negation,neg_pos_s>neg_neg_s,1
5_shirt,affirmative_negation,neg_pos_s>pos_neg_s,1
5_shirt,affirmative_negation,pos_pos_p>pos_neg_p,0
5_shirt,affirmative_negation,pos_pos_p>neg_pos_p,0
5_shirt,affirmative_negation,pos_pos_p>neg_neg_p,0
5_shirt,affirmative_negation,neg_pos_p>pos_neg_p,1
5_shirt,affirmative_negation,pos_neg_s>neg_pos_p,1
5_shirt,affirmative_negation,pos_neg_s>pos_neg_p,1
5_shirt,affirmative_negation,pos_neg_s>neg_neg_p,1
5_shirt,affirmative_negation,neg_pos_s>pos_neg_p,1
5_shirt,affirmative_negation,neg_pos_s>neg_pos_p,1
5_shirt,affirmative_negation,neg_pos_s>neg_neg_p,1
5_shirt,affirmative_negation,pos_pos_p>pos_pos_s,1
5_shirt,affirmative_negation,pos_pos_p>neg_neg_s,0
5_shirt,know_doubt,pos_neg_s>pos_pos_s,1
5_shirt,know_doubt,pos_neg_s>neg_neg_s,0
5_shirt,know_doubt,neg_pos_s>pos_pos_s,1
5_shirt,know_doubt,neg_pos_s>neg_neg_s,0
5_shirt,know_doubt,neg_pos_s>pos_neg_s,1
5_shirt,know_doubt,pos_pos_p>pos_neg_p,0
5_shirt,know_doubt,pos_pos_p>neg_pos_p,0
5_shirt,know_doubt,pos_pos_p>neg_neg_p,0
5_shirt,know_doubt,neg_pos_p>pos_neg_p,0
5_shirt,know_doubt,pos_neg_s>neg_pos_p,1
5_shirt,know_doubt,pos_neg_s>pos_neg_p,1
5_shirt,know_doubt,pos_neg_s>neg_neg_p,1
5_shirt,know_doubt,neg_pos_s>pos_neg_p,1
5_shirt,know_doubt,neg_pos_s>neg_pos_p,1
5_shirt,know_doubt,neg_pos_s>neg_neg_p,1
5_shirt,know_doubt,pos_pos_p>pos_pos_s,1
5_shirt,know_doubt,pos_pos_p>neg_neg_s,0
5_shirt,managed_failed,pos_neg_s>pos_pos_s,1
5_shirt,managed_failed,pos_neg_s>neg_neg_s,0
5_shirt,managed_failed,neg_pos_s>pos_pos_s,1
5_shirt,managed_failed,neg_pos_s>neg_neg_s,0
5_shirt,managed_failed,neg_pos_s>pos_neg_s,0
5_shirt,managed_failed,pos_pos_p>pos_neg_p,0
5_shirt,managed_failed,pos_pos_p>neg_pos_p,0
5_shirt,managed_failed,pos_pos_p>neg_neg_p,0
5_shirt,managed_failed,neg_pos_p>pos_neg_p,0
5_shirt,managed_failed,pos_neg_s>neg_pos_p,1
5_shirt,managed_failed,pos_neg_s>pos_neg_p,0
5_shirt,managed_failed,pos_neg_s>neg_neg_p,1
5_shirt,managed_failed,neg_pos_s>pos_neg_p,0
5_shirt,managed_failed,neg_pos_s>neg_pos_p,1
5_shirt,managed_failed,neg_pos_s>neg_neg_p,1
5_shirt,managed_failed,pos_pos_p>pos_pos_s,1
5_shirt,managed_failed,pos_pos_p>neg_neg_s,0
6_rat,affirmative_negation,pos_neg_s>pos_pos_s,1
6_rat,affirmative_negation,pos_neg_s>neg_neg_s,0
6_rat,affirmative_negation,neg_pos_s>pos_pos_s,1
6_rat,affirmative_negation,neg_pos_s>neg_neg_s,0
6_rat,affirmative_negation,neg_pos_s>pos_neg_s,0
6_rat,affirmative_negation,pos_pos_p>pos_neg_p,0
6_rat,affirmative_negation,pos_pos_p>neg_pos_p,0
6_rat,affirmative_negation,pos_pos_p>neg_neg_p,0
6_rat,affirmative_negation,neg_pos_p>pos_neg_p,0
6_rat,affirmative_negation,pos_neg_s>neg_pos_p,1
6_rat,affirmative_negation,pos_neg_s>pos_neg_p,0
6_rat,affirmative_negation,pos_neg_s>neg_neg_p,1
6_rat,affirmative_negation,neg_pos_s>pos_neg_p,0
6_rat,affirmative_negation,neg_pos_s>neg_pos_p,1
6_rat,affirmative_negation,neg_pos_s>neg_neg_p,1
6_rat,affirmative_negation,pos_pos_p>pos_pos_s,0
6_rat,affirmative_negation,pos_pos_p>neg_neg_s,0
6_rat,know_doubt,pos_neg_s>pos_pos_s,0
6_rat,know_doubt,pos_neg_s>neg_neg_s,0
6_rat,know_doubt,neg_pos_s>pos_pos_s,1
6_rat,know_doubt,neg_pos_s>neg_neg_s,0
6_rat,know_doubt,neg_pos_s>pos_neg_s,1
6_rat,know_doubt,pos_pos_p>pos_neg_p,0
6_rat,know_doubt,pos_pos_p>neg_pos_p,0
6_rat,know_doubt,pos_pos_p>neg_neg_p,1
6_rat,know_doubt,neg_pos_p>pos_neg_p,0
6_rat,know_doubt,pos_neg_s>neg_pos_p,1
6_rat,know_doubt,pos_neg_s>pos_neg_p,0
6_rat,know_doubt,pos_neg_s>neg_neg_p,1
6_rat,know_doubt,neg_pos_s>pos_neg_p,1
6_rat,know_doubt,neg_pos_s>neg_pos_p,1
6_rat,know_doubt,neg_pos_s>neg_neg_p,1
6_rat,know_doubt,pos_pos_p>pos_pos_s,0
6_rat,know_doubt,pos_pos_p>neg_neg_s,0
6_rat,managed_failed,pos_neg_s>pos_pos_s,1
6_rat,managed_failed,pos_neg_s>neg_neg_s,0
6_rat,managed_failed,neg_pos_s>pos_pos_s,1
6_rat,managed_failed,neg_pos_s>neg_neg_s,0
6_rat,managed_failed,neg_pos_s>pos_neg_s,1
6_rat,managed_failed,pos_pos_p>pos_neg_p,0
6_rat,managed_failed,pos_pos_p>neg_pos_p,0
6_rat,managed_failed,pos_pos_p>neg_neg_p,0
6_rat,managed_failed,neg_pos_p>pos_neg_p,1
6_rat,managed_failed,pos_neg_s>neg_pos_p,0
6_rat,managed_failed,pos_neg_s>pos_neg_p,1
6_rat,managed_failed,pos_neg_s>neg_neg_p,1
6_rat,managed_failed,neg_pos_s>pos_neg_p,1
6_rat,managed_failed,neg_pos_s>neg_pos_p,1
6_rat,managed_failed,neg_pos_s>neg_neg_p,1
6_rat,managed_failed,pos_pos_p>pos_pos_s,0
6_rat,managed_failed,pos_pos_p>neg_neg_s,0
7_beer,affirmative_negation,pos_neg_s>pos_pos_s,1
7_beer,affirmative_negation,pos_neg_s>neg_neg_s,0
7_beer,affirmative_negation,neg_pos_s>pos_pos_s,1
7_beer,affirmative_negation,neg_pos_s>neg_neg_s,0
7_beer,affirmative_negation,neg_pos_s>pos_neg_s,1
7_beer,affirmative_negation,pos_pos_p>pos_neg_p,1
7_beer,affirmative_negation,pos_pos_p>neg_pos_p,1
7_beer,affirmative_negation,pos_pos_p>neg_neg_p,1
7_beer,affirmative_negation,neg_pos_p>pos_neg_p,0
7_beer,affirmative_negation,pos_neg_s>neg_pos_p,1
7_beer,affirmative_negation,pos_neg_s>pos_neg_p,1
7_beer,affirmative_negation,pos_neg_s>neg_neg_p,0
7_beer,affirmative_negation,neg_pos_s>pos_neg_p,1
7_beer,affirmative_negation,neg_pos_s>neg_pos_p,1
7_beer,affirmative_negation,neg_pos_s>neg_neg_p,0
7_beer,affirmative_negation,pos_pos_p>pos_pos_s,1
7_beer,affirmative_negation,pos_pos_p>neg_neg_s,0
7_beer,know_doubt,pos_neg_s>pos_pos_s,1
7_beer,know_doubt,pos_neg_s>neg_neg_s,0
7_beer,know_doubt,neg_pos_s>pos_pos_s,1
7_beer,know_doubt,neg_pos_s>neg_neg_s,0
7_beer,know_doubt,neg_pos_s>pos_neg_s,1
7_beer,know_doubt,pos_pos_p>pos_neg_p,1
7_beer,know_doubt,pos_pos_p>neg_pos_p,1
7_beer,know_doubt,pos_pos_p>neg_neg_p,1
7_beer,know_doubt,neg_pos_p>pos_neg_p,0
7_beer,know_doubt,pos_neg_s>neg_pos_p,1
7_beer,know_doubt,pos_neg_s>pos_neg_p,1
7_beer,know_doubt,pos_neg_s>neg_neg_p,0
7_beer,know_doubt,neg_pos_s>pos_neg_p,1
7_beer,know_doubt,neg_pos_s>neg_pos_p,1
7_beer,know_doubt,neg_pos_s>neg_neg_p,1
7_beer,know_doubt,pos_pos_p>pos_pos_s,1
7_beer,know_doubt,pos_pos_p>neg_neg_s,0
7_beer,managed_failed,pos_neg_s>pos_pos_s,1
7_beer,managed_failed,pos_neg_s>neg_neg_s,0
7_beer,managed_failed,neg_pos_s>pos_pos_s,1
7_beer,managed_failed,neg_pos_s>neg_neg_s,0
7_beer,managed_failed,neg_pos_s>pos_neg_s,1
7_beer,managed_failed,pos_pos_p>pos_neg_p,1
7_beer,managed_failed,pos_pos_p>neg_pos_p,1
7_beer,managed_failed,pos_pos_p>neg_neg_p,0
7_beer,managed_failed,neg_pos_p>pos_neg_p,0
7_beer,managed_failed,pos_neg_s>neg_pos_p,1
7_beer,managed_failed,pos_neg_s>pos_neg_p,1
7_beer,managed_failed,pos_neg_s>neg_neg_p,0
7_beer,managed_failed,neg_pos_s>pos_neg_p,1
7_beer,managed_failed,neg_pos_s>neg_pos_p,1
7_beer,managed_failed,neg_pos_s>neg_neg_p,0
7_beer,managed_failed,pos_pos_p>pos_pos_s,1
7_beer,managed_failed,pos_pos_p>neg_neg_s,0
8_cake,affirmative_negation,pos_neg_s>pos_pos_s,1
8_cake,affirmative_negation,pos_neg_s>neg_neg_s,0
8_cake,affirmative_negation,neg_pos_s>pos_pos_s,1
8_cake,affirmative_negation,neg_pos_s>neg_neg_s,0
8_cake,affirmative_negation,neg_pos_s>pos_neg_s,0
8_cake,affirmative_negation,pos_pos_p>pos_neg_p,0
8_cake,affirmative_negation,pos_pos_p>neg_pos_p,0
8_cake,affirmative_negation,pos_pos_p>neg_neg_p,0
8_cake,affirmative_negation,neg_pos_p>pos_neg_p,0
8_cake,affirmative_negation,pos_neg_s>neg_pos_p,1
8_cake,affirmative_negation,pos_neg_s>pos_neg_p,1
8_cake,affirmative_negation,pos_neg_s>neg_neg_p,1
8_cake,affirmative_negation,neg_pos_s>pos_neg_p,1
8_cake,affirmative_negation,neg_pos_s>neg_pos_p,1
8_cake,affirmative_negation,neg_pos_s>neg_neg_p,1
8_cake,affirmative_negation,pos_pos_p>pos_pos_s,0
8_cake,affirmative_negation,pos_pos_p>neg_neg_s,0
8_cake,know_doubt,pos_neg_s>pos_pos_s,0
8_cake,know_doubt,pos_neg_s>neg_neg_s,0
8_cake,know_doubt,neg_pos_s>pos_pos_s,0
8_cake,know_doubt,neg_pos_s>neg_neg_s,0
8_cake,know_doubt,neg_pos_s>pos_neg_s,0
8_cake,know_doubt,pos_pos_p>pos_neg_p,1
8_cake,know_doubt,pos_pos_p>neg_pos_p,1
8_cake,know_doubt,pos_pos_p>neg_neg_p,0
8_cake,know_doubt,neg_pos_p>pos_neg_p,0
8_cake,know_doubt,pos_neg_s>neg_pos_p,1
8_cake,know_doubt,pos_neg_s>pos_neg_p,1
8_cake,know_doubt,pos_neg_s>neg_neg_p,0
8_cake,know_doubt,neg_pos_s>pos_neg_p,1
8_cake,know_doubt,neg_pos_s>neg_pos_p,1
8_cake,know_doubt,neg_pos_s>neg_neg_p,0
8_cake,know_doubt,pos_pos_p>pos_pos_s,0
8_cake,know_doubt,pos_pos_p>neg_neg_s,0
8_cake,managed_failed,pos_neg_s>pos_pos_s,1
8_cake,managed_failed,pos_neg_s>neg_neg_s,1
8_cake,managed_failed,neg_pos_s>pos_pos_s,1
8_cake,managed_failed,neg_pos_s>neg_neg_s,1
8_cake,managed_failed,neg_pos_s>pos_neg_s,0
8_cake,managed_failed,pos_pos_p>pos_neg_p,0
8_cake,managed_failed,pos_pos_p>neg_pos_p,0
8_cake,managed_failed,pos_pos_p>neg_neg_p,0
8_cake,managed_failed,neg_pos_p>pos_neg_p,0
8_cake,managed_failed,pos_neg_s>neg_pos_p,1
8_cake,managed_failed,pos_neg_s>pos_neg_p,1
8_cake,managed_failed,pos_neg_s>neg_neg_p,1
8_cake,managed_failed,neg_pos_s>pos_neg_p,0
8_cake,managed_failed,neg_pos_s>neg_pos_p,1
8_cake,managed_failed,neg_pos_s>neg_neg_p,1
8_cake,managed_failed,pos_pos_p>pos_pos_s,1
8_cake,managed_failed,pos_pos_p>neg_neg_s,0
9_letter,affirmative_negation,pos_neg_s>pos_pos_s,1
9_letter,affirmative_negation,pos_neg_s>neg_neg_s,0
9_letter,affirmative_negation,neg_pos_s>pos_pos_s,1
9_letter,affirmative_negation,neg_pos_s>neg_neg_s,1
9_letter,affirmative_negation,neg_pos_s>pos_neg_s,1
9_letter,affirmative_negation,pos_pos_p>pos_neg_p,0
9_letter,affirmative_negation,pos_pos_p>neg_pos_p,0
9_letter,affirmative_negation,pos_pos_p>neg_neg_p,0
9_letter,affirmative_negation,neg_pos_p>pos_neg_p,1
9_letter,affirmative_negation,pos_neg_s>neg_pos_p,1
9_letter,affirmative_negation,pos_neg_s>pos_neg_p,1
9_letter,affirmative_negation,pos_neg_s>neg_neg_p,1
9_letter,affirmative_negation,neg_pos_s>pos_neg_p,1
9_letter,affirmative_negation,neg_pos_s>neg_pos_p,1
9_letter,affirmative_negation,neg_pos_s>neg_neg_p,1
9_letter,affirmative_negation,pos_pos_p>pos_pos_s,0
9_letter,affirmative_negation,pos_pos_p>neg_neg_s,0
9_letter,know_doubt,pos_neg_s>pos_pos_s,1
9_letter,know_doubt,pos_neg_s>neg_neg_s,0
9_letter,know_doubt,neg_pos_s>pos_pos_s,1
9_letter,know_doubt,neg_pos_s>neg_neg_s,1
9_letter,know_doubt,neg_pos_s>pos_neg_s,1
9_letter,know_doubt,pos_pos_p>pos_neg_p,0
9_letter,know_doubt,pos_pos_p>neg_pos_p,0
9_letter,know_doubt,pos_pos_p>neg_neg_p,0
9_letter,know_doubt,neg_pos_p>pos_neg_p,1
9_letter,know_doubt,pos_neg_s>neg_pos_p,0
9_letter,know_doubt,pos_neg_s>pos_neg_p,1
9_letter,know_doubt,pos_neg_s>neg_neg_p,0
9_letter,know_doubt,neg_pos_s>pos_neg_p,1
9_letter,know_doubt,neg_pos_s>neg_pos_p,1
9_letter,know_doubt,neg_pos_s>neg_neg_p,1
9_letter,know_doubt,pos_pos_p>pos_pos_s,0
9_letter,know_doubt,pos_pos_p>neg_neg_s,0
9_letter,managed_failed,pos_neg_s>pos_pos_s,1
9_letter,managed_failed,pos_neg_s>neg_neg_s,1
9_letter,managed_failed,neg_pos_s>pos_pos_s,1
9_letter,managed_failed,neg_pos_s>neg_neg_s,1
9_letter,managed_failed,neg_pos_s>pos_neg_s,1
9_letter,managed_failed,pos_pos_p>pos_neg_p,0
9_letter,managed_failed,pos_pos_p>neg_pos_p,0
9_letter,managed_failed,pos_pos_p>neg_neg_p,0
9_letter,managed_failed,neg_pos_p>pos_neg_p,1
9_letter,managed_failed,pos_neg_s>neg_pos_p,1
9_letter,managed_failed,pos_neg_s>pos_neg_p,1
9_letter,managed_failed,pos_neg_s>neg_neg_p,1
9_letter,managed_failed,neg_pos_s>pos_neg_p,1
9_letter,managed_failed,neg_pos_s>neg_pos_p,1
9_letter,managed_failed,neg_pos_s>neg_neg_p,1
9_letter,managed_failed,pos_pos_p>pos_pos_s,1
9_letter,managed_failed,pos_pos_p>neg_neg_s,0
10_hat,affirmative_negation,pos_neg_s>pos_pos_s,1
10_hat,affirmative_negation,pos_neg_s>neg_neg_s,0
10_hat,affirmative_negation,neg_pos_s>pos_pos_s,1
10_hat,affirmative_negation,neg_pos_s>neg_neg_s,0
10_hat,affirmative_negation,neg_pos_s>pos_neg_s,0
10_hat,affirmative_negation,pos_pos_p>pos_neg_p,0
10_hat,affirmative_negation,pos_pos_p>neg_pos_p,0
10_hat,affirmative_negation,pos_pos_p>neg_neg_p,0
10_hat,affirmative_negation,neg_pos_p>pos_neg_p,0
10_hat,affirmative_negation,pos_neg_s>neg_pos_p,1
10_hat,affirmative_negation,pos_neg_s>pos_neg_p,0
10_hat,affirmative_negation,pos_neg_s>neg_neg_p,1
10_hat,affirmative_negation,neg_pos_s>pos_neg_p,0
