id,sentence,type,expected,order,tokens,log_probs
2_car_negation_affirmative,Peter doesn't have a bike but he has a car. The car,negation_affirmative,1,2,Peter| doesn|'t| have| a| bike| but| he| has| a| car|.| The| car,-8.204909|-0.38831893|-2.6692111|-1.3839138|-6.94634|-3.9157982|-0.9822258|-1.9702872|-0.5953078|-2.125725|-0.9559878|-3.9928594|-1.0626211
2_car_negation_affirmative,Peter doesn't have a bike but he has a car. The bike,negation_affirmative,0,2,Peter| doesn|'t| have| a| bike| but| he| has| a| car|.| The| bike,-8.204909|-0.38831893|-2.6692142|-1.3839135|-6.9463377|-3.9157965|-0.9822256|-1.9702915|-0.59530944|-2.1257255|-0.95598793|-3.9928641|-3.4158692
2_car_know_doubt,I know that Lucy has a car but I doubt that she has a bike. The car,know_doubt,1,1,I| know| that| Lucy| has| a| car| but| I| doubt| that| she| has| a| bike|.| The| car,-4.262303|-2.3906283|-8.977658|-2.5605078|-2.0610778|-6.5512304|-3.1196575|-1.0141144|-4.7560515|-1.1735742|-0.50982165|-2.665307|-0.9780507|-5.489587|-0.94527185|-3.9873173|-3.4576972
2_car_know_doubt,I know that Lucy has a car but I doubt that she has a bike. The bike,know_doubt,0,1,I| know| that| Lucy| has| a| car| but| I| doubt| that| she| has| a| bike|.| The| bike,-4.2624497|-2.389608|-8.998206|-2.560838|-2.0619478|-6.552173|-3.1164963|-1.0134112|-4.756244|-1.1803707|-0.50768274|-2.6705766|-0.9820371|-5.5012927|-0.9454322|-3.9904697|-2.906765
2_car_know_doubt,I know that Lucy has a bike but I doubt that she has a car. The bike,know_doubt,1,2,I| know| that| Lucy| has| a| bike| but| I| doubt| that| she| has| a| car|.| The| bike,-4.262303|-2.3906283|-8.977658|-2.5605078|-2.0610778|-8.324174|-2.9374137|-0.9920967|-4.7582593|-1.3143071|-0.43616766|-2.4085324|-1.1580198|-2.3312216|-0.8141503|-4.0054803|-3.8919744
2_car_know_doubt,I know that Lucy has a bike but I doubt that she has a car. The car,know_doubt,0,2,I| know| that| Lucy| has| a| bike| but| I| doubt| that| she| has| a| car|.| The| car,-4.262303|-2.3906283|-8.977656|-2.560508|-2.061155|-8.327317|-2.9275298|-0.98910487|-4.757627|-1.3052826|-0.43649292|-2.4082267|-1.1537578|-2.3349957|-0.81343645|-4.0073843|-3.0297027
2_car_doubt_know,I doubt that Lucy has a car but I know that she has a bike. The bike,doubt_know,1,1,I| doubt| that| Lucy| has| a| car| but| I| know| that| she| has| a| bike|.| The| bike,-8.072716|-1.9201941|-10.261462|-3.196496|-2.7098472|-5.7465816|-4.9604435|-1.50389|-3.2157133|-1.2583541|-1.0859869|-1.4430262|-0.6486411|-2.2118795|-0.77633333|-4.155599|-2.3819225
2_car_doubt_know,I doubt that Lucy has a car but I know that she has a bike. The car,doubt_know,0,1,I| doubt| that| Lucy| has| a| car| but| I| know| that| she| has| a| bike|.| The| car,-8.072716|-1.9201941|-10.261462|-3.196496|-2.7098472|-5.7465816|-4.9604435|-1.50389|-3.2157133|-1.2583541|-1.0859869|-1.4430262|-0.6486411|-2.2118795|-0.77633333|-4.155599|-3.1097934
2_car_doubt_know,I doubt that Lucy has a bike but I know that she has a car. The car,doubt_know,1,2,I| doubt| that| Lucy| has| a| bike| but| I| know| that| she| has| a| car|.| The| car,-8.071987|-1.9195467|-10.255826|-3.1940677|-2.7050183|-8.534141|-4.7285485|-1.4150887|-3.15419|-1.2040274|-1.2884036|-1.4757812|-0.7225589|-1.8295153|-0.86043656|-4.28841|-1.8365401
2_car_doubt_know,I doubt that Lucy has a bike but I know that she has a car. The bike,doubt_know,0,2,I| doubt| that| Lucy| has| a| bike| but| I| know| that| she| has| a| car|.| The| bike,-8.072716|-1.9201941|-10.261462|-3.196496|-2.7098472|-8.532014|-4.739434|-1.4141564|-3.1555624|-1.1958952|-1.288755|-1.4797341|-0.72068125|-1.8206539|-0.8588558|-4.2955437|-3.3543718
2_car_affirmative_modal,Peter has a car but he wants to have a bike. The car,affirmative_modal,1,1,Peter| has| a| car| but| he| wants| to| have| a| bike|.| The| car,-5.826751|-2.2420554|-6.9217095|-4.315438|-1.1690874|-5.2307334|-0.48009288|-4.0206637|-0.47284332|-2.0711966|-1.288634|-4.297995|-1.9839188
2_car_affirmative_modal,Peter has a car but he wants to have a bike. The bike,affirmative_modal,0,1,Peter| has| a| car| but| he| wants| to| have| a| bike|.| The| bike,-5.8257346|-2.2458875|-6.923727|-4.3005815|-1.1691742|-5.239389|-0.47763437|-4.03021|-0.47508436|-2.0681999|-1.286585|-4.297058|-1.7988869
2_car_affirmative_modal,Peter has a bike but he wants to have a car. The bike,affirmative_modal,1,2,Peter| has| a| bike| but| he| wants| to| have| a| car|.| The| bike,-5.8262587|-2.2438405|-8.64283|-4.640736|-1.3364339|-4.824309|-1.3513764|-3.2193782|-0.39009547|-1.5085062|-0.7936973|-4.35755|-3.095676
2_car_affirmative_modal,Peter has a bike but he wants to have a car. The car,affirmative_modal,0,2,Peter| has| a| bike| but| he| wants| to| have| a| car|.| The| car,-5.826751|-2.2420554|-8.654084|-4.651271|-1.3289373|-4.824765|-1.3560724|-3.2059839|-0.39076918|-1.5172912|-0.787949|-4.390769|-1.6634054
2_car_modal_affirmative,Peter wants to have a car but he has a bike. The bike,modal_affirmative,1,1,Peter| wants| to| have| a| car| but| he| has| a| bike|.| The| bike,-8.803401|-0.36293155|-4.0733256|-0.96762925|-6.793411|-3.5978873|-0.9867134|-2.548038|-2.9938915|-3.4834802|-1.0042071|-4.5610867|-1.3370728
2_car_modal_affirmative,Peter wants to have a car but he has a bike. The car,modal_affirmative,0,1,Peter| wants| to| have| a| car| but| he| has| a| bike|.| The| car,-8.80363|-0.36417133|-4.0788307|-0.96738786|-6.786167|-3.6011646|-0.98589104|-2.55003|-2.9937365|-3.4876578|-1.0001024|-4.5715714|-2.385542
2_car_modal_affirmative,Peter wants to have a bike but he has a car. The car,modal_affirmative,1,2,Peter| wants| to| have| a| bike| but| he| has| a| car|.| The| car,-8.803713|-0.36278242|-4.0758185|-0.9652758|-7.2749896|-4.4345856|-1.0939691|-2.5798135|-3.0859554|-5.6413145|-1.0741396|-4.3144636|-1.6881806
2_car_modal_affirmative,Peter wants to have a bike but he has a car. The bike,modal_affirmative,0,2,Peter| wants| to| have| a| bike| but| he| has| a| car|.| The| bike,-8.803713|-0.36278242|-4.0758185|-0.9652758|-7.2749896|-4.4345856|-1.0939691|-2.5798135|-3.0859554|-5.6413145|-1.0741396|-4.3144636|-2.6506784
2_car_managed_failed,Lucy managed to rent a car but she failed to rent a bike. The car,managed_failed,1,1,Lu|cy| managed| to| rent| a| car| but| she| failed| to| rent| a| bike|.| The| car,-1.6440668|-9.068533|-0.43149954|-10.125008|-0.50137675|-2.3618405|-5.114058|-2.3698037|-6.559504|-0.22952753|-4.089907|-0.37401167|-4.881263|-0.7821932|-2.8859744|-3.3775873
2_car_managed_failed,Lucy managed to rent a car but she failed to rent a bike. The bike,managed_failed,0,1,Lu|cy| managed| to| rent| a| car| but| she| failed| to| rent| a| bike|.| The| bike,-1.6444104|-9.06187|-0.43122837|-10.127188|-0.50085896|-2.3565183|-5.1172285|-2.3724551|-6.565733|-0.23211668|-4.089857|-0.37374142|-4.8713856|-0.78355825|-2.8743901|-2.326829
2_car_managed_failed,Lucy managed to rent a bike but she failed to rent a car. The bike,managed_failed,1,2,Lu|cy| managed| to| rent| a| bike| but| she| failed| to| rent| a| car|.| The| bike,-1.6440668|-9.068532|-0.43276793|-10.11256|-0.50168276|-6.107216|-4.8551455|-2.3101397|-6.1689715|-0.26737025|-3.8942728|-0.3857527|-1.9526701|-0.8245995|-3.0728543|-2.8859606
2_car_managed_failed,Lucy managed to rent a bike but she failed to rent a car. The car,managed_failed,0,2,Lu|cy| managed| to| rent| a| bike| but| she| failed| to| rent| a| car|.| The| car,-1.6440668|-9.068533|-0.43149954|-10.125008|-0.50137675|-6.114011|-4.862215|-2.3147757|-6.1622148|-0.2655549|-3.880975|-0.38611755|-1.9490423|-0.8253803|-3.0732424|-2.4863718
2_car_failed_managed,Lucy failed to rent a car but she managed to rent a bike. The bike,failed_managed,1,1,Lu|cy| failed| to| rent| a| car| but| she| managed| to| rent| a| bike|.| The| bike,-1.6437887|-10.954611|-0.25695488|-10.819735|-1.6060331|-1.8500454|-4.7678523|-2.508788|-2.8936014|-0.032602593|-2.819519|-0.13919547|-2.5555027|-0.9906306|-2.8329241|-1.2954227
2_car_failed_managed,Lucy failed to rent a car but she managed to rent a bike. The car,failed_managed,0,1,Lu|cy| failed| to| rent| a| car| but| she| managed| to| rent| a| bike|.| The| car,-1.6444104|-10.95623|-0.25654957|-10.81222|-1.605164|-1.8350645|-4.7695317|-2.5135672|-2.8894138|-0.03260709|-2.820929|-0.13833657|-2.5423615|-0.9900001|-2.830903|-5.6025023
2_car_failed_managed,Lucy failed to rent a bike but she managed to rent a car. The car,failed_managed,1,2,Lu|cy| failed| to| rent| a| bike| but| she| managed| to| rent| a| car|.| The| car,-1.6447488|-10.965021|-0.25496933|-10.81714|-1.607629|-4.5833035|-4.786229|-2.4219387|-3.5494902|-0.029264506|-2.6488717|-0.2665294|-2.2100055|-0.9516434|-2.7921772|-1.1041604
2_car_failed_managed,Lucy failed to rent a bike but she managed to rent a car. The bike,failed_managed,0,2,Lu|cy| failed| to| rent| a| bike| but| she| managed| to| rent| a| car|.| The| bike,-1.6440682|-10.955421|-0.25428873|-10.809968|-1.6054441|-4.571631|-4.7835007|-2.4225168|-3.5495245|-0.029176317|-2.6326935|-0.26658243|-2.2149875|-0.954075|-2.7922027|-5.654184
3_bear_affirmative_negation,Carol saw a bear at the zoo but she didn't see a monkey. The bear,affirmative_negation,1,1,Car|ol| saw| a| bear| at| the| zoo| but| she| didn|'t| see| a| monkey|.| The| bear,-4.5725837|-8.118655|-2.5035083|-8.355025|-4.0801125|-0.91991556|-2.9331691|-5.4365416|-1.7585521|-1.3643153|-0.3561095|-0.8539878|-1.3611888|-3.3083603|-0.6002258|-4.023805|-1.8301529
3_bear_affirmative_negation,Carol saw a bear at the zoo but she didn't see a monkey. The monkey,affirmative_negation,0,1,Car|ol| saw| a| bear| at| the| zoo| but| she| didn|'t| see| a| monkey|.| The| monkey,-4.5725837|-8.118655|-2.5035083|-8.355026|-4.069148|-0.92271984|-2.9180276|-5.4313617|-1.7585064|-1.3650398|-0.3621734|-0.8553759|-1.3664569|-3.2794213|-0.6032263|-4.014771|-1.6185538
3_bear_affirmative_negation,Carol saw a monkey at the zoo but she didn't see a bear. The monkey,affirmative_negation,1,2,Car|ol| saw| a| monkey| at| the| zoo| but| she| didn|'t| see| a| bear|.| The| monkey,-4.5725837|-8.118655|-2.5035083|-9.756624|-4.331494|-0.42242548|-0.74847895|-6.03293|-1.7606363|-1.3963315|-0.35777873|-0.8753918|-1.2039447|-3.8445065|-0.47774553|-3.8625221|-1.0009186
3_bear_affirmative_negation,Carol saw a monkey at the zoo but she didn't see a bear. The bear,affirmative_negation,0,2,Car|ol| saw| a| monkey| at| the| zoo| but| she| didn|'t| see| a| bear|.| The| bear,-4.5725837|-8.118655|-2.5035083|-9.756622|-4.334723|-0.41997594|-0.74736905|-6.0338054|-1.7522206|-1.3964578|-0.35793185|-0.87998587|-1.199592|-3.8504758|-0.47524148|-3.8681612|-1.8757111
3_bear_negation_affirmative,Carol didn't see a bear at the zoo but she saw a monkey. The monkey,negation_affirmative,1,1,Car|ol| didn|'t| see| a| bear| at| the| zoo| but| she| saw| a| monkey|.| The| monkey,-4.5737367|-6.2213407|-0.3428656|-4.150786|-3.5437984|-7.0203633|-3.420343|-1.9072648|-3.7986822|-3.7429898|-0.91861695|-1.4102198|-0.65220755|-2.9640832|-1.169508|-2.7937522|-0.20748001
3_bear_negation_affirmative,Carol didn't see a bear at the zoo but she saw a monkey. The bear,negation_affirmative,0,1,Car|ol| didn|'t| see| a| bear| at| the| zoo| but| she| saw| a| monkey|.| The| bear,-4.5725837|-6.225158|-0.34072477|-4.152391|-3.5480413|-7.0187407|-3.4290671|-1.9074064|-3.7997756|-3.7536871|-0.92029935|-1.4133633|-0.6503475|-2.9503825|-1.1682259|-2.7934856|-5.0937867
3_bear_negation_affirmative,Carol didn't see a monkey at the zoo but she saw a bear. The bear,negation_affirmative,1,2,Car|ol| didn|'t| see| a| monkey| at| the| zoo| but| she| saw| a| bear|.| The| bear,-4.5725837|-6.225158|-0.34072477|-4.1523952|-3.541847|-9.364619|-3.8667777|-1.0174102|-1.1312263|-4.001686|-0.88934475|-1.2701479|-0.5368865|-3.930343|-0.89892864|-2.724755|-0.42927068
3_bear_negation_affirmative,Carol didn't see a monkey at the zoo but she saw a bear. The monkey,negation_affirmative,0,2,Car|ol| didn|'t| see| a| monkey| at| the| zoo| but| she| saw| a| bear|.| The| monkey,-4.5737367|-6.2213407|-0.3428656|-4.150786|-3.5437984|-9.367181|-3.870953|-1.0161736|-1.1403694|-3.9983747|-0.8836628|-1.2757968|-0.53366584|-3.9315214|-0.9012189|-2.7148216|-2.112586
3_bear_know_doubt,I know that Carol saw a bear at the zoo but I doubt that she saw a monkey. The bear,know_doubt,1,1,I| know| that| Carol| saw| a| bear| at| the| zoo| but| I| doubt| that| she| saw| a| monkey|.| The| bear,-4.262452|-2.3897927|-10.556178|-7.197235|-2.984135|-6.7303653|-3.557765|-0.9530259|-4.2303824|-4.2889905|-0.98593587|-4.7428384|-0.67836726|-0.838799|-0.80044657|-0.7524985|-3.8629959|-1.3984795|-4.171489|-2.990841
3_bear_know_doubt,I know that Carol saw a bear at the zoo but I doubt that she saw a monkey. The monkey,know_doubt,0,1,I| know| that| Carol| saw| a| bear| at| the| zoo| but| I| doubt| that| she| saw| a| monkey|.| The| monkey,-4.262354|-2.3885374|-10.557886|-7.195134|-2.9793577|-6.7328534|-3.5513184|-0.953679|-4.2415576|-4.2848067|-0.9812934|-4.7474575|-0.6685237|-0.8563116|-0.79837984|-0.75045747|-3.8021886|-1.4010429|-4.173244|-3.2876794
