id,sentence,type,pronoun,tokens,log_probs
2_car_know,I know that Lucy has a car. It has a self-driving mode.,know,it,I| know| that| Lucy| has| a| car|.| It| has| a| self|-|driving| mode|.,-4.262303|-2.3906283|-8.977656|-2.560508|-2.061155|-6.543975|-1.7728661|-3.1724312|-4.216518|-1.4022212|-9.122929|-0.09202897|-1.9456165|-2.135554|-1.1641358
2_car_know,I know that Lucy has a car. She loves to go on roadtrips.,know,subj,I| know| that| Lucy| has| a| car|.| She| loves| to| go| on| road|tri|ps|.,-4.26207|-2.3886948|-9.0009|-2.554983|-2.0613308|-6.5491977|-1.7738137|-1.9247065|-5.1928353|-1.4608418|-3.330741|-2.520805|-1.2330248|-3.5592854|-0.00012179443|-1.0150777
2_car_doubt,I doubt that Lucy has a car. It has a self-driving mode.,doubt,it,I| doubt| that| Lucy| has| a| car|.| It| has| a| self|-|driving| mode|.,-8.071802|-1.9226406|-10.2545595|-3.2002351|-2.704747|-5.7427516|-1.3818055|-3.458652|-5.5711074|-3.4183261|-8.5187025|-0.11858992|-3.2723706|-1.5791256|-1.7979006
2_car_doubt,I doubt that Lucy has a car. She also only buys second-hand clothes.,doubt,subj,I| doubt| that| Lucy| has| a| car|.| She| also| only| buys| second|-|hand| clothes|.,-8.071802|-1.9226406|-10.24752|-3.190027|-2.7067251|-5.749441|-1.3813107|-1.7627084|-7.5709343|-6.6269245|-7.1459346|-3.795334|-0.790573|-0.07760223|-1.0511653|-1.1355793
2_car_modal,Lucy wants to have a car and it has a self-driving mode.,modal,it,Lu|cy| wants| to| have| a| car| and| it| has| a| self|-|driving| mode|.,-1.6444104|-7.67158|-0.47012976|-4.1471033|-1.0004903|-7.3595104|-2.9525957|-5.5022364|-3.9442542|-3.546507|-8.508507|-0.36954254|-0.65597373|-1.9364294|-1.0111792
2_car_modal,Lucy wants to have a car and she also wants to get a motorcycle.,modal,subj,Lu|cy| wants| to| have| a| car| and| she| also| wants| to| get| a| motorcycle|.,-1.6447488|-7.6844673|-0.4690728|-4.1496325|-0.99904305|-7.3512683|-2.954731|-2.2460647|-3.9500666|-0.26570308|-0.33693734|-2.8065794|-1.2861131|-5.943285|-1.9153025
2_car_managed,Lucy managed to rent a car. It has a self-driving mode.,managed,it,Lu|cy| managed| to| rent| a| car|.| It| has| a| self|-|driving| mode|.,-1.6447488|-9.072136|-0.43234327|-10.129161|-0.5019193|-2.3598886|-3.012659|-2.7112103|-6.5979133|-1.2504268|-8.254729|-0.056582928|-1.415398|-2.4868402|-1.1520165
2_car_managed,Lucy managed to rent a car. She found a place that was open late.,managed,subj,Lu|cy| managed| to| rent| a| car|.| She| found| a| place| that| was| open| late|.,-1.6440682|-9.068533|-0.43149954|-10.118425|-0.50247955|-2.3598592|-3.0061145|-1.4115235|-4.3322587|-1.2410332|-2.9530563|-3.3136387|-2.0102613|-2.2949338|-3.245747|-1.700442
2_car_failed,Lucy failed to rent a car. It has a self-driving mode.,failed,it,Lu|cy| failed| to| rent| a| car|.| It| has| a| self|-|driving| mode|.,-1.6440682|-10.955421|-0.25688237|-10.814612|-1.607735|-1.8442812|-2.3696673|-4.2841144|-5.2424774|-2.8376753|-6.9500213|-0.13309528|-2.0509017|-2.1098564|-2.1874716
2_car_failed,Lucy failed to rent a car. She couldn't find a place that was open late.,failed,subj,Lu|cy| failed| to| rent| a| car|.| She| couldn|'t| find| a| place| that| was| open| late|.,-1.6444104|-10.95623|-0.25654957|-10.81222|-1.605164|-1.8350645|-2.374444|-1.865389|-3.636098|-0.32476714|-2.1771512|-1.1304203|-2.222112|-1.6130613|-2.100631|-1.1688249|-3.6675045|-1.3804834
3_bear_affirmative,Carol saw a bear at the zoo and it was taller than she expected.,affirmative,it,Car|ol| saw| a| bear| at| the| zoo| and| it| was| taller| than| she| expected|.,-4.5725837|-8.118655|-2.5035083|-8.355026|-4.069148|-0.92271984|-2.9180276|-2.611816|-2.7576175|-0.97825253|-6.1973734|-0.06403896|-1.5508773|-4.9131007|-0.5005362
3_bear_affirmative,Carol saw a bear at the zoo and she took amazing pictures of it.,affirmative,subj,Car|ol| saw| a| bear| at| the| zoo| and| she| took| amazing| pictures| of| it|.,-4.5732636|-8.110211|-2.5010107|-8.385676|-4.076594|-0.92271495|-2.9733593|-2.617774|-2.2668002|-5.1952276|-9.933544|-0.5315169|-0.9903602|-0.3026858|-0.50526506
3_bear_negated,Carol didn't see a bear at the zoo and it was taller than she expected.,negated,it,Car|ol| didn|'t| see| a| bear| at| the| zoo| and| it| was| taller| than| she| expected|.,-4.5737367|-6.219467|-0.3413847|-4.1509614|-3.5453808|-7.0183263|-3.424196|-1.9086617|-3.8316286|-3.9395773|-3.8580215|-1.5301743|-10.555884|-0.14221205|-2.2456932|-2.1753328|-0.57413965
3_bear_negated,Carol didn't see a bear at the zoo and she went home disappointed.,negated,subj,Car|ol| didn|'t| see| a| bear| at| the| zoo| and| she| went| home| disappointed|.,-4.5730677|-6.2238994|-0.33868262|-4.1499987|-3.5473433|-7.0139513|-3.4253545|-1.9026291|-3.805929|-3.9387076|-1.7421598|-4.717051|-2.3158038|-2.8290155|-0.3545541
3_bear_know,I know that Carol saw a bear at the zoo. It was taller than she expected.,know,it,I| know| that| Carol| saw| a| bear| at| the| zoo|.| It| was| taller| than| she| expected|.,-4.262303|-2.3906283|-10.522614|-7.201077|-2.9780464|-6.7243743|-3.5591426|-0.9542017|-4.230998|-1.6930002|-4.1060724|-0.77858734|-6.7966747|-0.042915054|-1.8147378|-5.399541|-0.5191043
3_bear_know,I know that Carol saw a bear at the zoo. She took amazing pictures of it.,know,subj,I| know| that| Carol| saw| a| bear| at| the| zoo|.| She| took| amazing| pictures| of| it|.,-4.2624497|-2.389608|-10.55634|-7.192839|-2.9734662|-6.7373776|-3.5513082|-0.95568335|-4.2556396|-1.6978507|-3.125853|-5.2040453|-9.627633|-0.43284982|-0.9042339|-0.27318957|-0.7151554
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It was taller than she expected.,doubt,it,I| doubt| that| Carol| saw| a| bear| at| the| zoo|.| It| was| taller| than| she| expected|.,-8.071886|-1.919403|-10.999888|-6.7149124|-3.4787452|-6.673942|-3.0672517|-2.051515|-4.8963537|-1.131207|-3.4998124|-1.3367012|-10.533228|-0.13850585|-1.9060075|-5.69017|-0.47490063
3_bear_doubt,I doubt that Carol saw a bear at the zoo. She didn't get to see any other big animals either.,doubt,subj,I| doubt| that| Carol| saw| a| bear| at| the| zoo|.| She| didn|'t| get| to| see| any| other| big| animals| either|.,-8.072716|-1.9201941|-11.00887|-6.7466288|-3.4757202|-6.68221|-3.0665205|-2.0450506|-4.9339614|-1.1321371|-2.9421265|-3.7706044|-0.41514954|-4.6697216|-2.3818204|-1.0881385|-1.9308248|-4.7470546|-6.308725|-0.17883042|-3.2102227|-0.40771878
3_bear_modal,Carol wants to see a bear at the zoo and it is taller than she expected.,modal,it,Car|ol| wants| to| see| a| bear| at| the| zoo| and| it| is| taller| than| she| expected|.,-4.573941|-8.507401|-0.49429947|-3.5836463|-3.1367016|-8.21016|-4.5342507|-0.70453966|-0.54818565|-3.3417664|-4.3760653|-1.6727369|-13.036124|-0.07169914|-1.655005|-2.740271|-0.39560813
3_bear_modal,Carol wants to see a bear at the zoo and she does not stop talking about it.,modal,subj,Car|ol| wants| to| see| a| bear| at| the| zoo| and| she| does| not| stop| talking| about| it|.,-4.5737367|-8.510035|-0.4958494|-3.569447|-3.139433|-8.211307|-4.5430913|-0.7076412|-0.5433683|-3.3426673|-2.7387435|-4.325564|-2.673811|-5.8498917|-1.8991727|-0.12059207|-0.16195157|-0.6379067
3_bear_managed,Carol managed to see a bear at the zoo. It was taller than she expected.,managed,it,Car|ol| managed| to| see| a| bear| at| the| zoo|.| It| was| taller| than| she| expected|.,-4.5725837|-9.506661|-0.4126607|-5.8921094|-2.6652339|-9.524589|-3.834672|-1.1497326|-2.2493002|-1.7397997|-3.254337|-0.39165238|-8.082816|-0.05807738|-0.9855836|-3.3005931|-0.87008494
3_bear_managed,Carol managed to see a bear at the zoo. She took amazing pictures of it.,managed,subj,Car|ol| managed| to| see| a| bear| at| the| zoo|.| She| took| amazing| pictures| of| it|.,-4.5730557|-9.519463|-0.41234782|-5.8904963|-2.6636147|-9.50217|-3.8361292|-1.1523604|-2.2523837|-1.7433202|-2.5493364|-4.2745433|-8.109816|-0.77784026|-1.1611205|-0.8311038|-0.64594567
3_bear_failed,Carol failed to see a bear at the zoo. It was taller than she expected.,failed,it,Car|ol| failed| to| see| a| bear| at| the| zoo|.| It| was| taller| than| she| expected|.,-4.5725837|-11.260001|-0.22960266|-3.2256975|-3.715716|-7.5001445|-3.9571447|-1.1694895|-2.5230346|-1.2137561|-4.482022|-0.8173502|-9.039023|-0.09964104|-1.7696307|-1.7110956|-0.38069838
3_bear_failed,Carol failed to see a bear at the zoo. She didn't get to see any other big animals either.,failed,subj,Car|ol| failed| to| see| a| bear| at| the| zoo|.| She| didn|'t| get| to| see| any| other| big| animals| either|.,-4.5738626|-11.2946615|-0.22854124|-3.2240896|-3.71556|-7.509387|-3.9734182|-1.1674021|-2.5161216|-1.2135772|-2.4782455|-3.244287|-0.44066605|-3.6288745|-0.4924677|-0.5462288|-2.0850203|-5.658289|-6.453254|-0.22097737|-1.0988687|-0.3182878
4_book_affirmative,Susan published a book and it is a real page-turner.,affirmative,it,Susan| published| a| book| and| it| is| a| real| page|-|turn|er|.,-9.221799|-1.5163215|-1.4292171|-5.0094585|-3.8182535|-1.7439083|-2.2898614|-3.9147818|-1.7104197|-1.1328418|-0.007390182|-0.0044964496|-0.6683862
4_book_affirmative,Susan published a book and she is going on tour later this year.,affirmative,subj,Susan| published| a| book| and| she| is| going| on| tour| later| this| year|.,-9.220616|-1.512776|-1.4201628|-4.9992833|-3.7676797|-2.1217232|-3.5627747|-1.6776369|-1.3410556|-7.1129403|-0.14470106|-0.70113474|-0.71256274
4_book_negated,Susan didn't publish a book and it is a real page-turner.,negated,it,Susan| didn|'t| publish| a| book| and| it| is| a| real| page|-|turn|er|.,-6.3208404|-0.33623824|-10.227524|-2.575806|-1.9028217|-4.4105115|-4.3528647|-3.0219405|-2.8888235|-3.6560154|-6.1835957|-1.1814482|-0.0077359895|-0.0068099415|-0.7085249
4_book_negated,Susan didn't publish a book and she doesn't intend to do so in the near future.,negated,subj,Susan| didn|'t| publish| a| book| and| she| doesn|'t| intend| to| do| so| in| the| near| future|.,-6.321507|-0.33369473|-10.231535|-2.5822058|-1.906274|-4.41743|-1.8120167|-3.0158095|-0.008739723|-5.164752|-0.026055483|-3.0207164|-0.22184438|-2.5269306|-0.05908214|-1.493163|-0.0112388125|-0.39866766
4_book_know,I know that Susan published a book. It is a real page-turner.,know,it,I| know| that| Susan| published| a| book|.| It| is| a| real| page|-|turn|er|.,-4.262303|-2.3906283|-9.829051|-11.810422|-1.069316|-1.3239169|-3.158524|-2.9725187|-2.227017|-2.2118692|-5.0707107|-2.5113628|-0.7920829|-0.007899913|-0.003521405|-0.6563338
4_book_know,I know that Susan published a book. She is going on tour later this year.,know,subj,I| know| that| Susan| published| a| book|.| She| is| going| on| tour| later| this| year|.,-4.262303|-2.3906283|-9.829053|-11.810421|-1.0693166|-1.3239169|-3.158523|-2.7462523|-2.649648|-3.8323183|-3.9547017|-1.8961579|-5.5041637|-0.19917053|-0.6179931|-0.7087501
4_book_doubt,I doubt that Susan published a book. It is a real page-turner.,doubt,it,I| doubt| that| Susan| published| a| book|.| It| is| a| real| page|-|turn|er|.,-8.071802|-1.9226406|-9.434195|-12.688352|-2.623844|-1.7207849|-2.5055134|-3.4419568|-1.6676195|-3.0374045|-4.885007|-3.9778776|-0.48456967|-0.009570972|-0.0013913795|-0.6259329
4_book_doubt,I doubt that Susan published a book. She also hasn't written any good articles lately.,doubt,subj,I| doubt| that| Susan| published| a| book|.| She| also| hasn|'t| written| any| good| articles| lately|.,-8.072716|-1.9201941|-9.426932|-12.708775|-2.6244786|-1.7304559|-2.503831|-2.1807988|-6.5464597|-5.1505833|-0.3723197|-2.7480235|-2.1732554|-6.079905|-2.8929384|-3.1380808|-0.5171725
4_book_modal,Susan wants to publish a book and it is a real page-turner.,modal,it,Susan| wants| to| publish| a| book| and| it| is| a| real| page|-|turn|er|.,-7.7611866|-0.38697767|-7.753602|-0.99850094|-1.0051724|-3.2430031|-4.809524|-1.6531197|-2.4566207|-4.4857993|-4.0082955|-0.9513893|-0.012198486|-0.007499474|-0.56845456
4_book_modal,Susan wants to publish a book and she committed to writing at least 2 pages a day.,modal,subj,Susan| wants| to| publish| a| book| and| she| committed| to| writing| at| least| 2| pages| a| day|.,-7.7611866|-0.38697767|-7.753602|-0.99850094|-1.0051724|-3.2430031|-2.5904937|-12.055446|-0.34156847|-1.9411211|-3.5376108|-0.021716846|-3.0959587|-2.9183555|-0.9867344|-0.1024714|-0.5579
4_book_managed,Susan managed to write a book. It is a real page-turner.,managed,it,Susan| managed| to| write| a| book|.| It| is| a| real| page|-|turn|er|.,-9.99509|-0.096014984|-6.2017546|-1.364891|-2.8940585|-3.44573|-2.5866466|-2.317785|-1.749768|-4.5205226|-1.0566983|-0.6633842|-0.011866087|-0.0023691864|-0.51165384
4_book_managed,Susan managed to write a book. She is going on tour later this year.,managed,subj,Susan| managed| to| write| a| book|.| She| is| going| on| tour| later| this| year|.,-9.99459|-0.095603295|-6.200098|-1.3641039|-2.8973386|-3.4425738|-2.324203|-2.9081466|-3.4361622|-4.854409|-3.5570557|-5.744975|-0.22168122|-0.6747906|-0.7971387
4_book_failed,Susan failed to write a book. It is a real page-turner.,failed,it,Susan| failed| to| write| a| book|.| It| is| a| real| page|-|turn|er|.,-11.022429|-0.21703543|-5.9219637|-1.8366069|-2.7387002|-2.3361|-4.3715205|-2.1064134|-2.3707576|-5.3022537|-4.8337197|-0.6770458|-0.015045576|-0.0036580327|-0.45798868
4_book_failed,Susan failed to write a book. She also hasn't written any good articles lately.,failed,subj,Susan| failed| to| write| a| book|.| She| also| hasn|'t| written| any| good| articles| lately|.,-11.0227375|-0.21653813|-5.9153886|-1.8389696|-2.7476325|-2.3389585|-2.198255|-4.303622|-4.9967484|-0.5265698|-1.697938|-2.1649168|-5.933013|-2.6270452|-2.4663122|-0.39426488
5_shirt_affirmative,Mary found a shirt at the store and it looks amazing on her.,affirmative,it,Mary| found| a| shirt| at| the| store| and| it| looks| amazing| on| her|.,-7.618597|-2.2553608|-7.88153|-4.8877096|-0.5946271|-4.8464794|-1.7598772|-3.4710398|-3.9207008|-4.1232104|-1.0158054|-0.30678484|-0.5759884
5_shirt_affirmative,Mary found a shirt at the store and she wore it at the wedding.,affirmative,subj,Mary| found| a| shirt| at| the| store| and| she| wore| it| at| the| wedding|.,-7.6194596|-2.2536583|-7.898517|-4.8879886|-0.59089553|-4.861085|-1.7574682|-4.121156|-2.9442916|-0.3845846|-4.9900517|-0.919298|-3.7074518|-0.5843195
5_shirt_negated,Mary didn't find a shirt at the store and it looks amazing on her.,negated,it,Mary| didn|'t| find| a| shirt| at| the| store| and| it| looks| amazing| on| her|.,-7.4545236|-0.4543319|-5.8025155|-2.9605849|-7.8894143|-4.8233724|-1.0068177|-2.180746|-2.8716676|-4.6604548|-3.6390066|-8.603529|-0.6863245|-0.50091004|-0.8708741
5_shirt_negated,Mary didn't find a shirt at the store and she had to wear a t-shirt instead.,negated,subj,Mary| didn|'t| find| a| shirt| at| the| store| and| she| had| to| wear| a| t|-|shirt| instead|.,-7.4545236|-0.4543319|-5.8025155|-2.953438|-7.8857346|-4.8265443|-1.0020516|-2.181249|-2.8730605|-2.1509311|-3.020897|-0.5215508|-1.4988358|-1.5813737|-3.0251234|-0.119503245|-0.012139479|-2.9114554|-0.37931502
5_shirt_know,I know that Mary found a shirt at the store. It looks amazing on her.,know,it,I| know| that| Mary| found| a| shirt| at| the| store|.| It| looks| amazing| on| her|.,-4.26207|-2.3886948|-9.145759|-6.777829|-2.3339205|-8.133784|-3.564001|-1.0171224|-3.0303483|-2.629459|-3.5327387|-4.7161674|-6.75879|-0.52703816|-0.17219013|-0.6778849
5_shirt_know,I know that Mary found a shirt at the store. She wore it at the wedding.,know,subj,I| know| that| Mary| found| a| shirt| at| the| store|.| She| wore| it| at| the| wedding|.,-4.26245|-2.389608|-9.144466|-6.767318|-2.3362927|-8.134213|-3.5702894|-1.0195765|-3.036304|-2.6364493|-2.7159574|-3.6357563|-0.07674235|-3.7215905|-0.93431485|-4.2513447|-0.7397881
5_shirt_doubt,I doubt that Mary found a shirt at the store. It looks amazing on her.,doubt,it,I| doubt| that| Mary| found| a| shirt| at| the| store|.| It| looks| amazing| on| her|.,-8.071987|-1.9195467|-9.121966|-6.650499|-3.5839937|-9.649767|-4.2074227|-1.2443913|-2.775514|-1.9034188|-3.250606|-3.4371412|-8.923815|-1.0360484|-1.1569937|-0.754953
5_shirt_doubt,I doubt that Mary found a shirt at the store. She didn't manage to get any other nice clothes either.,doubt,subj,I| doubt| that| Mary| found| a| shirt| at| the| store|.| She| didn|'t| manage| to| get| any| other| nice| clothes| either|.,-8.072716|-1.9201941|-9.121144|-6.646383|-3.5884256|-9.657436|-4.206061|-1.240334|-2.7868023|-1.9081985|-2.260929|-4.1492395|-0.49367842|-8.260449|-0.30362567|-1.4743434|-2.9754698|-3.8233492|-7.327739|-0.70351535|-3.6244776|-0.47828594
5_shirt_modal,Mary wants to find a shirt at the store and it looks amazing on her.,modal,it,Mary| wants| to| find| a| shirt| at| the| store| and| it| looks| amazing| on| her|.,-9.948058|-0.5220028|-4.6778617|-1.3688184|-7.8943152|-5.298203|-1.1782423|-1.9229602|-3.5596397|-4.1716304|-4.9292507|-6.9221015|-0.7109514|-0.25666276|-0.6651827
5_shirt_modal,Mary wants to find a shirt at the store and she checked that the store is open on Sundays. ,modal,subj,Mary| wants| to| find| a| shirt| at| the| store| and| she| checked| that| the| store| is| open| on| Sundays|.,-9.947141|-0.5224535|-4.6818357|-1.3712311|-7.9250927|-5.310277|-1.1749254|-1.9258522|-3.5683246|-2.3145683|-9.458238|-4.3269267|-1.4595785|-2.3988423|-1.8667036|-0.68458766|-2.9970226|-3.7433026|-0.37342012
5_shirt_managed,Mary managed to find a shirt at the store. It looks amazing on her.,managed,it,Mary| managed| to| find| a| shirt| at| the| store|.| It| looks| amazing| on| her|.,-10.076783|-0.2798531|-3.6592736|-1.1057677|-7.063361|-5.060202|-0.72869974|-4.777958|-1.961762|-2.5872555|-6.0031266|-5.978563|-0.6535238|-0.22823498|-0.6968403
5_shirt_managed,Mary managed to find a shirt at the store. She wore it at the wedding.,managed,subj,Mary| managed| to| find| a| shirt| at| the| store|.| She| wore| it| at| the| wedding|.,-10.076783|-0.2798531|-3.6590066|-1.105511|-7.0614142|-5.0737915|-0.7303846|-4.763753|-1.9647098|-2.5828314|-4.4715886|-0.50290376|-5.380183|-0.96613103|-4.189403|-0.91462404
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,Mary| failed| to| find| a| shirt| at| the| store|.| It| looks| amazing| on| her|.,-11.524093|-0.30865368|-4.0465417|-1.3147457|-9.185693|-4.9507537|-0.78124684|-2.2347302|-1.5833219|-4.6192374|-4.6913733|-7.0635614|-0.72234714|-3.155815|-0.39848447
5_shirt_failed,Mary failed to find a shirt at the store. She didn't manage to get any other nice clothes either.,failed,subj,Mary| failed| to| find| a| shirt| at| the| store|.| She| didn|'t| manage| to| get| any| other| nice| clothes| either|.,-11.524983|-0.3076772|-4.0467763|-1.3148344|-9.176439|-4.933213|-0.7821521|-2.2285206|-1.5857675|-2.2774816|-3.1774647|-0.4076764|-5.9096737|-0.04752026|-1.7817875|-2.9479048|-6.2156167|-7.374126|-0.8039798|-1.806833|-0.22285677
6_rat_affirmative,Carla got a pet rat and it is very noisy at night.,affirmative,it,Car|la| got| a| pet| rat| and| it| is| very| noisy| at| night|.,-4.7534795|-7.338558|-2.6492143|-7.8837075|-4.044214|-2.6000922|-3.6933665|-2.9437215|-3.2919326|-6.3059287|-3.223406|-0.11263191|-0.6790811
6_rat_affirmative,Carla got a pet rat and she constantly posts photos of it.,affirmative,subj,Car|la| got| a| pet| rat| and| she| constantly| posts| photos| of| it|.,-4.753594|-7.3339334|-2.6466377|-7.8806286|-4.0171094|-2.604734|-3.6793694|-9.406315|-4.916225|-2.144441|-0.27707788|-0.4755019|-2.0465226
6_rat_negated,Carla didn't get a pet rat and it is very noisy at night.,negated,it,Car|la| didn|'t| get| a| pet| rat| and| it| is| very| noisy| at| night|.,-4.753673|-5.8905973|-0.27998674|-4.2481794|-2.1752117|-8.710665|-5.2522593|-4.0510235|-4.0487165|-3.117755|-3.7334983|-9.156874|-2.8335078|-0.61887246|-0.93051225
6_rat_negated,Carla didn't get a pet rat and she is already regretting her decision.,negated,subj,Car|la| didn|'t| get| a| pet| rat| and| she| is| already| regret|ting| her| decision|.,-4.753594|-5.87704|-0.28366265|-4.25179|-2.1731355|-8.739737|-5.271776|-4.063511|-2.1436584|-3.5689359|-5.9427347|-4.3161135|-0.006811622|-2.536875|-0.2537926|-0.4661846
6_rat_know,I know that Carla got a pet rat. It is very noisy at night.,know,it,I| know| that| Car|la| got| a| pet| rat|.| It| is| very| noisy| at| night|.,-4.262303|-2.3906283|-9.50712|-2.0803363|-5.9821496|-2.0158198|-8.704704|-3.7516575|-2.3541913|-3.0146708|-3.0042355|-3.0920727|-6.2268867|-3.84387|-0.19533448|-0.7476065
