id,sentence,type,pronoun,tokens,log_probs
1_dog_failed,John failed to adopt dogs. He doesn't have a big enough apartment.,failed,subj,John| failed| to| adopt| dogs|.| He| doesn|'t| have| a| big| enough| apartment|.,-11.396896|-0.6143908|-8.95534|-11.619733|-3.0695472|-1.9185122|-5.9606934|-0.30977634|-2.1479793|-1.3819131|-4.479975|-1.9015914|-2.9626145|-0.67674696
2_car_affirmative,Lucy has cars and they have a self-driving mode.,affirmative,it,Lu|cy| has| cars| and| they| have| a| self|-|driving| mode|.,-1.6432878|-5.217999|-13.053559|-2.14934|-5.957549|-2.5763805|-2.5683503|-9.552664|-0.38538793|-1.0802326|-2.8192317|-1.3283517
2_car_affirmative,Lucy has cars and she loves to go on roadtrips.,affirmative,subj,Lu|cy| has| cars| and| she| loves| to| go| on| road|tri|ps|.,-1.6436467|-5.208047|-13.053065|-2.1456368|-4.069461|-2.8218172|-1.459204|-3.1042073|-2.4891605|-2.133039|-2.3007784|-0.00053164794|-0.7974061
2_car_negated,Lucy doesn't have cars and they have a self-driving mode.,negated,it,Lu|cy| doesn|'t| have| cars| and| they| have| a| self|-|driving| mode|.,-1.6444104|-7.2944126|-0.39989206|-2.696238|-11.297136|-3.2414002|-5.1214104|-2.7131355|-2.2486188|-9.188651|-0.31875423|-1.6924081|-6.791412|-1.3664936
2_car_negated,Lucy doesn't have cars and she only buys second-hand clothes.,negated,subj,Lu|cy| doesn|'t| have| cars| and| she| only| buys| second|-|hand| clothes|.,-1.6446847|-7.2901955|-0.39730075|-2.691184|-11.312401|-3.2319655|-2.1669195|-5.185686|-5.14069|-4.126691|-0.92118436|-0.014641767|-1.183648|-0.8448381
2_car_know,I know that Lucy has cars. They have a self-driving mode.,know,it,I| know| that| Lucy| has| cars|.| They| have| a| self|-|driving| mode|.,-4.2624497|-2.3896077|-8.998204|-2.560838|-12.776263|-2.7646303|-4.3203936|-2.820497|-1.3531443|-9.739765|-0.1276968|-1.207049|-5.9535704|-1.2752726
2_car_know,I know that Lucy has cars. She loves to go on roadtrips.,know,subj,I| know| that| Lucy| has| cars|.| She| loves| to| go| on| road|tri|ps|.,-4.2614527|-2.3930783|-8.996943|-2.5573657|-12.776528|-2.7608957|-1.5766802|-3.5276158|-2.2721484|-2.7898047|-2.686486|-1.3914316|-3.3320189|-0.00014432582|-1.1417875
2_car_doubt,I doubt that Lucy has cars. They have a self-driving mode.,doubt,it,I| doubt| that| Lucy| has| cars|.| They| have| a| self|-|driving| mode|.,-8.072626|-1.920908|-10.260394|-3.1984184|-11.876048|-3.254243|-3.8006759|-3.5506167|-1.9234333|-9.150726|-0.12396308|-1.6857178|-4.9744067|-1.9496921
2_car_doubt,I doubt that Lucy has cars. She also only buys second-hand clothes.,doubt,subj,I| doubt| that| Lucy| has| cars|.| She| also| only| buys| second|-|hand| clothes|.,-8.072716|-1.9201941|-10.261462|-3.196496|-11.865219|-3.2781076|-1.9015592|-7.33995|-6.0013914|-5.6616087|-3.9979892|-0.8919094|-0.037265997|-2.5689886|-1.1082131
2_car_modal,Lucy wants to have cars and they have a self-driving mode.,modal,it,Lu|cy| wants| to| have| cars| and| they| have| a| self|-|driving| mode|.,-1.6440028|-7.6774774|-0.4679203|-4.148998|-12.797103|-1.8305789|-7.471165|-2.207313|-1.9292294|-10.584343|-0.3266696|-0.96223354|-6.164847|-1.4709176
2_car_modal,Lucy wants to have cars and she also wants to get a motorcycle.,modal,subj,Lu|cy| wants| to| have| cars| and| she| also| wants| to| get| a| motorcycle|.,-1.6450005|-7.681463|-0.46841338|-4.149731|-12.812136|-1.8367289|-4.3131266|-3.6847212|-0.2812411|-0.3534584|-3.747804|-1.6038523|-5.611383|-1.271955
2_car_managed,Lucy managed to rent cars. They have a self-driving mode.,managed,it,Lu|cy| managed| to| rent| cars|.| They| have| a| self|-|driving| mode|.,-1.6446847|-9.071175|-0.43201345|-10.121949|-9.333794|-4.5808835|-2.481883|-5.460182|-1.9670701|-8.059082|-0.21073654|-1.1908635|-2.7904863|-1.507953
2_car_managed,Lucy managed to rent cars. She found a place that was open late.,managed,subj,Lu|cy| managed| to| rent| cars|.| She| found| a| place| that| was| open| late|.,-1.6446848|-9.071178|-0.43201336|-10.121947|-9.265926|-4.5701976|-1.8398178|-4.002572|-1.1489954|-2.7796183|-2.3752685|-2.575621|-2.524414|-3.6831777|-1.4743005
2_car_failed,Lucy failed to rent cars. They have a self-driving mode.,failed,it,Lu|cy| failed| to| rent| cars|.| They| have| a| self|-|driving| mode|.,-1.643999|-10.963338|-0.2563896|-10.8112545|-6.733397|-3.8640082|-4.06332|-5.0276756|-2.0254145|-7.164606|-0.38861057|-1.7352743|-3.9592187|-2.3951762
2_car_failed,Lucy failed to rent cars. She couldn't find a place that was open late.,failed,subj,Lu|cy| failed| to| rent| cars|.| She| couldn|'t| find| a| place| that| was| open| late|.,-1.6440682|-10.955421|-0.25688237|-10.814612|-6.694683|-3.846268|-1.628395|-2.7640104|-0.35881215|-2.9754262|-1.0851575|-2.4868968|-2.4372516|-2.5411453|-1.5025538|-3.6449814|-1.579776
3_bear_affirmative,Carol saw bears at the zoo and they were taller than she expected.,affirmative,it,Car|ol| saw| bears| at| the| zoo| and| they| were| taller| than| she| expected|.,-4.5730567|-8.122901|-13.2008295|-3.4572124|-1.0776033|-2.0452356|-2.2274132|-3.6914766|-0.92093027|-7.4052|-0.15765166|-1.8457476|-4.431037|-0.4369455
3_bear_affirmative,Carol saw bears at the zoo and she took amazing pictures of them.,affirmative,subj,Car|ol| saw| bears| at| the| zoo| and| she| took| amazing| pictures| of| them|.,-4.5736213|-8.111991|-13.205288|-3.4590929|-1.073935|-2.0568366|-2.228604|-2.7570696|-5.2568297|-8.932378|-0.65908545|-1.0284566|-0.29315135|-0.54060924
3_bear_negated,Carol didn't see bears at the zoo and they were taller than she expected.,negated,it,Car|ol| didn|'t| see| bears| at| the| zoo| and| they| were| taller| than| she| expected|.,-4.5739455|-6.2218733|-0.33940226|-4.1511736|-12.896518|-3.6492634|-1.5997788|-2.2530591|-3.8163018|-4.050853|-2.3169847|-9.8655615|-0.18993498|-1.941951|-1.5706474|-0.42446953
3_bear_negated,Carol didn't see bears at the zoo and she went home disappointed.,negated,subj,Car|ol| didn|'t| see| bears| at| the| zoo| and| she| went| home| disappointed|.,-4.5725837|-6.225158|-0.34072477|-4.1523952|-12.896742|-3.6509535|-1.5965556|-2.2507458|-3.8258266|-1.6156192|-5.2105556|-3.003044|-2.5085144|-0.33380178
3_bear_know,I know that Carol saw bears at the zoo. They were taller than she expected.,know,it,I| know| that| Carol| saw| bears| at| the| zoo|.| They| were| taller| than| she| expected|.,-4.262049|-2.3925614|-10.526714|-7.2109375|-11.727622|-3.4940886|-1.0739805|-2.910792|-1.5882331|-4.984793|-1.1450232|-7.5142517|-0.060776252|-1.6158513|-3.7126317|-0.49935886
3_bear_know,I know that Carol saw bears at the zoo. She took amazing pictures of them.,know,subj,I| know| that| Carol| saw| bears| at| the| zoo|.| She| took| amazing| pictures| of| them|.,-4.2621593|-2.389985|-10.555064|-7.1918144|-11.717713|-3.4801304|-1.0703812|-2.8961458|-1.5892321|-3.0599089|-4.867923|-9.093031|-0.52038306|-0.97046125|-0.31806952|-0.6284777
3_bear_doubt,I doubt that Carol saw bears at the zoo. They were taller than she expected.,doubt,it,I| doubt| that| Carol| saw| bears| at| the| zoo|.| They| were| taller| than| she| expected|.,-8.072626|-1.9209077|-10.985238|-6.741596|-12.6202755|-3.4294753|-1.5836298|-3.1008396|-1.3566667|-5.0193563|-2.0570128|-10.422261|-0.18117902|-1.3428489|-4.605487|-0.40540218
3_bear_doubt,I doubt that Carol saw bears at the zoo. She didn't get to see any other big animals either.,doubt,subj,I| doubt| that| Carol| saw| bears| at| the| zoo|.| She| didn|'t| get| to| see| any| other| big| animals| either|.,-8.071886|-1.9193993|-10.9998865|-6.7149134|-12.632271|-3.4358702|-1.5832274|-3.1143677|-1.3567848|-3.2709873|-3.3694332|-0.4199361|-4.6183405|-1.2879629|-1.632638|-1.8802764|-3.71715|-5.660959|-0.22421244|-1.8732386|-0.4066932
3_bear_modal,Carol wants to see bears at the zoo and they are taller than she expected.,modal,it,Car|ol| wants| to| see| bears| at| the| zoo| and| they| are| taller| than| she| expected|.,-4.573055|-8.510006|-0.49586368|-3.5784302|-11.990469|-4.1628833|-0.96445763|-0.9596994|-3.024101|-4.4748163|-2.3934567|-10.900447|-0.15710779|-1.5630125|-2.2647023|-0.3815891
3_bear_modal,Carol wants to see bears at the zoo and she does not stop talking about it.,modal,subj,Car|ol| wants| to| see| bears| at| the| zoo| and| she| does| not| stop| talking| about| it|.,-4.573865|-8.5016165|-0.49576515|-3.579615|-11.986688|-4.1582565|-0.96290064|-0.9558962|-3.018072|-2.9712834|-4.4701996|-1.9872804|-6.304593|-1.8466532|-0.14466193|-0.36407983|-0.63727754
3_bear_managed,Carol managed to see bears at the zoo. They were taller than she expected.,managed,it,Car|ol| managed| to| see| bears| at| the| zoo|.| They| were| taller| than| she| expected|.,-4.5730567|-9.518673|-0.40795174|-5.888934|-13.5990925|-3.3129227|-1.8009725|-2.4753842|-1.9756552|-3.7536674|-0.8546481|-8.569883|-0.13750191|-0.7745362|-1.3773385|-0.86325735
3_bear_managed,Carol managed to see bears at the zoo. She took amazing pictures of them.,managed,subj,Car|ol| managed| to| see| bears| at| the| zoo|.| She| took| amazing| pictures| of| them|.,-4.573055|-9.518675|-0.4131538|-5.890196|-13.63607|-3.3115294|-1.8015916|-2.482327|-1.9799799|-2.2665687|-4.4159746|-7.8629556|-0.86111414|-1.1099635|-0.9625327|-0.73748934
3_bear_failed,Carol failed to see bears at the zoo. They were taller than she expected.,failed,it,Car|ol| failed| to| see| bears| at| the| zoo|.| They| were| taller| than| she| expected|.,-4.5736217|-11.30119|-0.2283127|-3.2243915|-13.3986635|-3.2553709|-1.4300368|-2.760319|-1.451317|-4.5729246|-1.0301021|-10.143103|-0.21063846|-1.3077272|-1.1777407|-0.6239454
3_bear_failed,Carol failed to see bears at the zoo. She didn't get to see any other big animals either.,failed,subj,Car|ol| failed| to| see| bears| at| the| zoo|.| She| didn|'t| get| to| see| any| other| big| animals| either|.,-4.5749006|-11.295533|-0.22911124|-3.2247996|-13.35022|-3.2557156|-1.4290061|-2.767111|-1.4453831|-2.321355|-3.160733|-0.44366667|-3.4574382|-0.68657285|-0.7171717|-1.4856606|-4.58684|-5.822367|-0.3284688|-1.1127743|-0.31795007
4_book_affirmative,Susan published books and they are real page-turners.,affirmative,it,Susan| published| books| and| they| are| real| page|-|turn|ers|.,-9.220616|-6.4314446|-2.7639754|-7.7013264|-2.0145042|-6.84564|-3.1703959|-1.0184978|-0.010662536|-0.033053886|-0.63378257
4_book_affirmative,Susan published books and she is going on tour later this year.,affirmative,subj,Susan| published| books| and| she| is| going| on| tour| later| this| year|.,-9.220392|-6.423062|-2.7687767|-6.698234|-2.9996917|-4.9046884|-3.4822679|-1.9027027|-6.2709975|-0.17668153|-0.50906914|-0.8602763
4_book_negated,Susan didn't publish books and they are real page-turners.,negated,it,Susan| didn|'t| publish| books| and| they| are| real| page|-|turn|ers|.,-6.319983|-0.33675694|-10.224461|-6.1092467|-4.0782857|-4.959553|-4.7400618|-7.935011|-5.6355615|-0.9880422|-0.008911883|-0.013138608|-0.73647654
4_book_negated,Susan didn't publish books and she doesn't intend to so in the near future.,negated,subj,Susan| didn|'t| publish| books| and| she| doesn|'t| intend| to| so| in| the| near| future|.,-6.3199863|-0.33675584|-10.224462|-6.11591|-4.0755186|-1.7967424|-5.2329082|-0.0032260788|-6.336881|-0.02702599|-6.504805|-5.4952135|-0.7266074|-2.8599539|-0.024791678|-0.5013482
4_book_know,I know that Susan published books. They are real page-turners.,know,it,I| know| that| Susan| published| books|.| They| are| real| page|-|turn|ers|.,-4.2626925|-2.3908386|-9.871671|-11.808235|-5.927578|-3.1217308|-4.636019|-2.1915653|-5.583247|-7.3090277|-0.8178728|-0.0103488965|-0.043934032|-0.7877208
4_book_know,I know that Susan published books. She is going on tour later this year.,know,subj,I| know| that| Susan| published| books|.| She| is| going| on| tour| later| this| year|.,-4.26183|-2.3910537|-9.867508|-11.789595|-5.9333606|-3.1233678|-2.3063982|-3.5761132|-5.6418376|-4.3971777|-2.0898166|-5.34266|-0.21219456|-0.4731717|-1.0018629
4_book_doubt,I doubt that Susan published books. They are real page-turners.,doubt,it,I| doubt| that| Susan| published| books|.| They| are| real| page|-|turn|ers|.,-8.071772|-1.9192166|-9.430892|-12.71348|-7.2548423|-3.2095203|-4.8698583|-2.495921|-6.819821|-6.735071|-0.7312628|-0.027701914|-0.03075215|-1.1125003
4_book_doubt,I doubt that Susan published books. She also hasn't written any good articles lately.,doubt,subj,I| doubt| that| Susan| published| books|.| She| also| hasn|'t| written| any| good| articles| lately|.,-8.072357|-1.9222431|-9.418054|-12.690347|-7.249982|-3.2127538|-1.7550305|-6.0660133|-6.8979864|-0.46709275|-3.129384|-1.6531744|-6.3947854|-3.6385303|-4.0688243|-0.60545385
4_book_modal,Susan wants to publish books and they are a real page-turner.,modal,it,Susan| wants| to| publish| books| and| they| are| a| real| page|-|turn|er|.,-7.7599416|-0.3844045|-7.759569|-5.7719264|-2.4970806|-6.0915575|-1.9766786|-3.9479873|-4.897136|-6.0519414|-1.0207452|-0.008691502|-0.023420805|-0.67430365
4_book_modal,Susan wants to publish books and she committed to writing at least 2 pages a day.,modal,subj,Susan| wants| to| publish| books| and| she| committed| to| writing| at| least| 2| pages| a| day|.,-7.7600613|-0.3862908|-7.765448|-5.7645664|-2.4933329|-3.0899677|-11.997682|-0.4053633|-2.4386897|-3.172425|-0.02221682|-3.47617|-4.3266945|-0.93801576|-0.09379885|-0.65923524
4_book_managed,Susan managed to write books. They are a real page-turner.,managed,it,Susan| managed| to| write| books|.| They| are| a| real| page|-|turn|er|.,-9.99403|-0.095673606|-6.202564|-7.791969|-4.0213327|-4.119522|-2.4297714|-4.0047464|-4.805373|-2.7480083|-0.7783985|-0.013175327|-0.027990326|-0.73851496
4_book_managed,Susan managed to write books. She is going on tour later this year.,managed,subj,Susan| managed| to| write| books|.| She| is| going| on| tour| later| this| year|.,-9.993834|-0.09627681|-6.2082734|-7.7823987|-4.0207696|-1.4728752|-3.5284436|-4.6370435|-4.340441|-2.568794|-5.5725036|-0.20211948|-0.5206279|-1.0064145
4_book_failed,Susan failed to write books. They are a real page-turner.,failed,it,Susan| failed| to| write| books|.| They| are| a| real| page|-|turn|er|.,-11.023036|-0.21811756|-5.9203844|-6.88879|-2.521364|-5.1180534|-3.27391|-3.8063312|-5.849171|-5.0367913|-0.8374768|-0.014627252|-0.013974675|-0.7784561
4_book_failed,Susan failed to write books. She also hasn't written any good articles lately.,failed,subj,Susan| failed| to| write| books|.| She| also| hasn|'t| written| any| good| articles| lately|.,-11.021873|-0.21699566|-5.9206085|-6.891048|-2.526434|-1.6468215|-4.423815|-6.205375|-0.54437023|-1.5968252|-1.7754838|-5.5549293|-4.049953|-3.213629|-0.47788307
5_shirt_affirmative,Mary found shirts at the store and they look amazing on her.,affirmative,it,Mary| found| shirts| at| the| store| and| they| look| amazing| on| her|.,-7.6185923|-13.219898|-4.1943|-1.0784469|-3.69599|-2.1337767|-3.1430774|-5.946357|-4.1803784|-1.9491582|-1.4521447|-0.6043261
5_shirt_affirmative,Mary found shirts at the store and she wore one of them at the wedding.,affirmative,subj,Mary| found| shirts| at| the| store| and| she| wore| one| of| them| at| the| wedding|.,-7.617951|-13.208797|-4.200929|-1.0849394|-3.6929183|-2.134497|-4.1669693|-3.6634715|-1.7529911|-1.1888807|-0.76328796|-5.060396|-0.81351846|-3.831986|-0.5119379
5_shirt_negated,Mary didn't find shirts at the store and they look amazing on her.,negated,it,Mary| didn|'t| find| shirts| at| the| store| and| they| look| amazing| on| her|.,-7.4552913|-0.45325893|-5.7962728|-13.4795685|-3.5823278|-1.1993762|-1.8801733|-3.2366087|-4.045816|-6.764749|-5.1116767|-1.3043331|-1.1367724|-0.8901647
5_shirt_negated,Mary didn't find shirts at the store and she had to wear a t-shirt instead.,negated,subj,Mary| didn|'t| find| shirts| at| the| store| and| she| had| to| wear| a| t|-|shirt| instead|.,-7.455161|-0.45110455|-5.7936726|-13.472287|-3.576962|-1.1939613|-1.8816102|-3.2253115|-2.1978772|-3.079325|-0.5676123|-2.158586|-1.5536295|-3.2376888|-0.14616916|-0.012694514|-2.920935|-0.46678793
5_shirt_know,I know that Mary found shirts at the store. They look amazing on her.,know,it,I| know| that| Mary| found| shirts| at| the| store|.| They| look| amazing| on| her|.,-4.2626925|-2.3933446|-9.098072|-6.7739162|-12.714488|-3.0484533|-1.5996723|-3.56049|-2.4590616|-4.4789424|-5.186844|-6.050545|-1.2884886|-0.5349074|-0.7483937
5_shirt_know,I know that Mary found shirts at the store. She wore one of them at the wedding.,know,subj,I| know| that| Mary| found| shirts| at| the| store|.| She| wore| one| of| them| at| the| wedding|.,-4.2621593|-2.389985|-9.143001|-6.786328|-12.721351|-3.042062|-1.6019758|-3.555138|-2.4618437|-2.9029958|-4.1412177|-0.89519405|-1.9339466|-0.20464082|-4.0692544|-0.9595784|-3.766917|-0.89664465
5_shirt_doubt,I doubt that Mary found shirts at the store. They look amazing on her.,doubt,it,I| doubt| that| Mary| found| shirts| at| the| store|.| They| look| amazing| on| her|.,-8.071886|-1.9193993|-9.067087|-6.653074|-13.529857|-3.8071396|-1.4928805|-3.0311735|-1.8158756|-3.399498|-5.7088146|-9.13394|-2.6080732|-1.3896987|-0.9098674
5_shirt_doubt,I doubt that Mary found shirts at the store. She didn't manage to get any other nice clothes either.,doubt,subj,I| doubt| that| Mary| found| shirts| at| the| store|.| She| didn|'t| manage| to| get| any| other| nice| clothes| either|.,-8.071772|-1.9192162|-9.07519|-6.6654162|-13.534304|-3.8105462|-1.4914249|-3.0142126|-1.8203889|-1.885399|-4.553101|-0.52151006|-8.748787|-1.0342422|-1.6469616|-2.5257132|-3.968142|-6.986686|-0.74192894|-3.8506587|-0.5222379
5_shirt_modal,Mary wants to find shirts at the store and they look amazing on her.,modal,it,Mary| wants| to| find| shirts| at| the| store| and| they| look| amazing| on| her|.,-9.947759|-0.52132493|-4.6858974|-12.312143|-4.6343627|-1.5346367|-2.1056294|-4.010148|-4.214659|-5.2832003|-5.8495646|-1.1887565|-0.28647253|-0.63842773
5_shirt_modal,Mary wants to find shirts at the store and she checked that the store is open on Sundays. ,modal,subj,Mary| wants| to| find| shirts| at| the| store| and| she| checked| that| the| store| is| open| on| Sundays|.,-9.947539|-0.5215013|-4.681473|-12.316424|-4.6374073|-1.5334905|-2.104752|-4.0090585|-2.4254968|-9.04838|-4.4719906|-1.4726017|-2.394735|-2.039996|-0.82020545|-2.9188113|-3.3282166|-0.36787695
5_shirt_managed,Mary managed to find shirts at the store. They look amazing on her.,managed,it,Mary| managed| to| find| shirts| at| the| store|.| They| look| amazing| on| her|.,-10.077125|-0.28014386|-3.659529|-11.261747|-4.304952|-1.2366294|-3.408025|-2.1224294|-2.9508743|-5.972903|-5.715056|-1.542445|-0.8682543|-0.70501566
5_shirt_managed,Mary managed to find shirts at the store. She wore one of them at the wedding.,managed,subj,Mary| managed| to| find| shirts| at| the| store|.| She| wore| one| of| them| at| the| wedding|.,-10.077085|-0.28114617|-3.656564|-11.237482|-4.304672|-1.2312934|-3.4115148|-2.121078|-2.406178|-5.070215|-1.4885619|-1.2282373|-0.8237237|-4.9384947|-0.829996|-3.898989|-0.7468661
5_shirt_failed,Mary failed to find shirts at the store. They look amazing on her.,failed,it,Mary| failed| to| find| shirts| at| the| store|.| They| look| amazing| on| her|.,-11.524254|-0.30883643|-4.046865|-13.47328|-4.0292068|-1.2467413|-2.2017987|-1.8640487|-4.8057575|-8.065462|-5.5995317|-1.2876811|-1.9883826|-0.5225767
5_shirt_failed,Mary failed to find shirts at the store. She didn't manage to get any other nice clothes either.,failed,subj,Mary| failed| to| find| shirts| at| the| store|.| She| didn|'t| manage| to| get| any| other| nice| clothes| either|.,-11.524254|-0.30883554|-4.046869|-13.473277|-4.035996|-1.2491444|-2.2033246|-1.863206|-2.5782592|-3.1673694|-0.4636811|-5.5049634|-0.057625577|-1.9129717|-2.0085082|-6.749457|-7.2298627|-0.9870996|-1.6949111|-0.23853141
6_rat_affirmative,Carla got pet rats and they are very noisy at night.,affirmative,it,Car|la| got| pet| rats| and| they| are| very| noisy| at| night|.,-4.7539244|-7.3335085|-11.348411|-8.068082|-2.6035442|-3.1518588|-2.0977652|-3.088511|-6.032411|-2.8505673|-0.1378083|-0.7470974
6_rat_affirmative,Carla got pet rats and she constantly posts photos of them.,affirmative,subj,Car|la| got| pet| rats| and| she| constantly| posts| photos| of| them|.,-4.753954|-7.3345017|-11.344023|-8.054189|-2.6021812|-3.1224504|-8.648499|-4.1387906|-2.2725449|-0.28562856|-0.1900852|-1.9589536
6_rat_negated,Carla didn't get pet rats and they are very noisy at night.,negated,it,Car|la| didn|'t| get| pet| rats| and| they| are| very| noisy| at| night|.,-4.7539253|-5.885922|-0.2819599|-4.2443447|-11.516642|-7.6502357|-4.2819653|-3.8287678|-2.4661245|-2.6308036|-6.598845|-4.1094427|-0.15432246|-0.8199108
6_rat_negated,Carla didn't get pet rats and she is already regretting her decision.,negated,subj,Car|la| didn|'t| get| pet| rats| and| she| is| already| regret|ting| her| decision|.,-4.753673|-5.8905973|-0.27998674|-4.2481794|-11.532716|-7.6338787|-4.2870913|-1.9897358|-4.1013436|-5.9482613|-6.141308|-0.006790199|-2.5009124|-0.3089517|-0.6162986
6_rat_know,I know that Carla got pet rats. They are very noisy at night.,know,it,I| know| that| Car|la| got| pet| rats|.| They| are| very| noisy| at| night|.,-4.262452|-2.389607|-9.508172|-2.0784483|-5.9905424|-11.64755|-6.0405993|-2.551779|-2.67428|-2.0672138|-2.6101158|-7.16917|-3.3698432|-0.1480807|-0.90826696
6_rat_know,I know that Carla got pet rats. She constantly posts photos of them.,know,subj,I| know| that| Car|la| got| pet| rats|.| She| constantly| posts| photos| of| them|.,-4.2621117|-2.3891847|-9.506728|-2.0798833|-5.99402|-11.644842|-6.020994|-2.5519753|-2.2788646|-10.082254|-3.546285|-2.4814038|-0.23893064|-0.20926349|-2.1474085
6_rat_doubt,I doubt that Carla got pet rats. They are very noisy at night.,doubt,it,I| doubt| that| Car|la| got| pet| rats|.| They| are| very| noisy| at| night|.,-8.072357|-1.9222468|-9.499642|-2.0119836|-5.564145|-11.823601|-6.0777197|-1.9328084|-3.071286|-1.6019806|-2.7636032|-5.4210806|-5.4628615|-0.117652774|-1.2469426
6_rat_doubt,I doubt that Carla got pet rats. She wasn't particularly impressed by the chinchillas either.,doubt,subj,I| doubt| that| Car|la| got| pet| rats|.| She| wasn|'t| particularly| impressed| by| the| ch|inch|illas| either|.,-8.071787|-1.9196123|-9.489656|-2.0361533|-5.5786405|-11.82967|-6.0788026|-1.935984|-1.973049|-4.5112257|-0.28438422|-5.5455627|-7.567448|-1.101485|-1.8081499|-6.922479|-0.47201023|-0.59841347|-4.391136|-0.6527699
6_rat_modal,Carla wants to get pet rats and they are very noisy at night.,modal,it,Car|la| wants| to| get| pet| rats| and| they| are| very| noisy| at| night|.,-4.7542334|-8.310292|-0.48573127|-3.4413269|-10.294783|-6.629793|-2.804072|-4.5026345|-1.6483475|-3.0672987|-6.0042357|-3.220737|-0.09194448|-0.703747
