id,sentence,type,expected,order,tokens,log_probs
1_dog_know_doubt,I know that John owns a cat but I doubt that he owns a dog. The cat,know_doubt,1,2,I|##know|##that|##John|##owns|##a|##cat|##but|##I|##doubt|##that|##he|##owns|##a|##dog|.|##The|##cat|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.7451057|-8.808357|-10.514343|-14.170486|-5.0079956|-9.606873|-13.613411|-8.958031|-10.134422|-9.209053|-10.172417|-7.254631|-11.698486
1_dog_know_doubt,I know that John owns a cat but I doubt that he owns a dog. The dog,know_doubt,0,2,I|##know|##that|##John|##owns|##a|##cat|##but|##I|##doubt|##that|##he|##owns|##a|##dog|.|##The|##dog|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-6.783684|-12.397736|-10.08223|-7.7451057|-8.808357|-10.514343|-14.170486|-5.0079956|-9.606873|-13.613411|-8.958031|-10.134422|-9.209053|-10.172417|-7.8213882|-11.7041855
1_dog_doubt_know,I doubt that John owns a dog but I know that he owns a cat. The cat,doubt_know,1,1,I|##doubt|##that|##John|##owns|##a|##dog|##but|##I|##know|##that|##he|##owns|##a|##cat|.|##The|##cat|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.161064|-9.069595|-10.442429|-11.519287|-6.5015793|-9.950348|-12.271576|-9.693916|-9.962727|-9.655487|-10.399651|-7.155243|-11.793472
1_dog_doubt_know,I doubt that John owns a dog but I know that he owns a cat. The dog,doubt_know,0,1,I|##doubt|##that|##John|##owns|##a|##dog|##but|##I|##know|##that|##he|##owns|##a|##cat|.|##The|##dog|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.161064|-9.069595|-10.442429|-11.519287|-6.5015793|-9.950348|-12.271576|-9.693916|-9.962727|-9.655487|-10.399651|-7.6102905|-11.805908
1_dog_doubt_know,I doubt that John owns a cat but I know that he owns a dog. The dog,doubt_know,1,2,I|##doubt|##that|##John|##owns|##a|##cat|##but|##I|##know|##that|##he|##owns|##a|##dog|.|##The|##dog|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.745468|-9.106094|-10.36557|-11.703728|-6.4990845|-10.010979|-12.621063|-9.35537|-9.6641655|-9.5698395|-10.352615|-8.22863|-11.785255
1_dog_doubt_know,I doubt that John owns a cat but I know that he owns a dog. The cat,doubt_know,0,2,I|##doubt|##that|##John|##owns|##a|##cat|##but|##I|##know|##that|##he|##owns|##a|##dog|.|##The|##cat|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-6.7208557|-12.985275|-10.231667|-7.745468|-9.106094|-10.36557|-11.703728|-6.4990845|-10.010979|-12.621063|-9.35537|-9.6641655|-9.5698395|-10.352615|-6.816185|-11.777367
1_dog_affirmative_modal,John owns a dog but he wants to own a cat. The dog,affirmative_modal,1,1,John|##owns|##a|##dog|##but|##he|##wants|##to|##own|##a|##cat|.|##The|##dog|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.1224594|-9.357727|-9.897217|-14.3779125|-9.3607025|-10.648933|-9.469917|-10.429878|-9.8880005|-10.143326|-7.7186584|-11.737862
1_dog_affirmative_modal,John owns a dog but he wants to own a cat. The cat,affirmative_modal,0,1,John|##owns|##a|##dog|##but|##he|##wants|##to|##own|##a|##cat|.|##The|##cat|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.1224594|-9.357727|-9.897217|-14.3779125|-9.3607025|-10.648933|-9.469917|-10.429878|-9.8880005|-10.143326|-6.1152725|-11.72644
1_dog_affirmative_modal,John owns a cat but he wants to own a dog. The cat,affirmative_modal,1,2,John|##owns|##a|##cat|##but|##he|##wants|##to|##own|##a|##dog|.|##The|##cat|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.414131|-9.2361145|-9.84111|-14.012697|-9.374069|-10.644508|-9.521492|-10.203064|-9.829468|-10.2799225|-6.686821|-11.721802
1_dog_affirmative_modal,John owns a cat but he wants to own a dog. The dog,affirmative_modal,0,2,John|##owns|##a|##cat|##but|##he|##wants|##to|##own|##a|##dog|.|##The|##dog|<|endoftext|>,-11.836182|-11.474472|-10.139519|-7.414131|-9.2361145|-9.84111|-14.012697|-9.374069|-10.644508|-9.521492|-10.203064|-9.829468|-10.2799225|-7.7432632|-11.728622
1_dog_modal_affirmative,John wants to own a dog but he owns a cat. The cat,modal_affirmative,1,1,John|##wants|##to|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##The|##cat|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.521652|-9.109871|-10.461464|-12.439041|-9.472748|-10.045803|-9.985168|-10.596634|-7.0230865|-11.718262
1_dog_modal_affirmative,John wants to own a dog but he owns a cat. The dog,modal_affirmative,0,1,John|##wants|##to|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##The|##dog|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.521652|-9.109871|-10.461464|-12.439041|-9.472748|-10.045803|-9.985168|-10.596634|-7.8039246|-11.731033
1_dog_modal_affirmative,John wants to own a cat but he owns a dog. The dog,modal_affirmative,1,2,John|##wants|##to|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##The|##dog|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.6102753|-8.965782|-10.408592|-12.904785|-9.201355|-10.307697|-9.875488|-10.683159|-8.332008|-11.716339
1_dog_modal_affirmative,John wants to own a cat but he owns a dog. The cat,modal_affirmative,0,2,John|##wants|##to|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##The|##cat|<|endoftext|>,-11.836182|-11.8703575|-8.893761|-10.20295|-9.96212|-7.6102753|-8.965782|-10.408592|-12.904785|-9.201355|-10.307697|-9.875488|-10.683159|-6.8613205|-11.708275
1_dog_managed_failed,John managed to adopt a dog but failed to adopt a cat. The dog,managed_failed,1,1,John|##managed|##to|##adopt|##a|##dog|##but|##failed|##to|##adopt|##a|##cat|.|##The|##dog|<|endoftext|>,-11.836182|-11.285419|-8.785706|-10.6054|-9.889999|-7.1468735|-9.222221|-12.070805|-9.440079|-9.123131|-10.652191|-12.10527|-9.935112|-9.805969|-8.1805725|-11.787727
1_dog_managed_failed,John managed to adopt a dog but failed to adopt a cat. The cat,managed_failed,0,1,John|##managed|##to|##adopt|##a|##dog|##but|##failed|##to|##adopt|##a|##cat|.|##The|##cat|<|endoftext|>,-11.836182|-11.285419|-8.785706|-10.6054|-9.889999|-7.1468735|-9.222221|-12.070805|-9.440079|-9.123131|-10.652191|-12.10527|-9.935112|-9.805969|-8.622307|-11.775681
1_dog_managed_failed,John managed to adopt a cat but failed to adopt a dog. The cat,managed_failed,1,2,John|##managed|##to|##adopt|##a|##cat|##but|##failed|##to|##adopt|##a|##dog|.|##The|##cat|<|endoftext|>,-11.836182|-11.285419|-8.785706|-10.6054|-9.889999|-7.972519|-9.1686325|-12.198996|-9.267471|-10.170647|-10.334221|-11.434044|-9.949821|-10.057465|-8.951698|-11.775101
1_dog_managed_failed,John managed to adopt a cat but failed to adopt a dog. The dog,managed_failed,0,2,John|##managed|##to|##adopt|##a|##cat|##but|##failed|##to|##adopt|##a|##dog|.|##The|##dog|<|endoftext|>,-11.836182|-11.285419|-8.785706|-10.6054|-9.889999|-7.972519|-9.1686325|-12.198996|-9.267471|-10.170647|-10.334221|-11.434044|-9.949821|-10.057465|-8.102562|-11.783813
1_dog_failed_managed,John failed to adopt a dog but managed to adopt a cat. The cat,failed_managed,1,1,John|##failed|##to|##adopt|##a|##dog|##but|##managed|##to|##adopt|##a|##cat|.|##The|##cat|<|endoftext|>,-11.836182|-10.727524|-9.447151|-10.2348175|-9.941048|-7.031784|-9.193405|-12.844437|-9.303162|-10.471207|-10.087685|-10.479935|-9.741203|-10.025589|-8.935287|-11.704338
1_dog_failed_managed,John failed to adopt a dog but managed to adopt a cat. The dog,failed_managed,0,1,John|##failed|##to|##adopt|##a|##dog|##but|##managed|##to|##adopt|##a|##cat|.|##The|##dog|<|endoftext|>,-11.836182|-10.727524|-9.447151|-10.2348175|-9.941048|-7.031784|-9.193405|-12.844437|-9.303162|-10.471207|-10.087685|-10.479935|-9.741203|-10.025589|-8.27948|-11.716278
1_dog_failed_managed,John failed to adopt a cat but managed to adopt a dog. The dog,failed_managed,1,2,John|##failed|##to|##adopt|##a|##cat|##but|##managed|##to|##adopt|##a|##dog|.|##The|##dog|<|endoftext|>,-11.836182|-10.727524|-9.447151|-10.2348175|-9.941048|-7.3257065|-9.042213|-12.944199|-9.076347|-11.019058|-9.208954|-8.74968|-9.627846|-10.100632|-8.528915|-11.728081
1_dog_failed_managed,John failed to adopt a cat but managed to adopt a dog. The cat,failed_managed,0,2,John|##failed|##to|##adopt|##a|##cat|##but|##managed|##to|##adopt|##a|##dog|.|##The|##cat|<|endoftext|>,-11.836182|-10.727524|-9.447151|-10.2348175|-9.941048|-7.3257065|-9.042213|-12.944199|-9.076347|-11.019058|-9.208954|-8.74968|-9.627846|-10.100632|-8.626877|-11.718529
2_car_affirmative_negation,Peter has a car but he doesn't have a bike. The car,affirmative_negation,1,1,Peter|##has|##a|##car|##but|##he|##doesn|'t|##have|##a|##bike|.|##The|##car|<|endoftext|>,-12.678452|-8.241554|-9.3776245|-7.6635437|-9.078865|-10.387718|-20.856384|-13.635559|-11.348183|-10.483139|-7.4293365|-9.956154|-10.7416|-7.8043823|-11.850441
2_car_affirmative_negation,Peter has a car but he doesn't have a bike. The bike,affirmative_negation,0,1,Peter|##has|##a|##car|##but|##he|##doesn|'t|##have|##a|##bike|.|##The|##bike|<|endoftext|>,-12.678452|-8.241554|-9.3776245|-7.6635437|-9.078865|-10.387718|-20.856384|-13.635559|-11.348183|-10.483139|-7.4293365|-9.956154|-10.7416|-6.7413864|-11.859604
2_car_affirmative_negation,Peter has a bike but he doesn't have a car. The bike,affirmative_negation,1,2,Peter|##has|##a|##bike|##but|##he|##doesn|'t|##have|##a|##car|.|##The|##bike|<|endoftext|>,-12.678452|-8.241554|-9.3776245|-6.2767487|-8.969322|-10.376656|-20.36856|-13.384033|-11.29615|-10.314117|-7.578499|-9.965088|-10.841629|-7.689499|-11.847313
2_car_affirmative_negation,Peter has a bike but he doesn't have a car. The car,affirmative_negation,0,2,Peter|##has|##a|##bike|##but|##he|##doesn|'t|##have|##a|##car|.|##The|##car|<|endoftext|>,-12.678452|-8.241554|-9.3776245|-6.2767487|-8.969322|-10.376656|-20.36856|-13.384033|-11.29615|-10.314117|-7.578499|-9.965088|-10.841629|-7.6537857|-11.831871
2_car_negation_affirmative,Peter doesn't have a car but he has a bike. The bike,negation_affirmative,1,1,Peter|##doesn|'t|##have|##a|##car|##but|##he|##has|##a|##bike|.|##The|##bike|<|endoftext|>,-12.678452|-17.02951|-11.196213|-10.744766|-10.343384|-7.162773|-9.356682|-10.22319|-9.52504|-9.913223|-6.542778|-10.230316|-11.058472|-7.831482|-11.937553
2_car_negation_affirmative,Peter doesn't have a car but he has a bike. The car,negation_affirmative,0,1,Peter|##doesn|'t|##have|##a|##car|##but|##he|##has|##a|##bike|.|##The|##car|<|endoftext|>,-12.678452|-17.02951|-11.196213|-10.744766|-10.343384|-7.162773|-9.356682|-10.22319|-9.52504|-9.913223|-6.542778|-10.230316|-11.058472|-7.7277145|-11.924828
2_car_negation_affirmative,Peter doesn't have a bike but he has a car. The car,negation_affirmative,1,2,Peter|##doesn|'t|##have|##a|##bike|##but|##he|##has|##a|##car|.|##The|##car|<|endoftext|>,-12.678452|-17.02951|-11.196213|-10.744766|-10.343384|-6.143402|-9.273399|-10.294556|-9.4541855|-9.759254|-7.6938324|-10.037079|-11.0633545|-8.1306|-11.908264
2_car_negation_affirmative,Peter doesn't have a bike but he has a car. The bike,negation_affirmative,0,2,Peter|##doesn|'t|##have|##a|##bike|##but|##he|##has|##a|##car|.|##The|##bike|<|endoftext|>,-12.678452|-17.02951|-11.196213|-10.744766|-10.343384|-6.143402|-9.273399|-10.294556|-9.4541855|-9.759254|-7.6938324|-10.037079|-11.0633545|-8.073662|-11.924332
2_car_know_doubt,I know that Lucy has a car but I doubt that she has a bike. The car,know_doubt,1,1,I|##know|##that|##Lucy|##has|##a|##car|##but|##I|##doubt|##that|##she|##has|##a|##bike|.|##The|##car|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-7.8412094|-9.225838|-9.50779|-7.802864|-8.572166|-10.498413|-14.52533|-5.209671|-10.688042|-9.037956|-10.099075|-6.967079|-9.605858|-10.9702|-8.347572|-11.759293
2_car_know_doubt,I know that Lucy has a car but I doubt that she has a bike. The bike,know_doubt,0,1,I|##know|##that|##Lucy|##has|##a|##car|##but|##I|##doubt|##that|##she|##has|##a|##bike|.|##The|##bike|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-7.8412094|-9.225838|-9.50779|-7.802864|-8.572166|-10.498413|-14.52533|-5.209671|-10.688042|-9.037956|-10.099075|-6.967079|-9.605858|-10.9702|-6.5846024|-11.767136
2_car_know_doubt,I know that Lucy has a bike but I doubt that she has a car. The bike,know_doubt,1,2,I|##know|##that|##Lucy|##has|##a|##bike|##but|##I|##doubt|##that|##she|##has|##a|##car|.|##The|##bike|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-7.8412094|-9.225838|-9.50779|-6.3762436|-8.634544|-10.462433|-14.408661|-5.3759384|-10.770584|-9.0095825|-9.854462|-7.4008636|-9.557083|-11.015923|-7.385826|-11.768127
2_car_know_doubt,I know that Lucy has a bike but I doubt that she has a car. The car,know_doubt,0,2,I|##know|##that|##Lucy|##has|##a|##bike|##but|##I|##doubt|##that|##she|##has|##a|##car|.|##The|##car|<|endoftext|>,-8.450356|-10.6460495|-5.7970123|-7.8412094|-9.225838|-9.50779|-6.3762436|-8.634544|-10.462433|-14.408661|-5.3759384|-10.770584|-9.0095825|-9.854462|-7.4008636|-9.557083|-11.015923|-8.450623|-11.755409
2_car_doubt_know,I doubt that Lucy has a car but I know that she has a bike. The bike,doubt_know,1,1,I|##doubt|##that|##Lucy|##has|##a|##car|##but|##I|##know|##that|##she|##has|##a|##bike|.|##The|##bike|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-8.288506|-9.386269|-10.084|-7.5975647|-8.954597|-10.572388|-11.708908|-6.641144|-10.307869|-8.920425|-9.83255|-6.9110603|-9.885345|-10.902229|-7.129593|-11.8250885
2_car_doubt_know,I doubt that Lucy has a car but I know that she has a bike. The car,doubt_know,0,1,I|##doubt|##that|##Lucy|##has|##a|##car|##but|##I|##know|##that|##she|##has|##a|##bike|.|##The|##car|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-8.288506|-9.386269|-10.084|-7.5975647|-8.954597|-10.572388|-11.708908|-6.641144|-10.307869|-8.920425|-9.83255|-6.9110603|-9.885345|-10.902229|-8.1182785|-11.815155
2_car_doubt_know,I doubt that Lucy has a bike but I know that she has a car. The car,doubt_know,1,2,I|##doubt|##that|##Lucy|##has|##a|##bike|##but|##I|##know|##that|##she|##has|##a|##car|.|##The|##car|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-8.288506|-9.386269|-10.084|-6.762474|-9.044037|-10.516129|-11.594566|-6.7360153|-10.320824|-9.057503|-9.682144|-8.048939|-9.766678|-11.021652|-8.429504|-11.805908
2_car_doubt_know,I doubt that Lucy has a bike but I know that she has a car. The bike,doubt_know,0,2,I|##doubt|##that|##Lucy|##has|##a|##bike|##but|##I|##know|##that|##she|##has|##a|##car|.|##The|##bike|<|endoftext|>,-8.450356|-11.461784|-5.2720184|-8.288506|-9.386269|-10.084|-6.762474|-9.044037|-10.516129|-11.594566|-6.7360153|-10.320824|-9.057503|-9.682144|-8.048939|-9.766678|-11.021652|-7.2668686|-11.816269
2_car_affirmative_modal,Peter has a car but he wants to have a bike. The car,affirmative_modal,1,1,Peter|##has|##a|##car|##but|##he|##wants|##to|##have|##a|##bike|.|##The|##car|<|endoftext|>,-12.678452|-8.241554|-9.3776245|-7.6635437|-9.078865|-10.387718|-13.821662|-9.26915|-10.913658|-9.935783|-6.3743362|-9.819778|-10.865265|-7.1323166|-11.854446
2_car_affirmative_modal,Peter has a car but he wants to have a bike. The bike,affirmative_modal,0,1,Peter|##has|##a|##car|##but|##he|##wants|##to|##have|##a|##bike|.|##The|##bike|<|endoftext|>,-12.678452|-8.241554|-9.3776245|-7.6635437|-9.078865|-10.387718|-13.821662|-9.26915|-10.913658|-9.935783|-6.3743362|-9.819778|-10.865265|-6.388756|-11.866852
2_car_affirmative_modal,Peter has a bike but he wants to have a car. The bike,affirmative_modal,1,2,Peter|##has|##a|##bike|##but|##he|##wants|##to|##have|##a|##car|.|##The|##bike|<|endoftext|>,-12.678452|-8.241554|-9.3776245|-6.2767487|-8.969322|-10.376656|-13.859095|-9.000153|-10.738121|-10.030853|-7.1723022|-9.751083|-10.9144745|-7.226898|-11.85553
2_car_affirmative_modal,Peter has a bike but he wants to have a car. The car,affirmative_modal,0,2,Peter|##has|##a|##bike|##but|##he|##wants|##to|##have|##a|##car|.|##The|##car|<|endoftext|>,-12.678452|-8.241554|-9.3776245|-6.2767487|-8.969322|-10.376656|-13.859095|-9.000153|-10.738121|-10.030853|-7.1723022|-9.751083|-10.9144745|-6.867119|-11.838295
2_car_modal_affirmative,Peter wants to have a car but he has a bike. The bike,modal_affirmative,1,1,Peter|##wants|##to|##have|##a|##car|##but|##he|##has|##a|##bike|.|##The|##bike|<|endoftext|>,-12.678452|-11.678122|-8.877594|-10.124313|-9.847977|-6.983307|-9.119789|-10.669662|-9.903141|-9.852081|-6.279213|-10.21003|-11.4843445|-7.169937|-11.851173
2_car_modal_affirmative,Peter wants to have a car but he has a bike. The car,modal_affirmative,0,1,Peter|##wants|##to|##have|##a|##car|##but|##he|##has|##a|##bike|.|##The|##car|<|endoftext|>,-12.678452|-11.678122|-8.877594|-10.124313|-9.847977|-6.983307|-9.119789|-10.669662|-9.903141|-9.852081|-6.279213|-10.21003|-11.4843445|-7.1858444|-11.840012
2_car_modal_affirmative,Peter wants to have a bike but he has a car. The car,modal_affirmative,1,2,Peter|##wants|##to|##have|##a|##bike|##but|##he|##has|##a|##car|.|##The|##car|<|endoftext|>,-12.678452|-11.678122|-8.877594|-10.124313|-9.847977|-5.9548416|-9.08242|-10.669899|-9.483246|-9.555695|-6.821472|-10.086243|-11.801025|-7.7845|-11.832558
2_car_modal_affirmative,Peter wants to have a bike but he has a car. The bike,modal_affirmative,0,2,Peter|##wants|##to|##have|##a|##bike|##but|##he|##has|##a|##car|.|##The|##bike|<|endoftext|>,-12.678452|-11.678122|-8.877594|-10.124313|-9.847977|-5.9548416|-9.08242|-10.669899|-9.483246|-9.555695|-6.821472|-10.086243|-11.801025|-6.90641|-11.8480835
2_car_managed_failed,Lucy managed to rent a car but she failed to rent a bike. The car,managed_failed,1,1,Lu|cy|##managed|##to|##rent|##a|##car|##but|##she|##failed|##to|##rent|##a|##bike|.|##The|##car|<|endoftext|>,-4.63002|-10.179489|-12.632149|-9.011948|-10.010258|-9.131248|-8.645477|-9.695602|-10.292938|-13.56221|-9.869232|-8.772877|-9.814659|-8.113014|-10.2309265|-10.668701|-8.563301|-11.882904
2_car_managed_failed,Lucy managed to rent a car but she failed to rent a bike. The bike,managed_failed,0,1,Lu|cy|##managed|##to|##rent|##a|##car|##but|##she|##failed|##to|##rent|##a|##bike|.|##The|##bike|<|endoftext|>,-4.63002|-10.179489|-12.632149|-9.011948|-10.010258|-9.131248|-8.645477|-9.695602|-10.292938|-13.56221|-9.869232|-8.772877|-9.814659|-8.113014|-10.2309265|-10.668701|-6.892235|-11.883118
2_car_managed_failed,Lucy managed to rent a bike but she failed to rent a car. The bike,managed_failed,1,2,Lu|cy|##managed|##to|##rent|##a|##bike|##but|##she|##failed|##to|##rent|##a|##car|.|##The|##bike|<|endoftext|>,-4.63002|-10.179489|-12.632149|-9.011948|-10.010258|-9.131248|-6.747635|-9.479332|-10.19339|-13.30735|-9.760605|-10.195835|-10.126228|-9.234222|-10.302887|-10.710991|-7.361206|-11.8641815
2_car_managed_failed,Lucy managed to rent a bike but she failed to rent a car. The car,managed_failed,0,2,Lu|cy|##managed|##to|##rent|##a|##bike|##but|##she|##failed|##to|##rent|##a|##car|.|##The|##car|<|endoftext|>,-4.63002|-10.179489|-12.632149|-9.011948|-10.010258|-9.131248|-6.747635|-9.479332|-10.19339|-13.30735|-9.760605|-10.195835|-10.126228|-9.234222|-10.302887|-10.710991|-8.646965|-11.862038
2_car_failed_managed,Lucy failed to rent a car but she managed to rent a bike. The bike,failed_managed,1,1,Lu|cy|##failed|##to|##rent|##a|##car|##but|##she|##managed|##to|##rent|##a|##bike|.|##The|##bike|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-8.614883|-9.646019|-9.832535|-13.338669|-9.247467|-7.9506454|-9.142677|-7.1488495|-10.080261|-10.69825|-7.206711|-11.8591385
2_car_failed_managed,Lucy failed to rent a car but she managed to rent a bike. The car,failed_managed,0,1,Lu|cy|##failed|##to|##rent|##a|##car|##but|##she|##managed|##to|##rent|##a|##bike|.|##The|##car|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-8.614883|-9.646019|-9.832535|-13.338669|-9.247467|-7.9506454|-9.142677|-7.1488495|-10.080261|-10.69825|-8.39489|-11.856842
2_car_failed_managed,Lucy failed to rent a bike but she managed to rent a car. The car,failed_managed,1,2,Lu|cy|##failed|##to|##rent|##a|##bike|##but|##she|##managed|##to|##rent|##a|##car|.|##The|##car|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-6.6597824|-9.741959|-9.862762|-13.031586|-9.357941|-9.568893|-9.503456|-8.506821|-10.085632|-10.613937|-8.455521|-11.855125
2_car_failed_managed,Lucy failed to rent a bike but she managed to rent a car. The bike,failed_managed,0,2,Lu|cy|##failed|##to|##rent|##a|##bike|##but|##she|##managed|##to|##rent|##a|##car|.|##The|##bike|<|endoftext|>,-4.63002|-10.179489|-11.166687|-9.678894|-8.455093|-9.727913|-6.6597824|-9.741959|-9.862762|-13.031586|-9.357941|-9.568893|-9.503456|-8.506821|-10.085632|-10.613937|-7.008789|-11.857605
3_bear_affirmative_negation,Carol saw a bear at the zoo but she didn't see a monkey. The bear,affirmative_negation,1,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##monkey|.|##The|##bear|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-6.9591064|-9.3419075|-9.475395|-9.492043|-9.552361|-9.229126|-20.002106|-12.990387|-12.580017|-9.462883|-9.01651|-9.886444|-11.206726|-10.0974655|-11.8652725
3_bear_affirmative_negation,Carol saw a bear at the zoo but she didn't see a monkey. The monkey,affirmative_negation,0,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##monkey|.|##The|##monkey|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-6.9591064|-9.3419075|-9.475395|-9.492043|-9.552361|-9.229126|-20.002106|-12.990387|-12.580017|-9.462883|-9.01651|-9.886444|-11.206726|-9.3845215|-11.847473
3_bear_affirmative_negation,Carol saw a monkey at the zoo but she didn't see a bear. The monkey,affirmative_negation,1,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##bear|.|##The|##monkey|<|endoftext|>,-5.575794|-11.467636|-11.8506775|-10.149361|-7.909004|-10.034206|-9.70134|-9.791512|-9.417152|-9.296112|-20.039948|-13.309433|-12.164314|-9.264961|-8.162605|-9.814003|-11.082535|-10.773544|-11.799904
