id,sentence,type,expected,order,tokens,log_probs
1_dog_doubt_know,I doubt that John owns a dog but I know that he owns a cat. The cat,doubt_know,1,1,I|##doubt|##that|##John|##owns|##a|##dog|##but|##I|##know|##that|##he|##owns|##a|##cat|.|##The|##cat|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-5.8358|-12.04718|-9.1807785|-6.4630127|-9.124329|-9.753464|-11.421463|-6.115341|-9.389862|-13.168182|-8.707756|-8.526199|-10.897278|-10.805954|-6.3667145|-12.770782
1_dog_doubt_know,I doubt that John owns a dog but I know that he owns a cat. The dog,doubt_know,0,1,I|##doubt|##that|##John|##owns|##a|##dog|##but|##I|##know|##that|##he|##owns|##a|##cat|.|##The|##dog|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-5.8358|-12.04718|-9.1807785|-6.4630127|-9.124329|-9.753464|-11.421463|-6.115341|-9.389862|-13.168182|-8.707756|-8.526199|-10.897278|-10.805954|-7.1487427|-12.79142
1_dog_doubt_know,I doubt that John owns a cat but I know that he owns a dog. The dog,doubt_know,1,2,I|##doubt|##that|##John|##owns|##a|##cat|##but|##I|##know|##that|##he|##owns|##a|##dog|.|##The|##dog|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-5.8358|-12.04718|-9.1807785|-7.4034195|-9.020935|-9.7365265|-11.469147|-6.0314636|-9.352577|-13.401596|-8.3474045|-8.851006|-10.861313|-10.725639|-7.262657|-12.755714
1_dog_doubt_know,I doubt that John owns a cat but I know that he owns a dog. The cat,doubt_know,0,2,I|##doubt|##that|##John|##owns|##a|##cat|##but|##I|##know|##that|##he|##owns|##a|##dog|.|##The|##cat|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-5.8358|-12.04718|-9.1807785|-7.4034195|-9.020935|-9.7365265|-11.469147|-6.0314636|-9.352577|-13.401596|-8.3474045|-8.851006|-10.861313|-10.725639|-6.488037|-12.764229
1_dog_affirmative_modal,John owns a dog but he wants to own a cat. The dog,affirmative_modal,1,1,John|##owns|##a|##dog|##but|##he|##wants|##to|##own|##a|##cat|.|##The|##dog|<|endoftext|>,-9.567303|-10.970505|-7.947838|-6.544609|-9.67881|-9.370758|-13.277351|-8.990067|-9.391113|-8.834137|-7.76519|-10.900131|-10.633232|-7.684868|-12.716942
1_dog_affirmative_modal,John owns a dog but he wants to own a cat. The cat,affirmative_modal,0,1,John|##owns|##a|##dog|##but|##he|##wants|##to|##own|##a|##cat|.|##The|##cat|<|endoftext|>,-9.567303|-10.970505|-7.947838|-6.544609|-9.67881|-9.370758|-13.277351|-8.990067|-9.391113|-8.834137|-7.76519|-10.900131|-10.633232|-6.4060516|-12.6914215
1_dog_affirmative_modal,John owns a cat but he wants to own a dog. The cat,affirmative_modal,1,2,John|##owns|##a|##cat|##but|##he|##wants|##to|##own|##a|##dog|.|##The|##cat|<|endoftext|>,-9.567303|-10.970505|-7.947838|-7.1546936|-9.561005|-9.375015|-13.258743|-8.895996|-9.343689|-8.710396|-7.78965|-10.770187|-10.537453|-6.7412643|-12.691498
1_dog_affirmative_modal,John owns a cat but he wants to own a dog. The dog,affirmative_modal,0,2,John|##owns|##a|##cat|##but|##he|##wants|##to|##own|##a|##dog|.|##The|##dog|<|endoftext|>,-9.567303|-10.970505|-7.947838|-7.1546936|-9.561005|-9.375015|-13.258743|-8.895996|-9.343689|-8.710396|-7.78965|-10.770187|-10.537453|-7.677086|-12.684334
1_dog_modal_affirmative,John wants to own a dog but he owns a cat. The cat,modal_affirmative,1,1,John|##wants|##to|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##The|##cat|<|endoftext|>,-9.567303|-12.720268|-8.770935|-9.825783|-8.773705|-6.9807434|-9.298187|-10.252258|-12.694672|-8.368973|-8.161896|-10.738831|-10.500252|-6.59597|-12.5793915
1_dog_modal_affirmative,John wants to own a dog but he owns a cat. The dog,modal_affirmative,0,1,John|##wants|##to|##own|##a|##dog|##but|##he|##owns|##a|##cat|.|##The|##dog|<|endoftext|>,-9.567303|-12.720268|-8.770935|-9.825783|-8.773705|-6.9807434|-9.298187|-10.252258|-12.694672|-8.368973|-8.161896|-10.738831|-10.500252|-7.7238007|-12.602409
1_dog_modal_affirmative,John wants to own a cat but he owns a dog. The dog,modal_affirmative,1,2,John|##wants|##to|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##The|##dog|<|endoftext|>,-9.567303|-12.720268|-8.770935|-9.825783|-8.773705|-7.4937897|-9.107986|-10.217209|-12.88134|-8.182175|-8.200302|-10.58609|-10.428886|-7.799385|-12.573219
1_dog_modal_affirmative,John wants to own a cat but he owns a dog. The cat,modal_affirmative,0,2,John|##wants|##to|##own|##a|##cat|##but|##he|##owns|##a|##dog|.|##The|##cat|<|endoftext|>,-9.567303|-12.720268|-8.770935|-9.825783|-8.773705|-7.4937897|-9.107986|-10.217209|-12.88134|-8.182175|-8.200302|-10.58609|-10.428886|-6.351181|-12.58004
1_dog_managed_failed,John managed to adopt a dog but failed to adopt a cat. The dog,managed_failed,1,1,John|##managed|##to|##adopt|##a|##dog|##but|##failed|##to|##adopt|##a|##cat|.|##The|##dog|<|endoftext|>,-9.567303|-11.151474|-8.914459|-11.391655|-7.640259|-6.1337814|-9.562798|-13.212883|-9.009888|-10.344543|-8.556625|-9.174393|-11.229172|-10.182236|-8.045433|-12.656425
1_dog_managed_failed,John managed to adopt a dog but failed to adopt a cat. The cat,managed_failed,0,1,John|##managed|##to|##adopt|##a|##dog|##but|##failed|##to|##adopt|##a|##cat|.|##The|##cat|<|endoftext|>,-9.567303|-11.151474|-8.914459|-11.391655|-7.640259|-6.1337814|-9.562798|-13.212883|-9.009888|-10.344543|-8.556625|-9.174393|-11.229172|-10.182236|-8.080986|-12.634972
1_dog_managed_failed,John managed to adopt a cat but failed to adopt a dog. The cat,managed_failed,1,2,John|##managed|##to|##adopt|##a|##cat|##but|##failed|##to|##adopt|##a|##dog|.|##The|##cat|<|endoftext|>,-9.567303|-11.151474|-8.914459|-11.391655|-7.640259|-7.0828323|-9.438271|-13.258499|-9.046738|-10.373817|-8.038704|-8.698647|-11.239883|-10.1137085|-7.959427|-12.629509
1_dog_managed_failed,John managed to adopt a cat but failed to adopt a dog. The dog,managed_failed,0,2,John|##managed|##to|##adopt|##a|##cat|##but|##failed|##to|##adopt|##a|##dog|.|##The|##dog|<|endoftext|>,-9.567303|-11.151474|-8.914459|-11.391655|-7.640259|-7.0828323|-9.438271|-13.258499|-9.046738|-10.373817|-8.038704|-8.698647|-11.239883|-10.1137085|-8.140152|-12.62307
1_dog_failed_managed,John failed to adopt a dog but managed to adopt a cat. The cat,failed_managed,1,1,John|##failed|##to|##adopt|##a|##dog|##but|##managed|##to|##adopt|##a|##cat|.|##The|##cat|<|endoftext|>,-9.567303|-10.718689|-9.209389|-10.310745|-8.047943|-5.9396744|-9.386528|-11.448555|-8.749649|-10.660362|-7.935829|-8.699493|-11.014832|-10.176575|-7.9356384|-12.448433
1_dog_failed_managed,John failed to adopt a dog but managed to adopt a cat. The dog,failed_managed,0,1,John|##failed|##to|##adopt|##a|##dog|##but|##managed|##to|##adopt|##a|##cat|.|##The|##dog|<|endoftext|>,-9.567303|-10.718689|-9.209389|-10.310745|-8.047943|-5.9396744|-9.386528|-11.448555|-8.749649|-10.660362|-7.935829|-8.699493|-11.014832|-10.176575|-7.9772263|-12.469139
1_dog_failed_managed,John failed to adopt a cat but managed to adopt a dog. The dog,failed_managed,1,2,John|##failed|##to|##adopt|##a|##cat|##but|##managed|##to|##adopt|##a|##dog|.|##The|##dog|<|endoftext|>,-9.567303|-10.718689|-9.209389|-10.310745|-8.047943|-6.838417|-9.060913|-11.196377|-8.670624|-10.950958|-7.3928986|-8.201408|-11.013336|-10.040543|-8.192863|-12.448608
1_dog_failed_managed,John failed to adopt a cat but managed to adopt a dog. The cat,failed_managed,0,2,John|##failed|##to|##adopt|##a|##cat|##but|##managed|##to|##adopt|##a|##dog|.|##The|##cat|<|endoftext|>,-9.567303|-10.718689|-9.209389|-10.310745|-8.047943|-6.838417|-9.060913|-11.196377|-8.670624|-10.950958|-7.3928986|-8.201408|-11.013336|-10.040543|-7.624489|-12.455025
2_car_affirmative_negation,Peter has a car but he doesn't have a bike. The car,affirmative_negation,1,1,Peter|##has|##a|##car|##but|##he|##doesn|'t|##have|##a|##bike|.|##The|##car|<|endoftext|>,-10.481941|-8.911484|-8.184151|-7.945015|-8.766861|-10.06955|-18.558716|-12.448364|-11.362389|-9.001823|-6.874092|-11.033371|-10.69873|-7.155937|-12.69342
2_car_affirmative_negation,Peter has a car but he doesn't have a bike. The bike,affirmative_negation,0,1,Peter|##has|##a|##car|##but|##he|##doesn|'t|##have|##a|##bike|.|##The|##bike|<|endoftext|>,-10.481941|-8.911484|-8.184151|-7.945015|-8.766861|-10.06955|-18.558716|-12.448364|-11.362389|-9.001823|-6.874092|-11.033371|-10.69873|-7.746025|-12.67878
2_car_affirmative_negation,Peter has a bike but he doesn't have a car. The bike,affirmative_negation,1,2,Peter|##has|##a|##bike|##but|##he|##doesn|'t|##have|##a|##car|.|##The|##bike|<|endoftext|>,-10.481941|-8.911484|-8.184151|-5.9687805|-8.718048|-10.391266|-18.414612|-12.584381|-11.547226|-8.891518|-7.327133|-11.027924|-10.925644|-7.8089066|-12.671997
2_car_affirmative_negation,Peter has a bike but he doesn't have a car. The car,affirmative_negation,0,2,Peter|##has|##a|##bike|##but|##he|##doesn|'t|##have|##a|##car|.|##The|##car|<|endoftext|>,-10.481941|-8.911484|-8.184151|-5.9687805|-8.718048|-10.391266|-18.414612|-12.584381|-11.547226|-8.891518|-7.327133|-11.027924|-10.925644|-6.61718|-12.662437
2_car_negation_affirmative,Peter doesn't have a car but he has a bike. The bike,negation_affirmative,1,1,Peter|##doesn|'t|##have|##a|##car|##but|##he|##has|##a|##bike|.|##The|##bike|<|endoftext|>,-10.481941|-13.532715|-10.625427|-10.798294|-9.220482|-7.2488785|-8.76223|-10.058975|-9.159874|-8.316132|-7.016945|-10.956451|-10.647797|-7.7575912|-12.6584015
2_car_negation_affirmative,Peter doesn't have a car but he has a bike. The car,negation_affirmative,0,1,Peter|##doesn|'t|##have|##a|##car|##but|##he|##has|##a|##bike|.|##The|##car|<|endoftext|>,-10.481941|-13.532715|-10.625427|-10.798294|-9.220482|-7.2488785|-8.76223|-10.058975|-9.159874|-8.316132|-7.016945|-10.956451|-10.647797|-7.1857758|-12.665573
2_car_negation_affirmative,Peter doesn't have a bike but he has a car. The car,negation_affirmative,1,2,Peter|##doesn|'t|##have|##a|##bike|##but|##he|##has|##a|##car|.|##The|##car|<|endoftext|>,-10.481941|-13.532715|-10.625427|-10.798294|-9.220482|-6.031288|-8.75193|-10.178314|-9.016731|-8.190788|-7.6511765|-10.895676|-10.732391|-6.941986|-12.637123
2_car_negation_affirmative,Peter doesn't have a bike but he has a car. The bike,negation_affirmative,0,2,Peter|##doesn|'t|##have|##a|##bike|##but|##he|##has|##a|##car|.|##The|##bike|<|endoftext|>,-10.481941|-13.532715|-10.625427|-10.798294|-9.220482|-6.031288|-8.75193|-10.178314|-9.016731|-8.190788|-7.6511765|-10.895676|-10.732391|-8.198044|-12.64402
2_car_know_doubt,I know that Lucy has a car but I doubt that she has a bike. The car,know_doubt,1,1,I|##know|##that|##Lucy|##has|##a|##car|##but|##I|##doubt|##that|##she|##has|##a|##bike|.|##The|##car|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-9.323471|-9.252785|-8.47699|-8.033691|-8.726982|-9.606308|-14.760605|-5.1644135|-10.003555|-8.793053|-8.604446|-7.430931|-10.815582|-11.160469|-7.006096|-12.876991
2_car_know_doubt,I know that Lucy has a car but I doubt that she has a bike. The bike,know_doubt,0,1,I|##know|##that|##Lucy|##has|##a|##car|##but|##I|##doubt|##that|##she|##has|##a|##bike|.|##The|##bike|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-9.323471|-9.252785|-8.47699|-8.033691|-8.726982|-9.606308|-14.760605|-5.1644135|-10.003555|-8.793053|-8.604446|-7.430931|-10.815582|-11.160469|-7.5690536|-12.859505
2_car_know_doubt,I know that Lucy has a bike but I doubt that she has a car. The bike,know_doubt,1,2,I|##know|##that|##Lucy|##has|##a|##bike|##but|##I|##doubt|##that|##she|##has|##a|##car|.|##The|##bike|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-9.323471|-9.252785|-8.47699|-6.513405|-8.79985|-9.636459|-14.758003|-5.2461624|-10.214081|-8.746162|-8.461403|-7.4845123|-10.74292|-11.2519455|-7.7876434|-12.847443
2_car_know_doubt,I know that Lucy has a bike but I doubt that she has a car. The car,know_doubt,0,2,I|##know|##that|##Lucy|##has|##a|##bike|##but|##I|##doubt|##that|##she|##has|##a|##car|.|##The|##car|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-9.323471|-9.252785|-8.47699|-6.513405|-8.79985|-9.636459|-14.758003|-5.2461624|-10.214081|-8.746162|-8.461403|-7.4845123|-10.74292|-11.2519455|-6.8255615|-12.836227
2_car_doubt_know,I doubt that Lucy has a car but I know that she has a bike. The bike,doubt_know,1,1,I|##doubt|##that|##Lucy|##has|##a|##car|##but|##I|##know|##that|##she|##has|##a|##bike|.|##The|##bike|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-9.44252|-9.468262|-9.021919|-7.9410095|-8.863792|-9.9192505|-11.509346|-5.9329147|-9.665199|-8.879791|-8.497681|-7.673004|-11.035751|-11.019714|-7.7204056|-12.841049
2_car_doubt_know,I doubt that Lucy has a car but I know that she has a bike. The car,doubt_know,0,1,I|##doubt|##that|##Lucy|##has|##a|##car|##but|##I|##know|##that|##she|##has|##a|##bike|.|##The|##car|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-9.44252|-9.468262|-9.021919|-7.9410095|-8.863792|-9.9192505|-11.509346|-5.9329147|-9.665199|-8.879791|-8.497681|-7.673004|-11.035751|-11.019714|-7.074402|-12.849091
2_car_doubt_know,I doubt that Lucy has a bike but I know that she has a car. The car,doubt_know,1,2,I|##doubt|##that|##Lucy|##has|##a|##bike|##but|##I|##know|##that|##she|##has|##a|##car|.|##The|##car|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-9.44252|-9.468262|-9.021919|-6.4776993|-9.089073|-9.906235|-11.561256|-5.8718567|-9.832222|-8.854439|-8.44928|-7.5079346|-10.933319|-11.095436|-6.8357315|-12.827202
2_car_doubt_know,I doubt that Lucy has a bike but I know that she has a car. The bike,doubt_know,0,2,I|##doubt|##that|##Lucy|##has|##a|##bike|##but|##I|##know|##that|##she|##has|##a|##car|.|##The|##bike|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-9.44252|-9.468262|-9.021919|-6.4776993|-9.089073|-9.906235|-11.561256|-5.8718567|-9.832222|-8.854439|-8.44928|-7.5079346|-10.933319|-11.095436|-7.861763|-12.832703
2_car_affirmative_modal,Peter has a car but he wants to have a bike. The car,affirmative_modal,1,1,Peter|##has|##a|##car|##but|##he|##wants|##to|##have|##a|##bike|.|##The|##car|<|endoftext|>,-10.481941|-8.911484|-8.184151|-7.945015|-8.766861|-10.06955|-12.784401|-9.088776|-10.493599|-8.393959|-6.5481033|-10.676712|-10.540092|-6.895294|-12.655525
2_car_affirmative_modal,Peter has a car but he wants to have a bike. The bike,affirmative_modal,0,1,Peter|##has|##a|##car|##but|##he|##wants|##to|##have|##a|##bike|.|##The|##bike|<|endoftext|>,-10.481941|-8.911484|-8.184151|-7.945015|-8.766861|-10.06955|-12.784401|-9.088776|-10.493599|-8.393959|-6.5481033|-10.676712|-10.540092|-8.156532|-12.648216
2_car_affirmative_modal,Peter has a bike but he wants to have a car. The bike,affirmative_modal,1,2,Peter|##has|##a|##bike|##but|##he|##wants|##to|##have|##a|##car|.|##The|##bike|<|endoftext|>,-10.481941|-8.911484|-8.184151|-5.9687805|-8.718048|-10.391266|-13.229828|-9.03241|-10.536552|-8.23288|-7.2314377|-10.712357|-10.721825|-7.889862|-12.621971
2_car_affirmative_modal,Peter has a bike but he wants to have a car. The car,affirmative_modal,0,2,Peter|##has|##a|##bike|##but|##he|##wants|##to|##have|##a|##car|.|##The|##car|<|endoftext|>,-10.481941|-8.911484|-8.184151|-5.9687805|-8.718048|-10.391266|-13.229828|-9.03241|-10.536552|-8.23288|-7.2314377|-10.712357|-10.721825|-6.4178467|-12.610245
2_car_modal_affirmative,Peter wants to have a car but he has a bike. The bike,modal_affirmative,1,1,Peter|##wants|##to|##have|##a|##car|##but|##he|##has|##a|##bike|.|##The|##bike|<|endoftext|>,-10.481941|-12.660564|-8.803268|-10.069992|-8.397545|-7.021202|-8.912613|-10.34433|-9.70752|-8.347382|-6.203659|-10.87085|-10.870819|-7.8119507|-12.601326
2_car_modal_affirmative,Peter wants to have a car but he has a bike. The car,modal_affirmative,0,1,Peter|##wants|##to|##have|##a|##car|##but|##he|##has|##a|##bike|.|##The|##car|<|endoftext|>,-10.481941|-12.660564|-8.803268|-10.069992|-8.397545|-7.021202|-8.912613|-10.34433|-9.70752|-8.347382|-6.203659|-10.87085|-10.870819|-6.667923|-12.607056
2_car_modal_affirmative,Peter wants to have a bike but he has a car. The car,modal_affirmative,1,2,Peter|##wants|##to|##have|##a|##bike|##but|##he|##has|##a|##car|.|##The|##car|<|endoftext|>,-10.481941|-12.660564|-8.803268|-10.069992|-8.397545|-6.40316|-8.949936|-10.594177|-9.388901|-8.315094|-7.0401535|-10.913513|-11.105858|-6.5978775|-12.583443
2_car_modal_affirmative,Peter wants to have a bike but he has a car. The bike,modal_affirmative,0,2,Peter|##wants|##to|##have|##a|##bike|##but|##he|##has|##a|##car|.|##The|##bike|<|endoftext|>,-10.481941|-12.660564|-8.803268|-10.069992|-8.397545|-6.40316|-8.949936|-10.594177|-9.388901|-8.315094|-7.0401535|-10.913513|-11.105858|-7.7642975|-12.596252
2_car_managed_failed,Lucy managed to rent a car but she failed to rent a bike. The car,managed_failed,1,1,Lu|cy|##managed|##to|##rent|##a|##car|##but|##she|##failed|##to|##rent|##a|##bike|.|##The|##car|<|endoftext|>,-8.863075|-10.874321|-11.551296|-9.205223|-8.614685|-7.87265|-8.340576|-9.638969|-9.764816|-13.768173|-9.210007|-7.979004|-8.864563|-5.6554947|-11.345535|-10.684311|-8.50779|-12.981232
2_car_managed_failed,Lucy managed to rent a car but she failed to rent a bike. The bike,managed_failed,0,1,Lu|cy|##managed|##to|##rent|##a|##car|##but|##she|##failed|##to|##rent|##a|##bike|.|##The|##bike|<|endoftext|>,-8.863075|-10.874321|-11.551296|-9.205223|-8.614685|-7.87265|-8.340576|-9.638969|-9.764816|-13.768173|-9.210007|-7.979004|-8.864563|-5.6554947|-11.345535|-10.684311|-8.259262|-12.978256
2_car_managed_failed,Lucy managed to rent a bike but she failed to rent a car. The bike,managed_failed,1,2,Lu|cy|##managed|##to|##rent|##a|##bike|##but|##she|##failed|##to|##rent|##a|##car|.|##The|##bike|<|endoftext|>,-8.863075|-10.874321|-11.551296|-9.205223|-8.614685|-7.87265|-5.6772003|-9.606941|-9.950714|-14.0282135|-9.2105255|-8.892181|-8.857658|-7.8437576|-11.425262|-10.846069|-8.552406|-12.980835
2_car_managed_failed,Lucy managed to rent a bike but she failed to rent a car. The car,managed_failed,0,2,Lu|cy|##managed|##to|##rent|##a|##bike|##but|##she|##failed|##to|##rent|##a|##car|.|##The|##car|<|endoftext|>,-8.863075|-10.874321|-11.551296|-9.205223|-8.614685|-7.87265|-5.6772003|-9.606941|-9.950714|-14.0282135|-9.2105255|-8.892181|-8.857658|-7.8437576|-11.425262|-10.846069|-8.274399|-12.964233
2_car_failed_managed,Lucy failed to rent a car but she managed to rent a bike. The bike,failed_managed,1,1,Lu|cy|##failed|##to|##rent|##a|##car|##but|##she|##managed|##to|##rent|##a|##bike|.|##The|##bike|<|endoftext|>,-8.863075|-10.874321|-11.56036|-9.502281|-7.1687164|-8.933228|-7.740074|-9.458542|-9.724533|-11.221245|-8.402908|-8.9665985|-7.932617|-5.4941635|-11.274597|-10.521767|-8.382019|-12.8055725
2_car_failed_managed,Lucy failed to rent a car but she managed to rent a bike. The car,failed_managed,0,1,Lu|cy|##failed|##to|##rent|##a|##car|##but|##she|##managed|##to|##rent|##a|##bike|.|##The|##car|<|endoftext|>,-8.863075|-10.874321|-11.56036|-9.502281|-7.1687164|-8.933228|-7.740074|-9.458542|-9.724533|-11.221245|-8.402908|-8.9665985|-7.932617|-5.4941635|-11.274597|-10.521767|-8.380615|-12.8087845
2_car_failed_managed,Lucy failed to rent a bike but she managed to rent a car. The car,failed_managed,1,2,Lu|cy|##failed|##to|##rent|##a|##bike|##but|##she|##managed|##to|##rent|##a|##car|.|##The|##car|<|endoftext|>,-8.863075|-10.874321|-11.56036|-9.502281|-7.1687164|-8.933228|-5.352806|-9.433014|-9.854401|-11.468109|-8.309067|-9.770714|-7.83844|-7.5781555|-11.349396|-10.675232|-8.221016|-12.810799
2_car_failed_managed,Lucy failed to rent a bike but she managed to rent a car. The bike,failed_managed,0,2,Lu|cy|##failed|##to|##rent|##a|##bike|##but|##she|##managed|##to|##rent|##a|##car|.|##The|##bike|<|endoftext|>,-8.863075|-10.874321|-11.56036|-9.502281|-7.1687164|-8.933228|-5.352806|-9.433014|-9.854401|-11.468109|-8.309067|-9.770714|-7.83844|-7.5781555|-11.349396|-10.675232|-8.656181|-12.830818
3_bear_affirmative_negation,Carol saw a bear at the zoo but she didn't see a monkey. The bear,affirmative_negation,1,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##monkey|.|##The|##bear|<|endoftext|>,-7.958357|-7.6957626|-10.561432|-8.935852|-6.108917|-8.797424|-8.0581665|-7.4526825|-9.661636|-9.449081|-18.838043|-12.558029|-9.70089|-8.682953|-6.457863|-11.126953|-10.859024|-9.4880905|-12.8172455
3_bear_affirmative_negation,Carol saw a bear at the zoo but she didn't see a monkey. The monkey,affirmative_negation,0,1,Car|ol|##saw|##a|##bear|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##monkey|.|##The|##monkey|<|endoftext|>,-7.958357|-7.6957626|-10.561432|-8.935852|-6.108917|-8.797424|-8.0581665|-7.4526825|-9.661636|-9.449081|-18.838043|-12.558029|-9.70089|-8.682953|-6.457863|-11.126953|-10.859024|-8.762047|-12.78035
3_bear_affirmative_negation,Carol saw a monkey at the zoo but she didn't see a bear. The monkey,affirmative_negation,1,2,Car|ol|##saw|##a|##monkey|##at|##the|##zoo|##but|##she|##didn|'t|##see|##a|##bear|.|##The|##monkey|<|endoftext|>,-7.958357|-7.6957626|-10.561432|-8.935852|-6.062851|-9.433891|-8.059479|-8.041969|-9.634132|-9.468842|-18.687607|-12.429947|-10.348648|-8.457985|-7.4867477|-11.023453|-10.530991|-9.382095|-12.805084
