id,sent,expected,tokens,logprobs
1_dog_negation_negation_pref,John doesn't own a dog and Mark doesn't own a dog either. The dogs are very cute.,0,▁John|▁doesn|'|t|▁own|▁a|▁dog|▁and|▁Mark|▁doesn|'|t|▁own|▁a|▁dog|▁either|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-8.43586540222168, -0.7719613313674927, -0.0005440423847176135, -5.909218788146973, -1.2280699014663696, -4.275908470153809, -2.9209647178649902, -7.892024993896484, -1.679051399230957, -0.004667577799409628, -0.00036399890086613595, -0.5765773057937622, -0.07522961497306824, -1.657470941543579, -3.1374778747558594, -0.4632461965084076, -3.577021598815918, -4.244845390319824, -1.350480556488037, -4.119077682495117, -4.154421806335449, -0.05627844110131264, -0.954738974571228]"
1_dog_negation_negation_nonref,John doesn't own a dog and Mark doesn't own a dog either. It's not a big deal.,1,▁John|▁doesn|'|t|▁own|▁a|▁dog|▁and|▁Mark|▁doesn|'|t|▁own|▁a|▁dog|▁either|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-8.43586540222168, -0.7719613313674927, -0.0005440423847176135, -5.909218788146973, -1.2280699014663696, -4.275908470153809, -2.9209647178649902, -7.892024993896484, -1.679051399230957, -0.004667577799409628, -0.00036399890086613595, -0.5765773057937622, -0.07522961497306824, -1.657470941543579, -3.1374778747558594, -0.4632461965084076, -4.334826469421387, -1.1157606840133667, -0.00984656810760498, -2.257174491882324, -2.1584560871124268, -2.9229421615600586, -0.26195213198661804, -1.169047474861145]"
1_dog_know_doubt_sref,I know that John owns a dog but I doubt that Mark owns a dog. The dog is very cute.,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-3.944467067718506, -2.1107535362243652, -7.705428600311279, -8.179044723510742, -0.009363308548927307, -1.1002384424209595, -4.964204788208008, -3.946333408355713, -0.9310750365257263, -5.787624359130859, -0.9191652536392212, -8.673233032226562, -1.7990680932998657, -0.008147574961185455, -0.47535440325737, -0.4974901080131531, -0.6496291160583496, -3.9509215354919434, -3.3102762699127197, -1.3477026224136353, -4.00537633895874, -2.952641487121582, -0.02418619953095913, -0.7027889490127563]"
1_dog_know_doubt_pref,I know that John owns a dog but I doubt that Mark owns a dog. The dogs are very cute.,0,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-3.944467067718506, -2.1107535362243652, -7.705428600311279, -8.179044723510742, -0.009363308548927307, -1.1002384424209595, -4.964204788208008, -3.946333408355713, -0.9310750365257263, -5.787624359130859, -0.9191652536392212, -8.673233032226562, -1.7990680932998657, -0.008147574961185455, -0.47535440325737, -0.4974901080131531, -0.6496291160583496, -3.9509215354919434, -4.606990814208984, -1.3787314891815186, -3.8762471675872803, -3.059164047241211, -0.014280269853770733, -0.7014973759651184]"
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that Mark owns a dog. It's not a big deal.,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-3.944467067718506, -2.1107535362243652, -7.705428600311279, -8.179044723510742, -0.009363308548927307, -1.1002384424209595, -4.964204788208008, -3.946333408355713, -0.9310750365257263, -5.787624359130859, -0.9191652536392212, -8.673233032226562, -1.7990680932998657, -0.008147574961185455, -0.47535440325737, -0.4974901080131531, -0.6496291160583496, -4.230483055114746, -1.786521315574646, -0.0066244048066437244, -2.1392810344696045, -2.243386745452881, -3.0279417037963867, -0.29272451996803284, -1.6328195333480835]"
1_dog_know_know_sref,I know that John owns a dog and I know that Mark owns a dog as well. The dog is very cute.,0,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-3.944467067718506, -2.1107535362243652, -7.705428600311279, -8.179044723510742, -0.009363308548927307, -1.1002384424209595, -4.964204788208008, -2.1567749977111816, -2.0829877853393555, -1.4140151739120483, -0.2671927213668823, -6.879918575286865, -1.1274018287658691, -0.0046497792936861515, -0.06135610118508339, -0.5027214288711548, -4.999918460845947, -0.07239367067813873, -0.4773027300834656, -3.756166934967041, -3.3524038791656494, -1.9708116054534912, -4.382811546325684, -2.720113754272461, -0.01755802147090435, -1.0624498128890991]"
1_dog_know_know_pref,I know that John owns a dog and I know that Mark owns a dog as well. The dogs are very cute.,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-3.944467067718506, -2.1107535362243652, -7.705428600311279, -8.179044723510742, -0.009363308548927307, -1.1002384424209595, -4.964204788208008, -2.1567749977111816, -2.0829877853393555, -1.4140151739120483, -0.2671927213668823, -6.879918575286865, -1.1274018287658691, -0.0046497792936861515, -0.06135610118508339, -0.5027214288711548, -4.999918460845947, -0.07239367067813873, -0.4773027300834656, -3.756166934967041, -3.859934091567993, -1.1007730960845947, -3.8906776905059814, -3.675220489501953, -0.012847509235143661, -1.128185510635376]"
1_dog_know_know_nonref,I know that John owns a dog and I know that Mark owns a dog as well. It's not a big deal.,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-3.944467067718506, -2.1107535362243652, -7.705428600311279, -8.179044723510742, -0.009363308548927307, -1.1002384424209595, -4.964204788208008, -2.1567749977111816, -2.0829877853393555, -1.4140151739120483, -0.2671927213668823, -6.879918575286865, -1.1274018287658691, -0.0046497792936861515, -0.06135610118508339, -0.5027214288711548, -4.999918460845947, -0.07239367067813873, -0.4773027300834656, -4.295262813568115, -2.1457037925720215, -0.008747708983719349, -1.9592392444610596, -2.0218346118927, -2.1462302207946777, -0.6617099642753601, -1.3407474756240845]"
1_dog_doubt_know_sref,I doubt that John owns a dog but I know that Mark owns a dog. The dog is very cute.,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-7.048640251159668, -1.5054582357406616, -7.482348442077637, -9.10593032836914, -0.014287438243627548, -1.1521975994110107, -4.666148662567139, -4.037586212158203, -1.7557520866394043, -2.9190287590026855, -1.2819677591323853, -7.1021318435668945, -2.4939026832580566, -0.004116395954042673, -0.45871520042419434, -0.5579840540885925, -0.6026518940925598, -3.961111068725586, -2.8206140995025635, -1.2241462469100952, -3.9774019718170166, -2.8408706188201904, -0.018783435225486755, -0.6289629936218262]"
1_dog_doubt_know_pref,I doubt that John owns a dog but I know that Mark owns a dog. The dogs are very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-7.048640251159668, -1.5054582357406616, -7.482348442077637, -9.10593032836914, -0.014287438243627548, -1.1521975994110107, -4.666148662567139, -4.037586212158203, -1.7557520866394043, -2.9190287590026855, -1.2819677591323853, -7.1021318435668945, -2.4939026832580566, -0.004116395954042673, -0.45871520042419434, -0.5579840540885925, -0.6026518940925598, -3.961111068725586, -3.8222153186798096, -1.2076021432876587, -3.745152473449707, -3.520148277282715, -0.01134009100496769, -0.5931223034858704]"
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that Mark owns a dog. It's not a big deal.,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁Mark|▁own|s|▁a|▁dog|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-7.048640251159668, -1.5054582357406616, -7.482348442077637, -9.10593032836914, -0.014287438243627548, -1.1521975994110107, -4.666148662567139, -4.037586212158203, -1.7557520866394043, -2.9190287590026855, -1.2819677591323853, -7.1021318435668945, -2.4939026832580566, -0.004116395954042673, -0.45871520042419434, -0.5579840540885925, -0.6026518940925598, -4.4252119064331055, -1.8248592615127563, -0.006939239799976349, -2.1948626041412354, -2.1777632236480713, -2.573890447616577, -0.35127025842666626, -1.31255042552948]"
1_dog_doubt_doubt_sref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dog is very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-7.048640251159668, -1.5054582357406616, -7.482348442077637, -9.10593032836914, -0.014287438243627548, -1.1521975994110107, -4.666148662567139, -3.559215545654297, -1.7345695495605469, -1.8618624210357666, -0.25283366441726685, -7.110628128051758, -1.7193511724472046, -0.005239920224994421, -0.09068852663040161, -0.4917738139629364, -4.857731342315674, -0.18948271870613098, -0.2808372378349304, -3.9014320373535156, -4.303849220275879, -1.5158452987670898, -4.145425319671631, -3.481156587600708, -0.03515184298157692, -1.2266974449157715]"
1_dog_doubt_doubt_pref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dogs are very cute.,0,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-7.048640251159668, -1.5054582357406616, -7.482348442077637, -9.10593032836914, -0.014287438243627548, -1.1521975994110107, -4.666148662567139, -3.559215545654297, -1.7345695495605469, -1.8618624210357666, -0.25283366441726685, -7.110628128051758, -1.7193511724472046, -0.005239920224994421, -0.09068852663040161, -0.4917738139629364, -4.857731342315674, -0.18948271870613098, -0.2808372378349304, -3.9014320373535156, -4.855785369873047, -1.401937484741211, -4.320659160614014, -3.27044677734375, -0.02487923577427864, -1.2327982187271118]"
1_dog_doubt_doubt_nonref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. It's not a big deal.,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁and|▁I|▁doubt|▁that|▁Mark|▁own|s|▁a|▁dog|▁as|▁well|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-7.048640251159668, -1.5054582357406616, -7.482348442077637, -9.10593032836914, -0.014287438243627548, -1.1521975994110107, -4.666148662567139, -3.559215545654297, -1.7345695495605469, -1.8618624210357666, -0.25283366441726685, -7.110628128051758, -1.7193511724472046, -0.005239920224994421, -0.09068852663040161, -0.4917738139629364, -4.857731342315674, -0.18948271870613098, -0.2808372378349304, -3.939976692199707, -1.9825249910354614, -0.009135707281529903, -2.1710360050201416, -2.1688032150268555, -2.780465602874756, -0.30694469809532166, -1.705293893814087]"
1_dog_managed_failed_sref,John managed to adopt a dog but Mark failed to adopt a dog. The dog is very cute.,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.726438522338867, -0.42341458797454834, -9.099029541015625, -1.3089958429336548, -4.29827880859375, -5.642049312591553, -8.834672927856445, -6.1431379318237305, -0.803002655506134, -1.8866115808486938, -0.674649178981781, -0.7455112934112549, -0.9453079700469971, -2.7173447608947754, -2.8008029460906982, -3.0776281356811523, -3.6237359046936035, -2.008012533187866, -0.01609206385910511, -1.7800111770629883]"
1_dog_managed_failed_pref,John managed to adopt a dog but Mark failed to adopt a dog. The dogs are very cute.,0,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.726438522338867, -0.42341458797454834, -9.099029541015625, -1.3089958429336548, -4.29827880859375, -5.642049312591553, -8.834672927856445, -6.1431379318237305, -0.803002655506134, -1.8866115808486938, -0.674649178981781, -0.7455112934112549, -0.9453079700469971, -2.7173447608947754, -4.50469970703125, -2.3565523624420166, -3.550323486328125, -2.8655247688293457, -0.01956813596189022, -1.476914405822754]"
1_dog_managed_failed_nonref,John managed to adopt a dog but Mark failed to adopt a dog. It's not a big deal.,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-10.726438522338867, -0.42341458797454834, -9.099029541015625, -1.3089958429336548, -4.29827880859375, -5.642049312591553, -8.834672927856445, -6.1431379318237305, -0.803002655506134, -1.8866115808486938, -0.674649178981781, -0.7455112934112549, -0.9453079700469971, -4.152999401092529, -3.0424630641937256, -0.009872418828308582, -2.1866402626037598, -2.556215524673462, -1.8453593254089355, -0.2530275881290436, -1.818153738975525]"
1_dog_managed_managed_sref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dog is very cute.,0,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-10.726438522338867, -0.42341458797454834, -9.099029541015625, -1.3089958429336548, -4.29827880859375, -2.5433096885681152, -9.89039134979248, -3.928739309310913, -0.022933607921004295, -1.3090825080871582, -0.25591662526130676, -2.1317601203918457, -2.9573607444763184, -0.02888866327702999, -0.3901878893375397, -2.946650505065918, -3.0301637649536133, -3.0548512935638428, -3.493180274963379, -1.9634734392166138, -0.01478312537074089, -1.7521703243255615]"
1_dog_managed_managed_pref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dogs are very cute.,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-10.726438522338867, -0.42341458797454834, -9.099029541015625, -1.3089958429336548, -4.29827880859375, -2.5433096885681152, -9.89039134979248, -3.928739309310913, -0.022933607921004295, -1.3090825080871582, -0.25591662526130676, -2.1317601203918457, -2.9573607444763184, -0.02888866327702999, -0.3901878893375397, -2.946650505065918, -1.9077329635620117, -1.640819787979126, -3.0019025802612305, -2.8200411796569824, -0.01689177379012108, -1.7186763286590576]"
1_dog_managed_managed_nonref,John managed to adopt a dog and Mark managed to adopt a dog as well. It's not a big deal.,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-10.726438522338867, -0.42341458797454834, -9.099029541015625, -1.3089958429336548, -4.29827880859375, -2.5433096885681152, -9.89039134979248, -3.928739309310913, -0.022933607921004295, -1.3090825080871582, -0.25591662526130676, -2.1317601203918457, -2.9573607444763184, -0.02888866327702999, -0.3901878893375397, -3.5814666748046875, -2.658900737762451, -0.01160301361232996, -2.6340651512145996, -2.4079291820526123, -2.491339921951294, -0.772869348526001, -2.12384033203125]"
1_dog_failed_managed_sref,John failed to adopt a dog but Mark managed to adopt a dog. The dog is very cute.,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-11.935735702514648, -0.457902729511261, -8.331998825073242, -1.8998602628707886, -6.055328369140625, -5.747167587280273, -9.878144264221191, -5.278306007385254, -0.098179891705513, -1.5461697578430176, -0.8931180834770203, -0.9908983111381531, -1.5293349027633667, -3.133680820465088, -1.916415810585022, -1.94736909866333, -3.123568058013916, -2.1669728755950928, -0.01681511290371418, -1.4387166500091553]"
1_dog_failed_managed_pref,John failed to adopt a dog but Mark managed to adopt a dog. The dogs are very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-11.935735702514648, -0.457902729511261, -8.331998825073242, -1.8998602628707886, -6.055328369140625, -5.747167587280273, -9.878144264221191, -5.278306007385254, -0.098179891705513, -1.5461697578430176, -0.8931180834770203, -0.9908983111381531, -1.5293349027633667, -3.133680820465088, -4.693423748016357, -1.813307762145996, -2.7643580436706543, -3.169069290161133, -0.017032183706760406, -1.1709814071655273]"
1_dog_failed_managed_nonref,John failed to adopt a dog but Mark managed to adopt a dog. It's not a big deal.,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁but|▁Mark|▁managed|▁to|▁adopt|▁a|▁dog|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-11.935735702514648, -0.457902729511261, -8.331998825073242, -1.8998602628707886, -6.055328369140625, -5.747167587280273, -9.878144264221191, -5.278306007385254, -0.098179891705513, -1.5461697578430176, -0.8931180834770203, -0.9908983111381531, -1.5293349027633667, -4.099288463592529, -2.5591766834259033, -0.009700777009129524, -2.341261863708496, -2.202075242996216, -1.960488200187683, -0.313961923122406, -1.5744984149932861]"
1_dog_failed_failed_sref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dog is very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dog|▁is|▁very|▁c|ute|.,"[-11.935735702514648, -0.457902729511261, -8.331998825073242, -1.8998602628707886, -6.055328369140625, -2.8550682067871094, -9.053665161132812, -4.071834564208984, -0.098176971077919, -1.537904977798462, -0.14555104076862335, -1.0812209844589233, -4.717940807342529, -0.3203012943267822, -0.4079539477825165, -2.8933491706848145, -3.1700313091278076, -3.1229476928710938, -3.8872807025909424, -1.8084856271743774, -0.017067458480596542, -1.7305519580841064]"
1_dog_failed_failed_pref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dogs are very cute.,0,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁The|▁dogs|▁are|▁very|▁c|ute|.,"[-11.935735702514648, -0.457902729511261, -8.331998825073242, -1.8998602628707886, -6.055328369140625, -2.8550682067871094, -9.053665161132812, -4.071834564208984, -0.098176971077919, -1.537904977798462, -0.14555104076862335, -1.0812209844589233, -4.717940807342529, -0.3203012943267822, -0.4079539477825165, -2.8933491706848145, -3.8634450435638428, -2.525937557220459, -3.8955960273742676, -1.8756712675094604, -0.017331691458821297, -1.7296582460403442]"
1_dog_failed_failed_nonref,John failed to adopt a dog and Mark failed to adopt a dog as well. It's not a big deal.,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|▁and|▁Mark|▁failed|▁to|▁adopt|▁a|▁dog|▁as|▁well|.|▁It|'|s|▁not|▁a|▁big|▁deal|.,"[-11.935735702514648, -0.457902729511261, -8.331998825073242, -1.8998602628707886, -6.055328369140625, -2.8550682067871094, -9.053665161132812, -4.071834564208984, -0.098176971077919, -1.537904977798462, -0.14555104076862335, -1.0812209844589233, -4.717940807342529, -0.3203012943267822, -0.4079539477825165, -3.9136786460876465, -2.5202553272247314, -0.011901560239493847, -2.021404504776001, -2.365645408630371, -2.275181293487549, -0.20774109661579132, -1.5425379276275635]"
2_car_affirmative_negation_sref,Lucy has a car but Ethan doesn't have a car. The car has a self-driving mode.,1,▁Lucy|▁has|▁a|▁car|▁but|▁Eth|an|▁doesn|'|t|▁have|▁a|▁car|.|▁The|▁car|▁has|▁a|▁self|-|d|riv|ing|▁mode|.,"[-4.921878814697266, -2.5190391540527344, -7.012789726257324, -4.895687103271484, -8.747557640075684, -0.23221057653427124, -1.146566390991211, -0.7095506191253662, -6.758938252460212e-05, -2.4514126777648926, -0.7674055099487305, -0.7099077701568604, -1.0864155292510986, -3.5538740158081055, -3.3655056953430176, -3.2804853916168213, -1.3379220962524414, -8.087865829467773, -0.3159825801849365, -1.3017072677612305, -0.014280387200415134, -0.0011212497483938932, -2.294257640838623, -1.5625505447387695]"
2_car_affirmative_negation_pref,Lucy has a car but Ethan doesn't have a car. The cars have a self-driving mode.,0,▁Lucy|▁has|▁a|▁car|▁but|▁Eth|an|▁doesn|'|t|▁have|▁a|▁car|.|▁The|▁cars|▁have|▁a|▁self|-|d|riv|ing|▁mode|.,"[-4.921878814697266, -2.5190391540527344, -7.012789726257324, -4.895687103271484, -8.747557640075684, -0.23221057653427124, -1.146566390991211, -0.7095506191253662, -6.758938252460212e-05, -2.4514126777648926, -0.7674055099487305, -0.7099077701568604, -1.0864155292510986, -3.5538740158081055, -6.065811634063721, -3.0121634006500244, -2.0816078186035156, -7.9574785232543945, -0.3829045593738556, -1.1660159826278687, -0.007209594361484051, -0.0012760362587869167, -2.1304831504821777, -1.6308313608169556]"
