id,sent,expected,tokens,logprobs,critical_token_idx,continuation_prob,type
1_dog_negation_negation_pref,John doesn't own a dog and Mark doesn't own a dog either. The dogs are very cute.,0,John| doesn|'t| own| a| dog| and| Mark| doesn|'t| own| a| dog| either|.| The| dogs| are| very| cute|.,"[-9.187478, -0.5443634, -5.2641926, -0.84913796, -4.41849, -3.0943837, -7.7414007, -1.1705737, -0.013113989, -0.6643804, -0.08666359, -2.2531123, -1.3790059, -1.1045982, -3.568322, -4.5548487, -1.4777488, -3.8937507, -2.8668678, -1.1975751]",14,2.366868193536333e-08,negation_negation_pref
1_dog_negation_negation_nonref,John doesn't own a dog and Mark doesn't own a dog either. It's not a big deal.,-1,John| doesn|'t| own| a| dog| and| Mark| doesn|'t| own| a| dog| either|.| It|'s| not| a| big| deal|.,"[-9.187478, -0.5443634, -5.2641926, -0.84913796, -4.41849, -3.0943837, -7.7414007, -1.1705737, -0.013113989, -0.6643804, -0.08666359, -2.2531123, -1.3790059, -1.1045982, -3.8767602, -0.8259767, -2.1326332, -2.1487923, -2.4779997, -0.33023444, -1.3455601]",14,1.9690553657254394e-06,negation_negation_nonref
1_dog_know_doubt_sref,I know that John owns a dog but I doubt that Mark owns a dog. The dog is very cute.,1,I| know| that| John| owns| a| dog| but| I| doubt| that| Mark| owns| a| dog|.| The| dog| is| very| cute|.,"[-3.9131448, -2.4234385, -7.9667854, -8.805907, -1.0114839, -5.6071177, -3.6077554, -0.7757424, -6.0850377, -1.0197028, -7.707334, -1.6286378, -0.5897889, -1.0590903, -1.2961084, -3.7737126, -3.1878324, -1.2743723, -3.9266195, -2.0997624, -0.942678]",15,2.492081863627117e-07,know_doubt_sref
1_dog_know_doubt_pref,I know that John owns a dog but I doubt that Mark owns a dog. The dogs are very cute.,0,I| know| that| John| owns| a| dog| but| I| doubt| that| Mark| owns| a| dog|.| The| dogs| are| very| cute|.,"[-3.9131448, -2.4234385, -7.9667854, -8.805907, -1.0114839, -5.6071177, -3.6077554, -0.7757424, -6.0850377, -1.0197028, -7.707334, -1.6286378, -0.5897889, -1.0590903, -1.2961084, -3.7737126, -5.6207576, -1.4304304, -3.6750088, -2.3409748, -1.0406166]",15,1.7146002172224232e-08,know_doubt_pref
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that Mark owns a dog. It's not a big deal.,-1,I| know| that| John| owns| a| dog| but| I| doubt| that| Mark| owns| a| dog|.| It|'s| not| a| big| deal|.,"[-3.9131448, -2.4234385, -7.9667854, -8.805907, -1.0114839, -5.6071177, -3.6077554, -0.7757424, -6.0850377, -1.0197028, -7.707334, -1.6286378, -0.5897889, -1.0590903, -1.2961084, -3.7950473, -1.9728929, -1.988911, -2.1567693, -4.7627754, -0.7238162, -1.6088986]",15,4.102391285068455e-08,know_doubt_nonref
1_dog_know_know_sref,I know that John owns a dog and I know that Mark owns a dog as well. The dog is very cute.,0,I| know| that| John| owns| a| dog| and| I| know| that| Mark| owns| a| dog| as| well|.| The| dog| is| very| cute|.,"[-3.9131448, -2.4234385, -7.9667854, -8.805907, -1.0114839, -5.6071177, -2.1467607, -2.0020504, -1.6133478, -0.3595002, -6.2190146, -1.2917279, -0.13988572, -1.0932239, -3.7232966, -0.021091346, -0.63036305, -4.307173, -2.1124067, -1.9651916, -3.804156, -2.069313, -1.0400012]",17,2.270168711454761e-07,know_know_sref
1_dog_know_know_pref,I know that John owns a dog and I know that Mark owns a dog as well. The dogs are very cute.,1,I| know| that| John| owns| a| dog| and| I| know| that| Mark| owns| a| dog| as| well|.| The| dogs| are| very| cute|.,"[-3.9131448, -2.4234385, -7.9667854, -8.805907, -1.0114839, -5.6071177, -2.1467607, -2.0020504, -1.6133478, -0.3595002, -6.2190146, -1.2917279, -0.13988572, -1.0932239, -3.7232966, -0.021091346, -0.63036305, -4.307173, -3.3111277, -0.9808216, -3.2313697, -2.9656007, -1.2209957]",17,1.1062846633583267e-07,know_know_pref
1_dog_know_know_nonref,I know that John owns a dog and I know that Mark owns a dog as well. It's not a big deal.,-1,I| know| that| John| owns| a| dog| and| I| know| that| Mark| owns| a| dog| as| well|.| It|'s| not| a| big| deal|.,"[-3.9131448, -2.4234385, -7.9667854, -8.805907, -1.0114839, -5.6071177, -2.1467607, -2.0020504, -1.6133478, -0.3595002, -6.2190146, -1.2917279, -0.13988572, -1.0932239, -3.7232966, -0.021091346, -0.63036305, -3.8705282, -1.3777965, -1.9240268, -1.9097399, -2.9364448, -0.5827075, -1.0426118]",17,1.1872682238541365e-06,know_know_nonref
1_dog_doubt_know_sref,I doubt that John owns a dog but I know that Mark owns a dog. The dog is very cute.,1,I| doubt| that| John| owns| a| dog| but| I| know| that| Mark| owns| a| dog|.| The| dog| is| very| cute|.,"[-7.80846, -1.8346381, -7.9735403, -9.295016, -1.0706494, -5.518903, -3.5924678, -1.6138681, -2.7560174, -1.208486, -6.6052513, -2.6142032, -0.685645, -1.0767987, -0.9813244, -3.3631713, -2.6185384, -1.1322911, -3.4972181, -1.8610016, -0.9978137]",15,1.412662692539005e-06,doubt_know_sref
1_dog_doubt_know_pref,I doubt that John owns a dog but I know that Mark owns a dog. The dogs are very cute.,0,I| doubt| that| John| owns| a| dog| but| I| know| that| Mark| owns| a| dog|.| The| dogs| are| very| cute|.,"[-7.80846, -1.8346381, -7.9735403, -9.295016, -1.0706494, -5.518903, -3.5924678, -1.6138681, -2.7560174, -1.208486, -6.6052513, -2.6142032, -0.685645, -1.0767987, -0.9813244, -3.3631713, -5.039767, -1.7479411, -3.494373, -2.3032947, -1.0568981]",15,4.117456193667575e-08,doubt_know_pref
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that Mark owns a dog. It's not a big deal.,-1,I| doubt| that| John| owns| a| dog| but| I| know| that| Mark| owns| a| dog|.| It|'s| not| a| big| deal|.,"[-7.80846, -1.8346381, -7.9735403, -9.295016, -1.0706494, -5.518903, -3.5924678, -1.6138681, -2.7560174, -1.208486, -6.6052513, -2.6142032, -0.685645, -1.0767987, -0.9813244, -3.730171, -1.9794419, -2.3863306, -1.956808, -3.7721174, -1.2346948, -1.5128977]",15,6.348504948179349e-08,doubt_know_nonref
1_dog_doubt_doubt_sref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dog is very cute.,0,I| doubt| that| John| owns| a| dog| and| I| doubt| that| Mark| owns| a| dog| as| well|.| The| dog| is| very| cute|.,"[-7.80846, -1.8346381, -7.9735403, -9.295016, -1.0706494, -5.518903, -3.571486, -1.515671, -1.7903795, -0.33584994, -6.725447, -1.6285148, -0.1543766, -1.536698, -4.3343973, -0.085089676, -0.69648147, -3.5111423, -3.519653, -1.4650453, -4.292321, -2.2414854, -1.4814868]",17,6.750029963775015e-08,doubt_doubt_sref
1_dog_doubt_doubt_pref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. The dogs are very cute.,0,I| doubt| that| John| owns| a| dog| and| I| doubt| that| Mark| owns| a| dog| as| well|.| The| dogs| are| very| cute|.,"[-7.80846, -1.8346381, -7.9735403, -9.295016, -1.0706494, -5.518903, -3.571486, -1.515671, -1.7903795, -0.33584994, -6.725447, -1.6285148, -0.1543766, -1.536698, -4.3343973, -0.085089676, -0.69648147, -3.5111423, -5.162303, -1.4045173, -4.137719, -2.815532, -1.8437943]",17,6.348749960720878e-09,doubt_doubt_pref
1_dog_doubt_doubt_nonref,I doubt that John owns a dog and I doubt that Mark owns a dog as well. It's not a big deal.,-1,I| doubt| that| John| owns| a| dog| and| I| doubt| that| Mark| owns| a| dog| as| well|.| It|'s| not| a| big| deal|.,"[-7.80846, -1.8346381, -7.9735403, -9.295016, -1.0706494, -5.518903, -3.571486, -1.515671, -1.7903795, -0.33584994, -6.725447, -1.6285148, -0.1543766, -1.536698, -4.3343973, -0.085089676, -0.69648147, -3.580112, -1.9400855, -1.7955601, -2.199829, -3.4581468, -0.45604506, -1.4497529]",17,3.450655769022657e-07,doubt_doubt_nonref
1_dog_managed_failed_sref,John managed to adopt a dog but Mark failed to adopt a dog. The dog is very cute.,1,John| managed| to| adopt| a| dog| but| Mark| failed| to| adopt| a| dog|.| The| dog| is| very| cute|.,"[-10.505398, -0.25078157, -10.48214, -1.2679572, -4.876442, -5.0322886, -8.081805, -4.7859097, -0.95664275, -2.8393197, -0.46612975, -1.2240096, -1.1360515, -3.0456662, -2.311465, -2.5670757, -4.201325, -1.7992401, -1.3726305]",13,2.2720741822368958e-07,managed_failed_sref
1_dog_managed_failed_pref,John managed to adopt a dog but Mark failed to adopt a dog. The dogs are very cute.,0,John| managed| to| adopt| a| dog| but| Mark| failed| to| adopt| a| dog|.| The| dogs| are| very| cute|.,"[-10.505398, -0.25078157, -10.48214, -1.2679572, -4.876442, -5.0322886, -8.081805, -4.7859097, -0.95664275, -2.8393197, -0.46612975, -1.2240096, -1.1360515, -3.0456662, -5.198474, -2.1182084, -3.7331698, -2.3772416, -1.583375]",13,1.4398597945508028e-08,managed_failed_pref
1_dog_managed_failed_nonref,John managed to adopt a dog but Mark failed to adopt a dog. It's not a big deal.,-1,John| managed| to| adopt| a| dog| but| Mark| failed| to| adopt| a| dog|.| It|'s| not| a| big| deal|.,"[-10.505398, -0.25078157, -10.48214, -1.2679572, -4.876442, -5.0322886, -8.081805, -4.7859097, -0.95664275, -2.8393197, -0.46612975, -1.2240096, -1.1360515, -3.6968675, -2.316914, -2.2886744, -2.4801068, -2.6147397, -0.36048776, -1.7152064]",13,1.9061759047109706e-07,managed_failed_nonref
1_dog_managed_managed_sref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dog is very cute.,0,John| managed| to| adopt| a| dog| and| Mark| managed| to| adopt| a| dog| as| well|.| The| dog| is| very| cute|.,"[-10.505398, -0.25078157, -10.48214, -1.2679572, -4.876442, -2.3894806, -10.249258, -3.5867426, -0.055194136, -2.704338, -0.2829402, -1.631671, -4.130081, -0.0453903, -0.68528587, -3.7390814, -1.9915456, -1.7508671, -3.6165276, -1.3789706, -1.0571496]",15,1.3249419643180988e-06,managed_managed_sref
1_dog_managed_managed_pref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dogs are very cute.,1,John| managed| to| adopt| a| dog| and| Mark| managed| to| adopt| a| dog| as| well|.| The| dogs| are| very| cute|.,"[-10.505398, -0.25078157, -10.48214, -1.2679572, -4.876442, -2.3894806, -10.249258, -3.5867426, -0.055194136, -2.704338, -0.2829402, -1.631671, -4.130081, -0.0453903, -0.68528587, -3.7390814, -1.7890576, -1.2066449, -3.2801406, -1.6216807, -1.2764925]",15,2.465544949636083e-06,managed_managed_pref
1_dog_managed_managed_nonref,John managed to adopt a dog and Mark managed to adopt a dog as well. It's not a big deal.,-1,John| managed| to| adopt| a| dog| and| Mark| managed| to| adopt| a| dog| as| well|.| It|'s| not| a| big| deal|.,"[-10.505398, -0.25078157, -10.48214, -1.2679572, -4.876442, -2.3894806, -10.249258, -3.5867426, -0.055194136, -2.704338, -0.2829402, -1.631671, -4.130081, -0.0453903, -0.68528587, -3.472745, -1.0218711, -2.8895476, -2.276901, -3.4282591, -0.81907064, -1.3610764]",15,2.336431606505662e-07,managed_managed_nonref
1_dog_failed_managed_sref,John failed to adopt a dog but Mark managed to adopt a dog. The dog is very cute.,1,John| failed| to| adopt| a| dog| but| Mark| managed| to| adopt| a| dog|.| The| dog| is| very| cute|.,"[-11.441708, -0.5348059, -9.05523, -1.4102895, -4.2851486, -4.422572, -8.601845, -4.7657766, -0.052170467, -1.9823464, -0.78622293, -0.70229554, -1.4310917, -3.0128164, -0.99745613, -1.5784385, -3.404295, -1.5437903, -1.2189136]",13,7.844405699270304e-06,failed_managed_sref
1_dog_failed_managed_pref,John failed to adopt a dog but Mark managed to adopt a dog. The dogs are very cute.,0,John| failed| to| adopt| a| dog| but| Mark| managed| to| adopt| a| dog|.| The| dogs| are| very| cute|.,"[-11.441708, -0.5348059, -9.05523, -1.4102895, -4.2851486, -4.422572, -8.601845, -4.7657766, -0.052170467, -1.9823464, -0.78622293, -0.70229554, -1.4310917, -3.0128164, -4.7761617, -1.8579192, -3.5293612, -1.9875863, -1.3174407]",13,6.95454389615887e-08,failed_managed_pref
1_dog_failed_managed_nonref,John failed to adopt a dog but Mark managed to adopt a dog. It's not a big deal.,-1,John| failed| to| adopt| a| dog| but| Mark| managed| to| adopt| a| dog|.| It|'s| not| a| big| deal|.,"[-11.441708, -0.5348059, -9.05523, -1.4102895, -4.2851486, -4.422572, -8.601845, -4.7657766, -0.052170467, -1.9823464, -0.78622293, -0.70229554, -1.4310917, -3.6347742, -2.2967303, -2.6245313, -2.1720386, -2.4606104, -0.40993062, -1.4325134]",13,2.965266264532988e-07,failed_managed_nonref
1_dog_failed_failed_sref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dog is very cute.,0,John| failed| to| adopt| a| dog| and| Mark| failed| to| adopt| a| dog| as| well|.| The| dog| is| very| cute|.,"[-11.441708, -0.5348059, -9.05523, -1.4102895, -4.2851486, -2.9607503, -8.491832, -2.1185017, -0.06691383, -2.369514, -0.15626186, -1.6776152, -4.320159, -0.3587137, -0.7512134, -3.1259468, -3.2921147, -2.6788318, -3.7075796, -2.048812, -1.5747337]",15,7.335034711923803e-08,failed_failed_sref
1_dog_failed_failed_pref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dogs are very cute.,0,John| failed| to| adopt| a| dog| and| Mark| failed| to| adopt| a| dog| as| well|.| The| dogs| are| very| cute|.,"[-11.441708, -0.5348059, -9.05523, -1.4102895, -4.2851486, -2.9607503, -8.491832, -2.1185017, -0.06691383, -2.369514, -0.15626186, -1.6776152, -4.320159, -0.3587137, -0.7512134, -3.1259468, -4.1989245, -2.272969, -3.6527073, -1.9413975, -1.7684693]",15,4.3071065473687155e-08,failed_failed_pref
1_dog_failed_failed_nonref,John failed to adopt a dog and Mark failed to adopt a dog as well. It's not a big deal.,-1,John| failed| to| adopt| a| dog| and| Mark| failed| to| adopt| a| dog| as| well|.| It|'s| not| a| big| deal|.,"[-11.441708, -0.5348059, -9.05523, -1.4102895, -4.2851486, -2.9607503, -8.491832, -2.1185017, -0.06691383, -2.369514, -0.15626186, -1.6776152, -4.320159, -0.3587137, -0.7512134, -3.769139, -1.5900372, -2.4545326, -2.2455719, -2.37784, -0.25334877, -1.2588854]",15,8.747262383500961e-07,failed_failed_nonref
2_car_affirmative_negation_sref,Lucy has a car but Ethan doesn't have a car. The car has a self-driving mode.,1,Luc|y| has| a| car| but| Ethan| doesn|'t| have| a| car|.| The| car| has| a| self|-driving| mode|.,"[-1.2687713, -4.559634, -2.051668, -7.3762836, -3.8346515, -9.799892, -1.7888931, -0.6759311, -2.492704, -0.5748123, -0.58703053, -1.0858659, -4.3124256, -2.3601463, -3.4072952, -1.3653606, -9.525433, -1.1142744, -1.846279, -1.4094208]",12,9.878752275980317e-12,affirmative_negation_sref
2_car_affirmative_negation_pref,Lucy has a car but Ethan doesn't have a car. The cars have a self-driving mode.,0,Luc|y| has| a| car| but| Ethan| doesn|'t| have| a| car|.| The| cars| have| a| self|-driving| mode|.,"[-1.2687713, -4.559634, -2.051668, -7.3762836, -3.8346515, -9.799892, -1.7888931, -0.6759311, -2.492704, -0.5748123, -0.58703053, -1.0858659, -4.3124256, -5.38346, -3.4355931, -2.6399024, -9.420574, -0.89534026, -1.7445959, -1.3689357]",12,2.0808557948412408e-13,affirmative_negation_pref
2_car_affirmative_negation_nonref,Lucy has a car but Ethan doesn't have a car. It's not a big deal.,-1,Luc|y| has| a| car| but| Ethan| doesn|'t| have| a| car|.| It|'s| not| a| big| deal|.,"[-1.2687713, -4.559634, -2.051668, -7.3762836, -3.8346515, -9.799892, -1.7888931, -0.6759311, -2.492704, -0.5748123, -0.58703053, -1.0858659, -3.8817427, -0.73164296, -2.4733553, -2.018393, -1.4429001, -0.18577696, -1.6077697]",12,4.366360558453481e-06,affirmative_negation_nonref
2_car_affirmative_affirmative_sref,Lucy has a car and Ethan has a car too. The car has a self-driving mode.,0,Luc|y| has| a| car| and| Ethan| has| a| car| too|.| The| car| has| a| self|-driving| mode|.,"[-1.2687713, -4.559634, -2.051668, -7.3762836, -2.0917964, -10.187529, -1.0860378, -0.33610177, -1.6747338, -4.0352926, -0.911205, -4.2039995, -2.5151434, -3.1153893, -1.3748416, -8.650236, -1.7039872, -1.8361654, -1.2381176]",11,1.9948243930516154e-11,affirmative_affirmative_sref
2_car_affirmative_affirmative_pref,Lucy has a car and Ethan has a car too. The cars have a self-driving mode.,1,Luc|y| has| a| car| and| Ethan| has| a| car| too|.| The| cars| have| a| self|-driving| mode|.,"[-1.2687713, -4.559634, -2.051668, -7.3762836, -2.0917964, -10.187529, -1.0860378, -0.33610177, -1.6747338, -4.0352926, -0.911205, -4.2039995, -2.4001894, -2.6861954, -2.4528117, -10.073236, -1.6250243, -1.6443218, -1.1864876]",11,3.891347178002299e-12,affirmative_affirmative_pref
2_car_affirmative_affirmative_nonref,Lucy has a car and Ethan has a car too. It's not a big deal.,-1,Luc|y| has| a| car| and| Ethan| has| a| car| too|.| It|'s| not| a| big| deal|.,"[-1.2687713, -4.559634, -2.051668, -7.3762836, -2.0917964, -10.187529, -1.0860378, -0.33610177, -1.6747338, -4.0352926, -0.911205, -3.7957363, -1.0499339, -2.484429, -1.8431312, -2.5265837, -0.30902267, -1.0953751]",11,2.0366344946116557e-06,affirmative_affirmative_nonref
2_car_negation_affirmative_sref,Lucy doesn't have a car but Ethan has a car. The car has a self-driving mode.,1,Luc|y| doesn|'t| have| a| car| but| Ethan| has| a| car|.| The| car| has| a| self|-driving| mode|.,"[-1.2687713, -6.886263, -0.71898395, -2.3392224, -1.2966927, -4.916176, -3.8961275, -10.04604, -2.0494561, -0.9636551, -1.1358806, -1.3370156, -4.309243, -2.2431953, -2.7411175, -1.0768994, -9.2327175, -1.3960686, -1.65737, -1.4032277]",12,3.555860270731123e-11,negation_affirmative_sref
2_car_negation_affirmative_pref,Lucy doesn't have a car but Ethan has a car. The cars have a self-driving mode.,0,Luc|y| doesn|'t| have| a| car| but| Ethan| has| a| car|.| The| cars| have| a| self|-driving| mode|.,"[-1.2687713, -6.886263, -0.71898395, -2.3392224, -1.2966927, -4.916176, -3.8961275, -10.04604, -2.0494561, -0.9636551, -1.1358806, -1.3370156, -4.309243, -6.1120033, -3.2923675, -2.109668, -9.324339, -1.1693444, -1.4346404, -1.4455143]",12,2.0885839676740373e-13,negation_affirmative_pref
2_car_negation_affirmative_nonref,Lucy doesn't have a car but Ethan has a car. It's not a big deal.,-1,Luc|y| doesn|'t| have| a| car| but| Ethan| has| a| car|.| It|'s| not| a| big| deal|.,"[-1.2687713, -6.886263, -0.71898395, -2.3392224, -1.2966927, -4.916176, -3.8961275, -10.04604, -2.0494561, -0.9636551, -1.1358806, -1.3370156, -3.708913, -0.613344, -2.3732107, -1.5770049, -3.17396, -0.6620715, -1.2597368]",12,1.5640359971898146e-06,negation_affirmative_nonref
2_car_negation_negation_sref,Lucy doesn't have a car and Ethan doesn't have a car either. The car has a self-driving mode.,0,Luc|y| doesn|'t| have| a| car| and| Ethan| doesn|'t| have| a| car| either|.| The| car| has| a| self|-driving| mode|.,"[-1.2687713, -6.886263, -0.71898395, -2.3392224, -1.2966927, -4.916176, -2.312205, -8.801098, -1.8825496, -0.013228113, -0.7301914, -0.42779082, -3.7638254, -2.7485836, -0.8217205, -4.113926, -3.2407908, -4.181859, -2.236802, -8.722063, -0.98052907, -1.8069373, -1.7098023]",15,1.893281649567175e-12,negation_negation_sref
2_car_negation_negation_pref,Lucy doesn't have a car and Ethan doesn't have a car either. The cars have a self-driving mode.,0,Luc|y| doesn|'t| have| a| car| and| Ethan| doesn|'t| have| a| car| either|.| The| cars| have| a| self|-driving| mode|.,"[-1.2687713, -6.886263, -0.71898395, -2.3392224, -1.2966927, -4.916176, -2.312205, -8.801098, -1.8825496, -0.013228113, -0.7301914, -0.42779082, -3.7638254, -2.7485836, -0.8217205, -4.113926, -5.585129, -3.9380724, -3.105407, -8.520543, -0.8547023, -1.6759763, -1.7866234]",15,1.4236540042492138e-13,negation_negation_pref
2_car_negation_negation_nonref,Lucy doesn't have a car and Ethan doesn't have a car either. It's not a big deal.,-1,Luc|y| doesn|'t| have| a| car| and| Ethan| doesn|'t| have| a| car| either|.| It|'s| not| a| big| deal|.,"[-1.2687713, -6.886263, -0.71898395, -2.3392224, -1.2966927, -4.916176, -2.312205, -8.801098, -1.8825496, -0.013228113, -0.7301914, -0.42779082, -3.7638254, -2.7485836, -0.8217205, -3.63036, -0.50041085, -2.5067115, -2.1770024, -1.5771834, -0.21786186, -1.3113946]",15,6.6497944735978875e-06,negation_negation_nonref
2_car_know_doubt_sref,I know that Lucy has a car but I doubt that Ethan has a car. The car has a self-driving mode.,1,I| know| that| Lucy| has| a| car| but| I| doubt| that| Ethan| has| a| car|.| The| car| has| a| self|-driving| mode|.,"[-3.9131448, -2.4234385, -10.647184, -2.677526, -1.9310423, -7.111062, -3.0457454, -1.3813184, -4.666947, -1.1361971, -9.088722, -1.6784267, -1.4431164, -0.44864714, -1.1514513, -4.303274, -3.220877, -4.1044617, -2.108686, -9.089817, -1.5769964, -2.0788665, -1.9851458]",15,4.3296287916251314e-13,know_doubt_sref
2_car_know_doubt_pref,I know that Lucy has a car but I doubt that Ethan has a car. The cars have a self-driving mode.,0,I| know| that| Lucy| has| a| car| but| I| doubt| that| Ethan| has| a| car|.| The| cars| have| a| self|-driving| mode|.,"[-3.9131448, -2.4234385, -10.647184, -2.677526, -1.9310423, -7.111062, -3.0457454, -1.3813184, -4.666947, -1.1361971, -9.088722, -1.6784267, -1.4431164, -0.44864714, -1.1514513, -4.303274, -6.0281754, -4.2515106, -3.1741803, -8.700354, -1.7565414, -2.0878804, -2.1245]",15,8.267732560083212e-15,know_doubt_pref
2_car_know_doubt_nonref,I know that Lucy has a car but I doubt that Ethan has a car. It's not a big deal.,-1,I| know| that| Lucy| has| a| car| but| I| doubt| that| Ethan| has| a| car|.| It|'s| not| a| big| deal|.,"[-3.9131448, -2.4234385, -10.647184, -2.677526, -1.9310423, -7.111062, -3.0457454, -1.3813184, -4.666947, -1.1361971, -9.088722, -1.6784267, -1.4431164, -0.44864714, -1.1514513, -3.635229, -1.7905914, -1.8778563, -2.5738838, -1.7238612, -0.2975916, -2.194497]",15,7.572970168698841e-07,know_doubt_nonref
2_car_know_know_sref,I know that Lucy has a car and I know that Ethan has a car as well. The car has a self-driving mode.,0,I| know| that| Lucy| has| a| car| and| I| know| that| Ethan| has| a| car| as| well|.| The| car| has| a| self|-driving| mode|.,"[-3.9131448, -2.4234385, -10.647184, -2.677526, -1.9310423, -7.111062, -2.2731652, -2.0931652, -1.2889042, -0.4148422, -8.030067, -0.7371157, -0.3061247, -0.45253006, -3.5933142, -0.02200183, -0.6896454, -4.864649, -3.092502, -3.8398516, -1.523841, -8.554229, -1.254334, -1.929976, -1.7925918]",17,2.1793936936273252e-12,know_know_sref
